point_cloud,EC
B9JW09.txt,2.4.2.21
Q5P2R4.txt,2.4.2.21
Q5LCE6.txt,2.4.2.21
A5EGF4.txt,2.4.2.21
Q2YNK7.txt,2.4.2.21
A9MAP0.txt,2.4.2.21
B0CLJ2.txt,2.4.2.21
Q3J3P6.txt,2.4.2.21
A9WIQ7.txt,2.4.2.21
B3QNS6.txt,2.4.2.21
B9LKQ0.txt,2.4.2.21
B5EEL9.txt,2.4.2.21
Q0TRK5.txt,2.4.2.21
Q8FNQ2.txt,2.4.2.21
Q0K7H7.txt,2.4.2.21
A5FRG9.txt,2.4.2.21
B1I4H2.txt,2.4.2.21
Q725Z4.txt,2.4.2.21
B7UT20.txt,2.4.2.21
Q8X8V0.txt,2.4.2.21
B7MWP8.txt,2.4.2.21
B1X6S9.txt,2.4.2.21
Q0TGE1.txt,2.4.2.21
P36562.txt,2.4.2.21
B1LPV7.txt,2.4.2.21
C6E7Q4.txt,2.4.2.21
A6SWY0.txt,2.4.2.21
Q055Y6.txt,2.4.2.21
Q9X7F4.txt,2.4.2.21
B8ZQK8.txt,2.4.2.21
Q73YK7.txt,2.4.2.21
P9WP85.txt,2.4.2.21
Q30US7.txt,2.4.2.21
Q7N2U4.txt,2.4.2.21
B2RIR0.txt,2.4.2.21
Q48FJ9.txt,2.4.2.21
Q9I465.txt,2.4.2.21
C3K0Y8.txt,2.4.2.21
Q3KFR5.txt,2.4.2.21
B1J1N8.txt,2.4.2.21
Q4ZQ66.txt,2.4.2.21
Q2K7G6.txt,2.4.2.21
B5ZSC4.txt,2.4.2.21
D5AV20.txt,2.4.2.21
A5UQS8.txt,2.4.2.21
B8I7A3.txt,2.4.2.21
B5FLY4.txt,2.4.2.21
B4T8W8.txt,2.4.2.21
A9MTA4.txt,2.4.2.21
B4TZP5.txt,2.4.2.21
Q05603.txt,2.4.2.21
A3D7X8.txt,2.4.2.21
Q086T6.txt,2.4.2.21
Q8EI18.txt,2.4.2.21
A0L0D3.txt,2.4.2.21
Q0HRU1.txt,2.4.2.21
Q32ED0.txt,2.4.2.21
Q3Z0K4.txt,2.4.2.21
C4XMZ1.txt,2.4.2.21
Q3A798.txt,2.4.2.21
Q9KSL9.txt,2.4.2.21
Q7MLF3.txt,2.4.2.21
Q4UXQ4.txt,2.4.2.21
Q2P631.txt,2.4.2.21
P29935.txt,2.4.2.21
P20035.txt,2.4.2.22
P51900.txt,2.4.2.22
A3MYX7.txt,2.4.2.22
A4SJF2.txt,2.4.2.22
B6EIE9.txt,2.4.2.22
A6X0U5.txt,2.4.2.22
B0CGJ6.txt,2.4.2.22
Q8K9R8.txt,2.4.2.22
Q3J3Y6.txt,2.4.2.22
Q1QVR0.txt,2.4.2.22
Q6AQG4.txt,2.4.2.22
A7ZHZ7.txt,2.4.2.22
B7L3Z0.txt,2.4.2.22
B7NK87.txt,2.4.2.22
C4ZT95.txt,2.4.2.22
A1A7U9.txt,2.4.2.22
B1J0Z6.txt,2.4.2.22
C5B9M4.txt,2.4.2.22
B7LNG2.txt,2.4.2.22
P43859.txt,2.4.2.22
Q5QW45.txt,2.4.2.22
A6T532.txt,2.4.2.22
Q3SQJ9.txt,2.4.2.22
Q6D1I0.txt,2.4.2.22
Q6LTX6.txt,2.4.2.22
Q1MHW9.txt,2.4.2.22
Q2IV51.txt,2.4.2.22
Q138L1.txt,2.4.2.22
Q1GHI7.txt,2.4.2.22
Q57ST7.txt,2.4.2.22
B5R5R4.txt,2.4.2.22
Q5PF80.txt,2.4.2.22
B5BDQ2.txt,2.4.2.22
P0A277.txt,2.4.2.22
Q325P8.txt,2.4.2.22
Q2NVF2.txt,2.4.2.22
A7MWU9.txt,2.4.2.22
Q87RV3.txt,2.4.2.22
A1JNY0.txt,2.4.2.22
B2K658.txt,2.4.2.22
Q1CLD0.txt,2.4.2.22
B1JIH6.txt,2.4.2.22
A7GA73.txt,2.4.2.22
Q0SW58.txt,2.4.2.22
A7GCI1.txt,2.4.2.22
Q0STE8.txt,2.4.2.22
B7I9E1.txt,2.4.2.22
C4ZA66.txt,2.4.2.22
A6TTD6.txt,2.4.2.22
C3L8M1.txt,2.4.2.22
B7JHT4.txt,2.4.2.22
C1ENK3.txt,2.4.2.22
A7GNB6.txt,2.4.2.22
Q63DG7.txt,2.4.2.22
Q6HKZ0.txt,2.4.2.22
A8FEE7.txt,2.4.2.22
A7Z5W2.txt,2.4.2.22
B3DSF5.txt,2.4.2.22
C0ZJ16.txt,2.4.2.22
Q97KP4.txt,2.4.2.22
B2TL11.txt,2.4.2.22
Q891I6.txt,2.4.2.22
Q9RTY2.txt,2.4.2.22
B1YHS1.txt,2.4.2.22
A4IN63.txt,2.4.2.22
B3WDB0.txt,2.4.2.22
Q046I4.txt,2.4.2.22
Q9CGF0.txt,2.4.2.22
Q03A64.txt,2.4.2.22
C1DBA1.txt,2.4.2.22
Q03Q10.txt,2.4.2.22
A5VLG9.txt,2.4.2.22
C1KWI4.txt,2.4.2.22
A0AJZ0.txt,2.4.2.22
Q8CUP6.txt,2.4.2.22
Q03EG0.txt,2.4.2.22
B7V5I9.txt,2.4.2.22
Q1I2W1.txt,2.4.2.22
A4XNV9.txt,2.4.2.22
B0KQ69.txt,2.4.2.22
Q500M2.txt,2.4.2.22
A7WY89.txt,2.4.2.22
Q2G0Y9.txt,2.4.2.22
Q5HIQ9.txt,2.4.2.22
Q7A7I5.txt,2.4.2.22
A8Z0Q8.txt,2.4.2.22
Q5HRX4.txt,2.4.2.22
Q49UU6.txt,2.4.2.22
Q8DZL5.txt,2.4.2.22
Q9ZEE3.txt,2.4.2.22
P0DH48.txt,2.4.2.22
C1C9B2.txt,2.4.2.22
A2REI4.txt,2.4.2.22
Q48TL5.txt,2.4.2.22
B2ISU6.txt,2.4.2.22
C0MF03.txt,2.4.2.22
B9DS40.txt,2.4.2.22
Q8IV20.txt,2.4.2.28
E3K7C1.txt,2.4.2.28
C0NRX4.txt,2.4.2.28
Q4WMU1.txt,2.4.2.28
A8XGS6.txt,2.4.2.28
C4YQD9.txt,2.4.2.28
A9WAL0.txt,2.4.2.28
Q5KPU2.txt,2.4.2.28
Q291H4.txt,2.4.2.28
Q74E52.txt,2.4.2.28
A2BIU4.txt,2.4.2.28
Q8CXR2.txt,2.4.2.28
A0QR54.txt,2.4.2.28
Q7RZA5.txt,2.4.2.28
Q8U4Q8.txt,2.4.2.28
Q97W94.txt,2.4.2.28
P0DJF8.txt,2.4.2.28
Q5JEQ6.txt,2.4.2.28
Q6CES3.txt,2.4.2.28
O66554.txt,2.4.2.28
O51423.txt,2.4.2.28
P94338.txt,2.4.2.28
P84138.txt,2.4.2.28
Q9CCE3.txt,2.4.2.28
P33663.txt,2.4.2.28
A0A384.txt,2.4.2.28
Q7A617.txt,2.4.2.28
Q9ZHA4.txt,2.4.2.28
Q8CSX5.txt,2.4.2.28
P45497.txt,2.4.2.28
Q1EIR0.txt,2.4.2.28
A3DE13.txt,2.4.2.29
B7GWL4.txt,2.4.2.29
B0VRA8.txt,2.4.2.29
B9MGI1.txt,2.4.2.29
A1WCK2.txt,2.4.2.29
B0BP03.txt,2.4.2.29
A4SP26.txt,2.4.2.29
Q5E3D2.txt,2.4.2.29
Q5WHR2.txt,2.4.2.29
O67331.txt,2.4.2.29
A1K3W9.txt,2.4.2.29
C3L6U6.txt,2.4.2.29
B7JQ03.txt,2.4.2.29
C1ESW1.txt,2.4.2.29
Q634C7.txt,2.4.2.29
A9VIP3.txt,2.4.2.29
A7Z766.txt,2.4.2.29
Q493H3.txt,2.4.2.29
B5RN03.txt,2.4.2.29
B5RQE7.txt,2.4.2.29
Q8YHB2.txt,2.4.2.29
P57233.txt,2.4.2.29
Q8RAM9.txt,2.4.2.29
A0RPL5.txt,2.4.2.29
A7H331.txt,2.4.2.29
Q5HUF2.txt,2.4.2.29
A3PJT9.txt,2.4.2.29
Q822U8.txt,2.4.2.29
Q9Z8W5.txt,2.4.2.29
B0BBH3.txt,2.4.2.29
A7FY17.txt,2.4.2.29
B1L0B0.txt,2.4.2.29
Q0TP15.txt,2.4.2.29
Q892A0.txt,2.4.2.29
Q46XG4.txt,2.4.2.29
Q47AX3.txt,2.4.2.29
Q3ZWC1.txt,2.4.2.29
C0QKY2.txt,2.4.2.29
A8ZRX7.txt,2.4.2.29
A1VFP3.txt,2.4.2.29
B8E2N5.txt,2.4.2.29
B7UJM9.txt,2.4.2.29
P0A849.txt,2.4.2.29
B7MPG7.txt,2.4.2.29
B1XEZ4.txt,2.4.2.29
Q0TKN5.txt,2.4.2.29
P0A847.txt,2.4.2.29
B1LJF4.txt,2.4.2.29
A4W779.txt,2.4.2.29
B7LMI1.txt,2.4.2.29
A7NBL6.txt,2.4.2.29
A0Q6X1.txt,2.4.2.29
A4IYF8.txt,2.4.2.29
A4IRA9.txt,2.4.2.29
A9HBJ2.txt,2.4.2.29
Q4QNU3.txt,2.4.2.29
C4K8M3.txt,2.4.2.29
B6JKL0.txt,2.4.2.29
Q9ZMF4.txt,2.4.2.29
A9AW42.txt,2.4.2.29
Q5QVL2.txt,2.4.2.29
B5Y0Y6.txt,2.4.2.29
C4Z563.txt,2.4.2.29
Q032U4.txt,2.4.2.29
C1DDA7.txt,2.4.2.29
B0SKS9.txt,2.4.2.29
Q8CXS3.txt,2.4.2.29
Q71ZE0.txt,2.4.2.29
A0AIX9.txt,2.4.2.29
Q65S94.txt,2.4.2.29
B3DYE4.txt,2.4.2.29
B2A5K8.txt,2.4.2.29
B4RJY2.txt,2.4.2.29
Q9K096.txt,2.4.2.29
Q82VF0.txt,2.4.2.29
Q8YVT9.txt,2.4.2.29
Q30XF7.txt,2.4.2.29
P57831.txt,2.4.2.29
Q03ER2.txt,2.4.2.29
Q6LU69.txt,2.4.2.29
A3PAZ2.txt,2.4.2.29
A9BDP3.txt,2.4.2.29
Q7VDR5.txt,2.4.2.29
Q7TUG0.txt,2.4.2.29
B7UVU4.txt,2.4.2.29
Q88PL7.txt,2.4.2.29
Q4FRI6.txt,2.4.2.29
A5WGS6.txt,2.4.2.29
Q98M57.txt,2.4.2.29
C3PLJ4.txt,2.4.2.29
Q1RH25.txt,2.4.2.29
Q4UN16.txt,2.4.2.29
Q68W26.txt,2.4.2.29
Q1GIL3.txt,2.4.2.29
B5EWT9.txt,2.4.2.29
B5FKR0.txt,2.4.2.29
B4T8P5.txt,2.4.2.29
A9MX29.txt,2.4.2.29
B4TZI0.txt,2.4.2.29
A8GAM5.txt,2.4.2.29
A3D6B1.txt,2.4.2.29
Q12PD9.txt,2.4.2.29
A4Y8C2.txt,2.4.2.29
A8FXC6.txt,2.4.2.29
A1RI67.txt,2.4.2.29
Q32JG0.txt,2.4.2.29
Q3Z503.txt,2.4.2.29
Q029K6.txt,2.4.2.29
A7X354.txt,2.4.2.29
Q2FXT6.txt,2.4.2.29
Q5HFC4.txt,2.4.2.29
P66905.txt,2.4.2.29
A8Z2G7.txt,2.4.2.29
Q5HNR2.txt,2.4.2.29
Q3K2Y7.txt,2.4.2.29
C0MAH5.txt,2.4.2.29
B2FN00.txt,2.4.2.29
Q04IB3.txt,2.4.2.29
Q5XE18.txt,2.4.2.29
Q1JDS0.txt,2.4.2.29
Q1J8P1.txt,2.4.2.29
B8ZPB8.txt,2.4.2.29
P0DF87.txt,2.4.2.29
P66908.txt,2.4.2.29
A3CK60.txt,2.4.2.29
Q5M2K9.txt,2.4.2.29
C1CGY8.txt,2.4.2.29
Q30S46.txt,2.4.2.29
Q8GAA6.txt,2.4.2.29
Q3B088.txt,2.4.2.29
B7IDU1.txt,2.4.2.29
B9K8N7.txt,2.4.2.29
B0K0M1.txt,2.4.2.29
Q5SLI7.txt,2.4.2.29
Q3SH61.txt,2.4.2.29
Q73QK5.txt,2.4.2.29
B7VJR8.txt,2.4.2.29
Q9KTY9.txt,2.4.2.29
Q8DEY0.txt,2.4.2.29
B0RRR1.txt,2.4.2.29
B2SIN8.txt,2.4.2.29
Q9PGS5.txt,2.4.2.29
A1JNT0.txt,2.4.2.29
B2K6S6.txt,2.4.2.29
Q1CLA2.txt,2.4.2.29
B1JIE9.txt,2.4.2.29
A2PU44.txt,2.4.2.31
Q9I788.txt,2.4.2.31
P17982.txt,2.4.2.31
Q13508.txt,2.4.2.31
Q9CRA0.txt,2.4.2.31
Q96L15.txt,2.4.2.31
Q92080.txt,2.4.2.31
Q7N8B1.txt,2.4.2.31
P17450.txt,2.4.2.31
D0ZHS9.txt,2.4.2.31
A8GG78.txt,2.4.2.31
A3UNN4.txt,2.4.2.31
B4EUL1.txt,2.4.2.43
Q2NWA9.txt,2.4.2.43
Q3KCB9.txt,2.4.2.43
A4SQX1.txt,2.4.2.43
B7MG24.txt,2.4.2.43
B5YXQ0.txt,2.4.2.43
B7M5T9.txt,2.4.2.43
A1ADA9.txt,2.4.2.43
B1IXT0.txt,2.4.2.43
B6I7K0.txt,2.4.2.43
C5BDQ8.txt,2.4.2.43
B7LM74.txt,2.4.2.43
Q6D2F3.txt,2.4.2.43
Q48HY9.txt,2.4.2.43
Q02R27.txt,2.4.2.43
B5EZI0.txt,2.4.2.43
B5FNU1.txt,2.4.2.43
A9N5B0.txt,2.4.2.43
B4TPI4.txt,2.4.2.43
A8GDR9.txt,2.4.2.43
Q31YK0.txt,2.4.2.43
Q83KB6.txt,2.4.2.43
A1JPM4.txt,2.4.2.43
B2K5L1.txt,2.4.2.43
Q1CIH9.txt,2.4.2.43
B1JJ32.txt,2.4.2.43
Q9YAC2.txt,2.4.2.48
Q9HNT1.txt,2.4.2.48
Q2FUA5.txt,2.4.2.48
A4FYL8.txt,2.4.2.48
Q8PXW5.txt,2.4.2.48
Q2NGY4.txt,2.4.2.48
Q74N90.txt,2.4.2.48
Q9UZN0.txt,2.4.2.48
O58843.txt,2.4.2.48
Q975U5.txt,2.4.2.48
B6YUR8.txt,2.4.2.48
Q57TJ8.txt,2.4.2.52
Q8ZRX9.txt,2.4.2.52
Q8Z8J2.txt,2.4.2.52
A7ZIZ9.txt,2.4.2.52
B7L8J6.txt,2.4.2.52
B7MRQ1.txt,2.4.2.52
A7ZXP0.txt,2.4.2.52
Q8FK04.txt,2.4.2.52
B7N9L9.txt,2.4.2.52
Q1REU9.txt,2.4.2.52
P45414.txt,2.4.2.52
C6DF89.txt,2.4.2.52
A9MKG0.txt,2.4.2.52
Q0T703.txt,2.4.2.52
C0M6C1.txt,2.4.2.52
P58159.txt,2.4.2.52
Q8P102.txt,2.4.2.52
A2REF2.txt,2.4.2.52
C3LT54.txt,2.4.2.52
Q9RLT3.txt,2.4.2.52
P71422.txt,2.4.2.52
A6UY04.txt,2.4.2.52
Q9I6S9.txt,2.4.2.52
Q9Z452.txt,2.4.2.52
A4VRZ0.txt,2.4.2.52
A0KGY7.txt,2.4.2.53
B7UFR6.txt,2.4.2.53
Q8XDZ5.txt,2.4.2.53
B7MXT5.txt,2.4.2.53
B1X8W7.txt,2.4.2.53
Q0TFI8.txt,2.4.2.53
P77757.txt,2.4.2.53
B1LLK8.txt,2.4.2.53
A4WAM4.txt,2.4.2.53
B5XTK8.txt,2.4.2.53
C6DAW6.txt,2.4.2.53
Q48HZ2.txt,2.4.2.53
Q02R24.txt,2.4.2.53
C3KAD3.txt,2.4.2.53
B5R271.txt,2.4.2.53
B4SYX0.txt,2.4.2.53
C0Q070.txt,2.4.2.53
Q8Z541.txt,2.4.2.53
A8FRR3.txt,2.4.2.53
Q0T2M9.txt,2.4.2.53
Q2NRV6.txt,2.4.2.53
Q1C741.txt,2.4.2.53
A9R094.txt,2.4.2.53
Q93PD9.txt,2.4.2.53
O28928.txt,2.4.2.57
A6UUN0.txt,2.4.2.57
Q2FTS5.txt,2.4.2.57
A4FZL0.txt,2.4.2.57
Q8Q0P9.txt,2.4.2.57
A0B6C9.txt,2.4.2.57
Q9V163.txt,2.4.2.57
C5A1L9.txt,2.4.2.57
A1RWC3.txt,2.4.2.57
O29556.txt,2.4.2.59
A6UV59.txt,2.4.2.59
A4FWG7.txt,2.4.2.59
Q8Q0B5.txt,2.4.2.59
A4YIV7.txt,2.4.2.59
A6UPZ7.txt,2.4.2.59
A4WKY7.txt,2.4.2.59
O59082.txt,2.4.2.59
Q97ZY5.txt,2.4.2.59
C3N6N6.txt,2.4.2.59
C3MWW9.txt,2.4.2.59
Q975R0.txt,2.4.2.59
Q41738.txt,2.4.2.60
F6H9A9.txt,2.4.2.60
C5X2M4.txt,2.4.2.60
Q38709.txt,2.4.2.60
Q4WMX7.txt,2.4.2.60
C4YNP4.txt,2.4.2.60
A8NSD1.txt,2.4.2.60
P23618.txt,2.4.2.60
Q3V7Z9.txt,2.4.2.60
Q1K6I4.txt,2.4.2.60
E3JV98.txt,2.4.2.60
Q9UVF8.txt,2.4.2.60
P32318.txt,2.4.2.60
B0C0B9.txt,2.4.99.17
B7GWL7.txt,2.4.99.17
B0VRB1.txt,2.4.99.17
C1F7K8.txt,2.4.99.17
A3N0C7.txt,2.4.99.17
A0KJ19.txt,2.4.99.17
Q8UES7.txt,2.4.99.17
Q0VSA0.txt,2.4.99.17
B5F9Y4.txt,2.4.99.17
Q0A9C4.txt,2.4.99.17
B4RVF4.txt,2.4.99.17
Q2IKY3.txt,2.4.99.17
O67043.txt,2.4.99.17
B6YR69.txt,2.4.99.17
B7JQ04.txt,2.4.99.17
C1ESW2.txt,2.4.99.17
A7GTA0.txt,2.4.99.17
Q634C6.txt,2.4.99.17
A8FFR0.txt,2.4.99.17
Q1LSP1.txt,2.4.99.17
Q0SPE3.txt,2.4.99.17
Q662Z1.txt,2.4.99.17
Q89L59.txt,2.4.99.17
C0ZAN8.txt,2.4.99.17
A6X0Y9.txt,2.4.99.17
C0RJ65.txt,2.4.99.17
B0CGP2.txt,2.4.99.17
P57232.txt,2.4.99.17
B1YTH0.txt,2.4.99.17
A0K4P9.txt,2.4.99.17
Q39JF4.txt,2.4.99.17
Q62H77.txt,2.4.99.17
Q3JNW2.txt,2.4.99.17
A4JBP3.txt,2.4.99.17
A0RPZ6.txt,2.4.99.17
A1VYT7.txt,2.4.99.17
B0T8H5.txt,2.4.99.17
A3PK61.txt,2.4.99.17
B9KT07.txt,2.4.99.17
B3EGG9.txt,2.4.99.17
A1BEM6.txt,2.4.99.17
Q8KEY7.txt,2.4.99.17
B5EFX9.txt,2.4.99.17
A7FY18.txt,2.4.99.17
B2V339.txt,2.4.99.17
C1FKG0.txt,2.4.99.17
B1L0B1.txt,2.4.99.17
A5N205.txt,2.4.99.17
Q0SRN4.txt,2.4.99.17
B6J7L9.txt,2.4.99.17
A9NDS1.txt,2.4.99.17
B3R6J3.txt,2.4.99.17
Q3Z8C1.txt,2.4.99.17
Q9RU19.txt,2.4.99.17
Q6AJA8.txt,2.4.99.17
A1V9F1.txt,2.4.99.17
A7ZIF7.txt,2.4.99.17
B7L638.txt,2.4.99.17
B7NJ97.txt,2.4.99.17
C4ZTG2.txt,2.4.99.17
A1A875.txt,2.4.99.17
B1J044.txt,2.4.99.17
B6HZK5.txt,2.4.99.17
C5BCF6.txt,2.4.99.17
B2VHQ4.txt,2.4.99.17
B1YJR0.txt,2.4.99.17
A7NB92.txt,2.4.99.17
A0Q7A0.txt,2.4.99.17
A4IXG2.txt,2.4.99.17
Q5KWR3.txt,2.4.99.17
C5D5E6.txt,2.4.99.17
B8F4R5.txt,2.4.99.17
Q5FR06.txt,2.4.99.17
A5UAP2.txt,2.4.99.17
Q0I4R7.txt,2.4.99.17
C4K8M4.txt,2.4.99.17
B0TF76.txt,2.4.99.17
Q1CUC0.txt,2.4.99.17
O25702.txt,2.4.99.17
Q31FZ4.txt,2.4.99.17
Q5QVL1.txt,2.4.99.17
B5Y0Y7.txt,2.4.99.17
A2RJR5.txt,2.4.99.17
Q38YQ8.txt,2.4.99.17
Q5ZU04.txt,2.4.99.17
Q92BI3.txt,2.4.99.17
B8DHL7.txt,2.4.99.17
B1HVA2.txt,2.4.99.17
Q65S95.txt,2.4.99.17
A1TZN6.txt,2.4.99.17
A9VX03.txt,2.4.99.17
B0U9V5.txt,2.4.99.17
B2A5L1.txt,2.4.99.17
Q9JW05.txt,2.4.99.17
Q82VF1.txt,2.4.99.17
A6Q446.txt,2.4.99.17
Q2G636.txt,2.4.99.17
A6LEL6.txt,2.4.99.17
B2JGG8.txt,2.4.99.17
P57832.txt,2.4.99.17
Q03ER1.txt,2.4.99.17
A5D3G5.txt,2.4.99.17
Q6LU70.txt,2.4.99.17
B1XRV8.txt,2.4.99.17
A8G3B7.txt,2.4.99.17
A2BV65.txt,2.4.99.17
B4EU12.txt,2.4.99.17
A2BPN3.txt,2.4.99.17
Q02RX8.txt,2.4.99.17
Q4K6S8.txt,2.4.99.17
A5VYR4.txt,2.4.99.17
Q88PL8.txt,2.4.99.17
Q1QAG2.txt,2.4.99.17
Q8XVW5.txt,2.4.99.17
Q1MGM3.txt,2.4.99.17
Q92PY5.txt,2.4.99.17
Q6N6L0.txt,2.4.99.17
Q2RXQ9.txt,2.4.99.17
A8GVG9.txt,2.4.99.17
Q92IY7.txt,2.4.99.17
C4K0Y4.txt,2.4.99.17
Q68XF6.txt,2.4.99.17
Q5LRA3.txt,2.4.99.17
B5EWT8.txt,2.4.99.17
B5FKQ9.txt,2.4.99.17
B4T8P4.txt,2.4.99.17
A9MX31.txt,2.4.99.17
B4TZH8.txt,2.4.99.17
A8GAM4.txt,2.4.99.17
A3D6B2.txt,2.4.99.17
Q12PE0.txt,2.4.99.17
A3QFF6.txt,2.4.99.17
Q0HKF8.txt,2.4.99.17
B1KNG3.txt,2.4.99.17
Q32JF9.txt,2.4.99.17
Q3Z504.txt,2.4.99.17
Q01SU0.txt,2.4.99.17
A7X356.txt,2.4.99.17
Q2FXT5.txt,2.4.99.17
Q5HFC3.txt,2.4.99.17
P65951.txt,2.4.99.17
A8Z2G8.txt,2.4.99.17
Q8CS92.txt,2.4.99.17
Q3K1Q9.txt,2.4.99.17
A8AYK5.txt,2.4.99.17
Q99Z49.txt,2.4.99.17
Q1JB00.txt,2.4.99.17
Q1J5Y6.txt,2.4.99.17
Q48SR6.txt,2.4.99.17
B5XM46.txt,2.4.99.17
Q5M0W1.txt,2.4.99.17
Q30PZ7.txt,2.4.99.17
Q2LVG6.txt,2.4.99.17
Q0AX18.txt,2.4.99.17
A6LJ38.txt,2.4.99.17
B0K958.txt,2.4.99.17
Q72JS5.txt,2.4.99.17
B5YKE5.txt,2.4.99.17
C4L7L4.txt,2.4.99.17
Q3M3N7.txt,2.4.99.17
A5F3H1.txt,2.4.99.17
C3LSZ2.txt,2.4.99.17
Q7MNH2.txt,2.4.99.17
Q4UVX3.txt,2.4.99.17
Q5GZY2.txt,2.4.99.17
Q9PDR5.txt,2.4.99.17
A1JNT4.txt,2.4.99.17
Q8ZC32.txt,2.4.99.17
B1JIF0.txt,2.4.99.17
Q672V6.txt,2.5.1.1
P9WEX3.txt,2.5.1.1
P9WEX9.txt,2.5.1.1
O14230.txt,2.5.1.1
Q09152.txt,2.5.1.1
O24241.txt,2.5.1.1
P49352.txt,2.5.1.1
Q8WMY2.txt,2.5.1.1
O64905.txt,2.5.1.1
P49353.txt,2.5.1.1
P05369.txt,2.5.1.1
S0E627.txt,2.5.1.1
O04046.txt,2.5.1.1
O22043.txt,2.5.1.1
Q9LUE1.txt,2.5.1.1
Q9LHR4.txt,2.5.1.1
P80042.txt,2.5.1.1
O95749.txt,2.5.1.1
Q43133.txt,2.5.1.1
F9WWF1.txt,2.5.1.1
Q6F5E6.txt,2.5.1.1
F9WZD2.txt,2.5.1.1
Q56RZ3.txt,2.5.1.1
Q9C446.txt,2.5.1.1
Q54XP1.txt,2.5.1.1
P40386.txt,2.5.1.3
Q9WZP7.txt,2.5.1.3
Q8DQK4.txt,2.5.1.3
P66921.txt,2.5.1.3
Q8NQH1.txt,2.5.1.3
B7JBI2.txt,2.5.1.3
A6VPG9.txt,2.5.1.3
Q5WH87.txt,2.5.1.3
A8MK92.txt,2.5.1.3
O28205.txt,2.5.1.3
A8IGE6.txt,2.5.1.3
C3PBW1.txt,2.5.1.3
Q81Z95.txt,2.5.1.3
C1EVE6.txt,2.5.1.3
A7GKR4.txt,2.5.1.3
Q63GK3.txt,2.5.1.3
Q6HP17.txt,2.5.1.3
A8FIR6.txt,2.5.1.3
A7ZA58.txt,2.5.1.3
Q7W3U2.txt,2.5.1.3
A8M9N4.txt,2.5.1.3
A8FMD4.txt,2.5.1.3
Q5HU23.txt,2.5.1.3
Q5L6R5.txt,2.5.1.3
Q3B4B1.txt,2.5.1.3
A4SEP8.txt,2.5.1.3
A8AKT0.txt,2.5.1.3
C3L061.txt,2.5.1.3
B2TQ13.txt,2.5.1.3
B1IEG6.txt,2.5.1.3
Q186F8.txt,2.5.1.3
Q8XKQ8.txt,2.5.1.3
B5Y6I1.txt,2.5.1.3
A7MJ80.txt,2.5.1.3
Q9RYX9.txt,2.5.1.3
B5YA97.txt,2.5.1.3
Q8X6Y0.txt,2.5.1.3
A1AIG4.txt,2.5.1.3
B1IUQ4.txt,2.5.1.3
Q1R5V9.txt,2.5.1.3
Q2NB00.txt,2.5.1.3
Q8RI59.txt,2.5.1.3
A4IN28.txt,2.5.1.3
A5UA71.txt,2.5.1.3
Q18GX9.txt,2.5.1.3
B2USY5.txt,2.5.1.3
B4U6B2.txt,2.5.1.3
A6W6A2.txt,2.5.1.3
B3W783.txt,2.5.1.3
Q02YS6.txt,2.5.1.3
C1DCM3.txt,2.5.1.3
B0SE83.txt,2.5.1.3
Q03NS1.txt,2.5.1.3
B2G7Q4.txt,2.5.1.3
Q723Y9.txt,2.5.1.3
A1TYG6.txt,2.5.1.3
A7IA09.txt,2.5.1.3
Q1GXW1.txt,2.5.1.3
A9AAG9.txt,2.5.1.3
A3CS45.txt,2.5.1.3
A6UPE6.txt,2.5.1.3
P66917.txt,2.5.1.3
B8ZU95.txt,2.5.1.3
P61412.txt,2.5.1.3
A1UAB4.txt,2.5.1.3
P9WG74.txt,2.5.1.3
A1T2Z5.txt,2.5.1.3
Q0AFV0.txt,2.5.1.3
Q3JDH3.txt,2.5.1.3
Q8YX72.txt,2.5.1.3
P57930.txt,2.5.1.3
A5D4K4.txt,2.5.1.3
Q7N964.txt,2.5.1.3
A2CB21.txt,2.5.1.3
Q7V8I3.txt,2.5.1.3
Q48DP2.txt,2.5.1.3
Q02SE4.txt,2.5.1.3
Q4K5I7.txt,2.5.1.3
A5W9G9.txt,2.5.1.3
Q88DP1.txt,2.5.1.3
Q4ZNA1.txt,2.5.1.3
Q9UZQ5.txt,2.5.1.3
O34294.txt,2.5.1.3
Q21VL5.txt,2.5.1.3
B8I3J4.txt,2.5.1.3
B5F1H6.txt,2.5.1.3
Q57H62.txt,2.5.1.3
B5RFJ1.txt,2.5.1.3
Q5PKA7.txt,2.5.1.3
Q2S2A8.txt,2.5.1.3
A4XBL2.txt,2.5.1.3
B2TWI0.txt,2.5.1.3
C4XIJ2.txt,2.5.1.3
Q2YUL2.txt,2.5.1.3
P66918.txt,2.5.1.3
Q6G7L9.txt,2.5.1.3
Q5HMD0.txt,2.5.1.3
Q49Z39.txt,2.5.1.3
Q8E092.txt,2.5.1.3
A4W0K4.txt,2.5.1.3
Q3AL68.txt,2.5.1.3
Q9HIQ4.txt,2.5.1.3
Q5SKG9.txt,2.5.1.3
Q3SFU7.txt,2.5.1.3
Q87JW8.txt,2.5.1.3
Q4UYA4.txt,2.5.1.3
Q9PGC4.txt,2.5.1.3
Q1C1U8.txt,2.5.1.3
A4TS25.txt,2.5.1.3
Q2QWK9.txt,2.5.1.3
P50301.txt,2.5.1.6
Q4H1G4.txt,2.5.1.6
O17680.txt,2.5.1.6
Q9AT56.txt,2.5.1.6
Q00266.txt,2.5.1.6
