,point_cloud,EC
11983,B2FKU9.txt,2.7.7.42
11984,C5D665.txt,2.1.3.15
11985,Q0AUD1.txt,7.1.2.2
11986,A2BJU2.txt,2.5.1.23
11987,Q133H9.txt,2.7.7.38
11988,B2USY3.txt,2.7.1.50
11989,O60078.txt,1.3.1.13
11990,Q8X7A5.txt,3.6.1.26
11991,Q8X987.txt,5.4.99.1
11992,A0L901.txt,3.1.21.2
11993,B5EZQ0.txt,2.1.3.15
11994,A9TIK2.txt,6.3.4.4
11995,D2CSU5.txt,5.4.99.5
11996,Q21MF7.txt,2.7.1.24
11997,B9MQM8.txt,6.1.1.11
11998,B7LGZ5.txt,2.3.1.15
11999,A1K9B9.txt,5.4.2.11
12000,A9ACK7.txt,2.7.4.1
12001,Q567W6.txt,2.5.1.108
12002,Q99956.txt,3.1.3.16
12003,P0DF89.txt,1.5.1.5
12004,Q9SAY3.txt,3.2.1.14
12005,A4QB97.txt,4.2.1.41
12006,B4U576.txt,3.5.1.88
12007,Q46LV5.txt,2.7.1.39
12008,Q93092.txt,2.2.1.2
12009,A0RI43.txt,3.1.3.87
12010,A4SWU6.txt,2.3.2.29
12011,B5FEQ2.txt,2.1.1.191
12012,Q187M6.txt,4.3.1.7
12013,A9M2D1.txt,2.1.1.228
12014,Q81WD1.txt,1.3.1.98
12015,Q6PR32.txt,2.6.1.76
12016,P22278.txt,3.6.5.2
12017,P00785.txt,3.4.22.14
12018,B8MZ41.txt,3.2.1.20
12019,Q9JMK2.txt,2.7.11.1
12020,Q5M4U2.txt,6.3.4.3
12021,F4KFV7.txt,3.6.4.13
12022,Q1B9F9.txt,6.3.5.5
12023,Q31TK0.txt,6.1.1.9
12024,B5F2L0.txt,5.6.1.7
12025,Q0KF39.txt,2.5.1.6
12026,Q3J5E0.txt,3.1.11.6
12027,P08004.txt,2.4.1.16
12028,Q0RDT1.txt,2.7.7.8
12029,B6JMH5.txt,2.5.1.145
12030,Q6SJV8.txt,1.14.13.81
12031,Q3AU60.txt,5.4.2.11
12032,B3E3Y4.txt,6.3.2.9
12033,P55782.txt,7.1.1.2
12034,B2S6D5.txt,2.1.1.195
12035,P21954.txt,1.1.1.42
12036,Q5HNH6.txt,6.1.1.1
12037,C3LP59.txt,2.1.1.61
12038,A5E8K1.txt,5.4.2.11
12039,A8EZC6.txt,2.4.1.182
12040,B3EDD6.txt,2.7.4.9
12041,P0C5D0.txt,1.11.1.24
12042,A0Q2N5.txt,2.1.3.2
12043,B7N852.txt,2.1.3.15
12044,C4ZXV3.txt,4.1.99.22
12045,Q9LCJ1.txt,7.2.1.1
12046,Q5QY23.txt,2.7.7.72
12047,P98074.txt,3.4.21.9
12048,P72740.txt,1.8.1.4
12049,Q0VMA6.txt,3.4.25.2
12050,Q0VC84.txt,2.4.1.122
12051,Q81JZ5.txt,7.1.2.2
12052,P80235.txt,2.3.1.7
12053,F7GSQ4.txt,2.1.1.228
12054,A9B6H3.txt,3.1.26.4
12055,Q05603.txt,2.4.2.21
12056,Q9CZX7.txt,3.1.3.78
12057,Q2IWW0.txt,6.1.1.15
12058,A7MXT4.txt,3.6.4.13
12059,Q47745.txt,2.7.13.3
12060,Q8EKG2.txt,4.1.3.40
12061,A8A906.txt,3.5.4.13
12062,Q83JB3.txt,4.99.1.4
12063,Q8U409.txt,6.1.1.9
12064,P63812.txt,2.7.1.33
12065,P35339.txt,3.2.1.67
12066,C5B9M4.txt,2.4.2.22
12067,Q56A06.txt,2.4.1.109
12068,A9A2E4.txt,1.1.1.86
12069,A2C172.txt,3.1.3.71
12070,Q0TLJ8.txt,2.1.2.11
12071,Q67J17.txt,3.1.3.16
12072,P0DA80.txt,3.1.1.96
12073,B8DW52.txt,6.1.1.11
12074,P51016.txt,4.1.3.39
12075,A1R559.txt,4.2.1.19
12076,Q9DE49.txt,2.7.10.1
12077,P65601.txt,2.1.3.3
12078,Q40406.txt,1.3.5.5
12079,Q2T751.txt,7.6.2.7
12080,B5DEI4.txt,2.3.2.23
12081,Q5R9E0.txt,3.5.1.15
12082,A4FZY1.txt,5.4.3.8
12083,Q6CKI1.txt,3.6.4.13
12084,Q7WUM8.txt,1.14.12.17
12085,Q2FZK3.txt,3.1.1.103
12086,Q2FT21.txt,2.1.1.206
12087,A5F3C5.txt,2.7.7.61
12088,Q4A947.txt,6.1.1.16
12089,A7GY40.txt,2.1.1.35
12090,B0CDH5.txt,2.6.1.83
12091,Q72JQ1.txt,6.3.2.9
12092,Q5LGW9.txt,3.2.1.49
12093,B1J5D7.txt,1.1.1.290
12094,B7HSW5.txt,6.5.1.2
12095,Q99UJ8.txt,2.7.7.8
12096,A4QEV7.txt,2.8.4.3
12097,A3NUL2.txt,5.4.99.25
12098,Q4JC00.txt,3.6.4.12
12099,A7ZZE6.txt,1.2.1.70
12100,Q7MAY1.txt,5.4.99.25
12101,Q6CB69.txt,3.6.4.13
12102,Q606D6.txt,4.2.1.9
12103,P31405.txt,7.1.2.2
12104,Q9WUT3.txt,2.7.11.1
12105,Q02YG5.txt,6.3.5.5
12106,P57156.txt,1.2.1.38
12107,P63741.txt,2.7.1.30
12108,Q8VZ40.txt,2.3.2.27
12109,P54243.txt,5.3.1.9
12110,Q3JY65.txt,3.1.1.61
12111,Q6NGT4.txt,1.11.1.28
12112,Q6AD15.txt,2.7.4.3
12113,Q8EEQ9.txt,6.1.1.11
12114,Q3JCA2.txt,6.1.1.11
12115,Q058C9.txt,6.5.1.2
12116,G0Y288.txt,1.3.1.97
12117,A8FEE7.txt,2.4.2.22
12118,P48054.txt,4.2.1.19
12119,A1VBB4.txt,6.1.1.3
12120,B7HNI1.txt,1.6.99.1
12121,Q08415.txt,4.4.1.13
12122,Q9PQ93.txt,3.1.26.4
12123,O67358.txt,5.2.1.8
12124,Q6Z8C8.txt,2.7.11.23
12125,A4J872.txt,3.5.4.2
12126,Q00456.txt,1.14.13.236
12127,Q9K8V3.txt,2.3.1.35
12128,Q1BHN9.txt,2.1.3.15
12129,A7FG37.txt,6.3.3.1
12130,B4SLH5.txt,2.7.7.6
12131,Q8UDN0.txt,1.3.1.98
12132,C1EMQ5.txt,4.3.2.10
12133,B4SYU8.txt,2.1.1.64
12134,Q9KA23.txt,5.6.2.1
12135,Q74D53.txt,1.1.1.37
12136,Q13283.txt,3.6.4.12
12137,B7MPK0.txt,7.2.2.6
12138,Q71ZR3.txt,1.97.1.4
12139,B2FPR4.txt,2.7.7.18
12140,A8G1A6.txt,2.7.2.8
12141,A0QWH0.txt,3.5.1.2
12142,B7KCT7.txt,6.1.1.19
12143,Q1CEK9.txt,5.4.2.10
12144,Q31U71.txt,5.3.1.1
12145,Q55451.txt,4.99.1.3
12146,Q46L57.txt,2.7.1.148
12147,B2S9A6.txt,5.3.1.24
12148,C9YHW1.txt,4.1.1.83
12149,Q28056.txt,1.14.11.16
12150,Q5LG28.txt,3.1.21.2
12151,B7NGD0.txt,4.1.1.85
12152,P22512.txt,1.2.1.12
12153,Q8CPQ4.txt,4.1.3.36
12154,Q93GG2.txt,2.8.1.6
12155,Q6BT27.txt,3.6.4.13
12156,A5IT91.txt,2.7.4.27
12157,C0PVS5.txt,1.3.5.2
12158,Q7N2I4.txt,3.1.3.89
12159,Q6MD00.txt,2.7.7.38
12160,Q2YLP7.txt,4.2.1.33
12161,A5G9J7.txt,5.3.1.23
12162,O08321.txt,2.6.1.11
12163,A8GKT5.txt,3.1.1.85
12164,Q9RRP6.txt,2.7.2.8
12165,P94571.txt,3.6.1.27
12166,B4II68.txt,6.3.4.4
12167,A2SJR1.txt,2.5.1.55
12168,P0DD90.txt,3.1.21.10
12169,P00557.txt,2.7.1.163
12170,Q84LG0.txt,4.2.3.61
12171,Q06SF0.txt,1.97.1.12
12172,Q9ZUX7.txt,2.5.1.75
12173,Q5PLM6.txt,5.3.1.5
12174,E5KIB9.txt,1.3.99.36
12175,P10097.txt,1.2.1.12
12176,P50856.txt,2.5.1.78
12177,Q3J7H2.txt,2.6.1.9
12178,B8EQH0.txt,1.2.1.41
12179,A4TBR2.txt,2.4.2.7
12180,P59287.txt,4.2.3.8
12181,Q87SK9.txt,2.7.7.72
12182,A9GI16.txt,2.2.1.2
12183,B2GLR9.txt,4.2.1.9
12184,A1SLV0.txt,2.7.7.3
12185,Q49VV2.txt,7.4.2.8
12186,Q21U09.txt,2.1.2.11
12187,Q0JA82.txt,4.2.3.19
12188,Q6M9L0.txt,6.1.1.3
12189,B7ND53.txt,2.3.1.234
12190,Q39547.txt,3.4.21.25
12191,C3NGX1.txt,4.1.1.50
12192,B4TBD7.txt,6.2.1.5
12193,O79549.txt,7.1.1.9
12194,P79106.txt,2.3.1.149
12195,Q8RJB2.txt,1.1.1.320
12196,A3NVX0.txt,6.1.1.21
12197,Q8Z3G0.txt,2.4.1.129
12198,Q92I31.txt,2.7.7.41
12199,P0A9M7.txt,2.4.2.22
12200,P0A745.txt,1.8.4.11
12201,A7I7S4.txt,6.1.1.7
12202,A6SVP5.txt,4.2.1.9
12203,C3LN57.txt,2.3.2.6
12204,Q6MNQ2.txt,6.1.1.1
12205,B2UPK2.txt,2.5.1.75
12206,Q7NS88.txt,1.17.7.3
12207,Q8DCC2.txt,3.5.1.2
12208,A5UE18.txt,2.9.1.1
12209,Q8ZC31.txt,3.1.4.14
12210,Q6G954.txt,1.1.1.44
12211,Q162U5.txt,5.6.1.7
12212,P0A087.txt,1.8.4.12
12213,B7HY67.txt,7.1.2.2
12214,B0KRE9.txt,4.2.2.n1
12215,P56187.txt,2.7.1.24
12216,B0CG96.txt,2.5.1.6
12217,Q9ZA33.txt,1.1.1.384
12218,B2JZ23.txt,4.2.1.59
12219,Q3SJT0.txt,1.7.1.17
12220,A4WRQ0.txt,3.5.4.19
12221,Q8G0S7.txt,5.3.1.6
12222,Q0W2X4.txt,2.7.1.39
12223,A9L2C8.txt,2.5.1.55
12224,C3N903.txt,2.7.8.26
12225,P0C0E0.txt,2.7.7.6
12226,C4ZTG2.txt,2.4.99.17
12227,Q7XA86.txt,2.3.1.225
12228,Q17Z99.txt,2.7.1.148
12229,P69304.txt,7.1.1.2
12230,A6SV54.txt,2.5.1.75
12231,O59933.txt,1.14.18.9
12232,Q06006.txt,1.7.2.1
12233,S5N020.txt,4.1.3.24
12234,B8DRQ3.txt,2.7.8.26
12235,Q9CKW2.txt,7.1.2.2
12236,Q81RE1.txt,6.3.4.3
12237,Q58495.txt,6.3.4.22
12238,Q3SKG8.txt,6.1.1.10
12239,Q92HE8.txt,6.1.1.1
12240,Q9A2N5.txt,2.8.1.6
12241,B6I5E3.txt,3.6.5.n1
12242,B1IQN5.txt,1.7.1.7
12243,Q1RC02.txt,1.7.1.17
12244,Q07W60.txt,5.1.3.20
12245,Q8NYM1.txt,2.7.1.199
12246,A8LAA2.txt,1.2.1.10
12247,A7HP03.txt,2.3.3.13
12248,Q8RPP4.txt,7.6.2.5
12249,A1S4D9.txt,2.7.7.60
12250,Q0T0J9.txt,2.3.1.234
12251,P75113.txt,2.1.1.182
12252,Q42891.txt,4.4.1.5
12253,P13440.txt,3.5.1.16
12254,P42411.txt,2.7.11.1
12255,Q58DM4.txt,1.14.11.33
12256,Q8U9W1.txt,3.1.2.6
12257,Q62JV9.txt,2.1.1.190
12258,B2K3M7.txt,3.4.23.36
12259,Q1CA68.txt,7.5.2.6
12260,Q9SJB3.txt,7.1.2.1
12261,B0U8Y5.txt,2.7.7.4
12262,Q5YSW2.txt,1.17.1.8
12263,A6WCB6.txt,2.7.7.6
12264,F2MTI3.txt,2.5.1.19
12265,Q1J200.txt,2.7.7.60
12266,Q55141.txt,2.2.1.6
12267,B5FNF9.txt,6.2.1.5
12268,A6ZTT5.txt,1.1.1.1
12269,Q87SA1.txt,2.5.1.145
12270,A8GWS1.txt,4.3.3.7
12271,B7MTY8.txt,3.1.1.29
12272,A5IQ81.txt,6.1.1.17
12273,P29496.txt,3.6.4.12
12274,B8HSI6.txt,1.17.7.1
12275,Q54DF9.txt,4.1.1.37
12276,B0URZ3.txt,5.1.1.3
12277,Q5XCL6.txt,5.3.1.6
12278,A6U2X8.txt,2.4.1.129
12279,A6TF98.txt,1.1.1.305
12280,Q6HL16.txt,2.1.2.11
12281,A7GTS8.txt,2.8.1.4
12282,Q9QYX2.txt,4.6.1.18
12283,A7Z2K2.txt,2.5.1.141
12284,B3CN84.txt,1.17.1.8
12285,C1DPH8.txt,1.17.7.4
12286,Q2HJD5.txt,4.1.1.94
12287,A5EXL4.txt,7.1.2.2
12288,Q6A814.txt,2.7.2.8
12289,Q18CD6.txt,6.1.1.17
12290,A5UKB2.txt,7.1.2.2
12291,B1HSN6.txt,1.4.4.2
12292,O80400.txt,2.3.1.74
12293,Q2JMP1.txt,4.2.1.126
12294,Q4QLM7.txt,3.1.26.4
12295,Q9KD33.txt,3.1.21.2
12296,C0LGQ4.txt,2.7.11.1
12297,P84820.txt,1.2.7.1
12298,Q3J6Q2.txt,5.3.1.16
12299,Q8SR56.txt,2.7.1.137
12300,A6UWT5.txt,4.99.1.11
12301,A5EVP7.txt,3.1.1.96
12302,C3LRW2.txt,1.1.1.94
12303,B7JK56.txt,2.3.1.157
12304,A7ZKJ3.txt,2.3.1.274
12305,B2IE42.txt,1.2.1.41
12306,C0RGD6.txt,6.3.4.5
12307,P67207.txt,2.3.1.20
12308,D7A6E5.txt,2.8.5.2
12309,Q3SVS4.txt,4.1.1.49
12310,C1DBY7.txt,6.1.1.11
12311,P64112.txt,2.3.1.180
12312,B4S0H4.txt,4.3.2.1
12313,A4WGF5.txt,7.1.2.2
12314,C3KXC0.txt,2.7.1.23
12315,B4TDQ5.txt,2.7.7.38
12316,Q92F62.txt,3.1.1.29
12317,P0A816.txt,3.1.21.10
12318,A0QAK7.txt,2.4.1.15
12319,A0JX57.txt,6.1.1.4
12320,A1DNG2.txt,3.6.4.13
12321,P32200.txt,2.3.1.129
12322,Q8DEV0.txt,5.4.99.23
12323,Q62M52.txt,2.1.1.228
12324,P54753.txt,2.7.10.1
12325,B7LE45.txt,1.3.5.2
12326,P31115.txt,5.4.99.45
12327,A0KU07.txt,4.1.2.4
12328,Q7UTQ8.txt,6.3.2.1
12329,B5RCP1.txt,6.1.1.17
12330,C5D8T2.txt,2.3.1.274
12331,A7FGK0.txt,2.3.1.16
12332,Q3YSS7.txt,2.7.1.33
12333,Q5R146.txt,2.8.1.10
12334,Q8EW81.txt,2.1.1.199
12335,B5E9Y2.txt,5.6.1.7
12336,P13016.txt,3.5.1.28
12337,A1AA21.txt,3.4.11.4
12338,Q9AHF0.txt,3.5.99.7
12339,Q9I1C2.txt,1.14.14.5
12340,P0AEZ8.txt,4.2.2.n1
12341,B2K913.txt,6.1.1.17
12342,A4WE30.txt,5.3.1.17
12343,A7FFX8.txt,3.4.11.23
12344,Q2S296.txt,5.3.1.16
12345,Q5ZRF3.txt,4.1.1.11
12346,Q46LM0.txt,4.2.3.4
12347,Q7SA44.txt,1.1.1.17
12348,O58035.txt,6.1.1.7
12349,Q2FHM2.txt,2.1.2.9
12350,B7NIE5.txt,3.1.26.4
12351,A6YIH8.txt,1.14.14.151
12352,B6J3R8.txt,2.1.1.14
12353,Q72JL7.txt,3.5.4.9
12354,P46011.txt,3.5.5.1
12355,Q0I1D2.txt,6.3.2.8
12356,Q9JV83.txt,2.1.1.163
12357,B8DBZ0.txt,1.1.1.94
12358,A7IJW3.txt,2.7.2.3
12359,Q60103.txt,2.2.1.1
12360,P38703.txt,2.3.1.297
12361,P9WPQ4.txt,6.3.3.3
12362,Q02YZ3.txt,2.1.1.74
12363,Q9HXY7.txt,4.2.1.59
12364,B0R6B9.txt,4.2.1.96
12365,Q2W3J9.txt,2.7.1.33
12366,A3MV50.txt,6.1.1.15
12367,P61711.txt,2.5.1.78
12368,Q6LNA5.txt,2.8.4.3
12369,Q4FPK5.txt,2.4.1.227
12370,Q9X231.txt,6.1.1.6
12371,A7I3V2.txt,2.7.1.39
12372,A8IFX1.txt,6.1.1.23
12373,C3LDI3.txt,2.7.2.3
12374,B9IY53.txt,3.1.21.2
12375,Q59268.txt,5.4.99.4
12376,Q2KXW3.txt,3.5.1.9
12377,P65747.txt,3.6.1.1
12378,B5FCY6.txt,4.2.1.9
12379,Q9YGA9.txt,4.2.1.20
12380,P11991.txt,7.1.1.2
12381,Q1IPW7.txt,3.6.1.27
12382,Q7U646.txt,2.4.1.18
12383,P94127.txt,1.7.2.4
12384,B8DQX7.txt,3.5.1.2
12385,A4YXQ6.txt,6.1.1.7
12386,B1XB55.txt,3.1.1.96
12387,J9R388.txt,5.5.1.12
12388,A9N7M0.txt,2.7.1.48
12389,Q84HB6.txt,1.14.15.31
12390,A3MLB7.txt,3.5.4.9
12391,D4GKM1.txt,3.1.26.3
12392,Q81MA9.txt,6.3.3.3
12393,A8W969.txt,3.2.1.81
12394,B9DTT7.txt,3.6.1.1
12395,Q94C74.txt,2.1.2.1
12396,A1JPC9.txt,2.1.1.45
12397,P08680.txt,2.3.1.37
12398,A1T235.txt,1.1.1.18
12399,B8IFN4.txt,3.1.1.29
12400,B7MYF7.txt,3.4.11.23
12401,Q2LRC1.txt,5.4.2.10
12402,A5W7G3.txt,2.1.1.64
12403,P60278.txt,2.7.7.6
12404,Q6CXV0.txt,3.1.4.37
12405,Q8Z8G5.txt,2.8.4.3
12406,Q47950.txt,1.4.1.3
12407,A8GHW9.txt,2.7.4.6
12408,Q5YW75.txt,1.14.11.55
12409,B2TX75.txt,2.3.1.15
12410,A6RPU0.txt,2.7.4.3
12411,Q8P1K1.txt,6.1.1.20
12412,Q4WHU1.txt,1.13.11.27
12413,Q83MS7.txt,2.1.1.148
12414,P37369.txt,1.15.1.1
12415,A0R8B7.txt,2.7.1.148
12416,P0DUN2.txt,3.1.1.4
12417,Q81JG3.txt,2.7.8.7
12418,Q5B0D6.txt,4.2.1.93
12419,B1IIL7.txt,2.1.1.192
12420,A6ZP42.txt,2.8.1.8
12421,B1LPB4.txt,2.1.1.228
12422,Q2SWZ2.txt,1.1.1.267
12423,B0U3S8.txt,2.7.4.25
12424,Q3K1M7.txt,2.5.1.6
12425,P07528.txt,3.2.1.8
12426,A4T067.txt,2.7.1.148
12427,Q3B594.txt,1.1.1.86
12428,Q7X5C9.txt,1.1.1.27
12429,Q5HFV9.txt,2.5.1.19
12430,Q4L5Q5.txt,6.3.5.5
12431,Q8YQE6.txt,4.3.2.1
12432,Q5P792.txt,4.2.1.19
12433,B7JAI2.txt,1.2.1.38
12434,C4XL87.txt,1.7.99.1
12435,Q133Y4.txt,6.5.1.2
12436,Q983H8.txt,4.2.1.49
12437,B8DBP8.txt,2.4.1.227
12438,Q0HKV8.txt,6.1.1.21
12439,B2HP98.txt,2.2.1.2
12440,Q4WUK5.txt,3.2.1.39
12441,A8G900.txt,2.1.1.166
12442,A0PU04.txt,1.2.1.41
12443,Q49700.txt,3.1.1.31
12444,Q0BPK3.txt,2.7.7.8
12445,A8GNH3.txt,1.1.1.94
12446,B7LUZ7.txt,3.1.26.3
12447,P58310.txt,1.97.1.12
12448,Q7V3E0.txt,2.3.1.180
12449,F7J5X9.txt,3.7.1.24
12450,B7ULY0.txt,4.6.1.17
12451,Q5PIQ0.txt,1.8.1.8
12452,Q5X0T2.txt,2.4.1.182
12453,Q3C1I4.txt,1.10.3.9
12454,Q91009.txt,2.7.10.1
12455,B1KTJ5.txt,2.7.2.3
12456,B1KZ37.txt,2.1.1.224
12457,C6E4S9.txt,5.4.99.12
12458,Q63W73.txt,2.5.1.61
12459,B6JM02.txt,2.7.7.77
12460,P67193.txt,2.7.4.27
12461,Q39980.txt,4.2.3.21
12462,Q0TMD6.txt,2.1.1.182
12463,Q7NDP0.txt,5.2.1.8
12464,Q215E3.txt,1.1.1.267
12465,Q9UTH3.txt,2.7.11.1
12466,A9KEY5.txt,1.1.1.290
12467,B1J3L3.txt,6.3.2.8
12468,A4G4R0.txt,2.3.1.117
12469,Q9KSQ3.txt,4.2.1.49
12470,A6U7N6.txt,2.3.2.29
12471,P55997.txt,3.1.26.5
12472,P16243.txt,1.1.1.40
12473,Q2RN46.txt,2.1.2.3
12474,Q73HL4.txt,1.3.1.98
12475,A1D3C5.txt,2.3.2.26
12476,Q48269.txt,2.7.8.8
12477,Q19238.txt,2.7.10.1
12478,P37113.txt,3.5.1.87
12479,Q01K12.txt,2.6.1.96
12480,O82392.txt,4.1.99.17
12481,Q9K4Z4.txt,2.1.3.3
12482,P00411.txt,7.1.1.9
12483,P49601.txt,4.2.1.33
12484,Q48NY1.txt,6.3.4.21
12485,B6TN12.txt,2.8.1.8
12486,P50910.txt,5.3.1.5
12487,B8H9W6.txt,4.2.1.41
12488,Q7MWG0.txt,3.6.1.9
12489,P95967.txt,3.1.3.18
12490,G3XD76.txt,2.3.1.117
12491,Q6LQ72.txt,6.1.1.20
12492,Q6A6U0.txt,2.7.8.7
12493,A1ADV0.txt,1.3.3.3
12494,P28011.txt,2.6.1.1
12495,Q8D5Z6.txt,2.7.13.3
12496,B3R4T0.txt,1.3.5.2
12497,Q8XBJ0.txt,3.4.16.4
12498,Q8G120.txt,4.2.1.10
12499,B7UR67.txt,4.2.1.20
12500,C3L6U1.txt,6.3.1.1
12501,Q0I3I0.txt,2.4.1.21
12502,Q6GA03.txt,2.7.7.6
12503,Q04F14.txt,7.4.2.11
12504,Q6LWM9.txt,2.6.1.16
12505,B7LK50.txt,4.1.99.1
12506,B0VLX4.txt,4.2.1.17
12507,B2GEU6.txt,3.1.26.5
12508,B0UFI0.txt,2.1.1.199
12509,Q0BIM7.txt,2.4.2.18
12510,P91931.txt,4.1.1.50
12511,Q59778.txt,2.3.3.16
12512,Q2SU89.txt,2.8.1.10
12513,Q1CSU8.txt,5.4.99.27
12514,B5BAQ2.txt,6.1.1.15
12515,P04385.txt,2.7.1.6
12516,Q2RJI7.txt,2.1.1.195
12517,Q728P5.txt,2.8.1.6
12518,P0C1A6.txt,4.2.2.2
12519,Q8YAS3.txt,3.5.3.12
12520,Q6GHE3.txt,2.8.4.3
12521,E7F9T0.txt,1.6.3.1
12522,P65595.txt,4.1.1.23
12523,Q34944.txt,7.1.1.2
12524,Q6MUG2.txt,6.1.1.6
12525,A7ZWZ9.txt,4.1.3.39
12526,A7Z5Z6.txt,2.7.7.72
12527,P51382.txt,4.2.1.20
12528,I3R636.txt,2.7.7.77
12529,Q9HNZ0.txt,1.4.3.16
12530,Q9JUC8.txt,2.8.1.8
12531,B5YE16.txt,1.1.1.25
12532,Q8LX40.txt,7.1.1.2
12533,Q8PD48.txt,6.3.4.13
12534,P75055.txt,2.3.1.234
12535,B2A2U4.txt,1.3.1.14
12536,Q4JUK0.txt,7.1.2.2
12537,A2RF66.txt,3.4.23.36
12538,Q8RXD3.txt,2.3.2.27
12539,Q0S3Y4.txt,2.7.7.27
12540,Q3T105.txt,5.1.3.2
12541,B1M4Z8.txt,2.5.1.6
12542,Q6D454.txt,6.3.4.21
12543,P0CN04.txt,2.7.7.4
12544,P22144.txt,1.1.1.9
12545,Q8G7B3.txt,7.1.2.2
12546,Q8SRG9.txt,6.1.1.20
12547,Q7NAQ0.txt,4.1.2.4
12548,P15446.txt,2.1.1.37
12549,Q49X26.txt,2.1.1.228
12550,Q49VK4.txt,2.7.13.3
12551,P44417.txt,2.4.2.1
12552,B9E7J1.txt,2.5.1.78
12553,Q0VFA3.txt,2.7.7.19
12554,Q1CIM6.txt,2.7.1.35
12555,Q18CS8.txt,2.1.3.2
12556,O87605.txt,1.14.15.33
12557,P78581.txt,3.1.1.20
12558,Q9Z6V6.txt,3.1.1.29
12559,Q0J8A4.txt,1.2.1.12
12560,Q01569.txt,2.7.7.6
12561,Q82KK4.txt,3.6.1.23
12562,Q03VX9.txt,5.3.1.16
12563,Q8XKP9.txt,2.7.1.6
12564,Q7NIR9.txt,6.3.5.3
12565,Q2SUW0.txt,2.1.1.166
12566,Q28PJ4.txt,4.2.1.59
12567,Q6AG81.txt,6.1.1.19
12568,Q1RJX4.txt,1.2.4.1
12569,Q6MSR0.txt,6.1.1.4
12570,P11410.txt,1.1.1.49
12571,P9WGK3.txt,2.7.13.3
12572,A9M0T5.txt,2.7.7.56
12573,Q8BJ64.txt,1.1.99.1
12574,Q2YUK5.txt,4.2.1.59
12575,Q73YC1.txt,1.8.7.1
12576,A8X6H1.txt,2.7.11.12
12577,Q9LUT0.txt,2.7.11.1
12578,P50181.txt,4.2.1.33
12579,A1KLC4.txt,1.11.1.28
12580,B0BBG8.txt,2.7.4.9
12581,C4Y3D4.txt,3.4.21.89
12582,Q5E1M7.txt,2.1.1.170
12583,Q5ZLL5.txt,2.1.1.201
12584,P53294.txt,5.4.99.42
12585,P80109.txt,3.1.4.50
12586,Q8FYT4.txt,2.4.1.129
12587,Q0DSH9.txt,2.5.1.43
12588,P0A169.txt,1.3.1.60
12589,B7K993.txt,2.8.4.3
12590,Q8UGG4.txt,6.1.1.16
12591,Q9CBZ5.txt,2.7.2.11
12592,P43096.txt,3.4.23.24
12593,O30175.txt,2.7.4.9
12594,C0ZAH1.txt,2.5.1.61
12595,P56069.txt,2.5.1.48
12596,P53556.txt,2.3.1.47
12597,Q03MY7.txt,6.1.1.19
12598,Q1R3Y5.txt,3.4.25.2
12599,B7UNT2.txt,4.1.1.31
12600,A7GGF1.txt,6.1.1.7
12601,B9MS46.txt,5.3.1.12
12602,P48402.txt,2.3.1.74
12603,P24895.txt,7.1.1.2
12604,Q2RX71.txt,1.1.1.86
12605,B0U7A0.txt,2.1.2.3
12606,Q8CT13.txt,2.3.1.12
12607,Q9SEZ6.txt,3.1.26.4
12608,A4Z2G7.txt,1.3.5.2
12609,P37679.txt,5.1.3.22
12610,Q6ENH7.txt,7.1.2.2
12611,Q6HES8.txt,6.3.5.5
12612,Q1GT35.txt,6.3.3.3
12613,Q6FDY3.txt,6.3.5.7
12614,P0A950.txt,2.3.1.267
12615,Q4QP24.txt,7.2.1.1
12616,Q6G7Q0.txt,1.1.1.85
12617,P57500.txt,4.99.1.4
12618,Q086N8.txt,3.4.11.1
12619,Q9WV86.txt,5.6.1.1
12620,Q55GH4.txt,2.4.1.11
12621,B0SZS4.txt,2.7.7.3
12622,B7M9A2.txt,1.14.11.64
12623,A1AD99.txt,4.2.1.90
12624,A0R4S6.txt,4.1.3.39
12625,P05644.txt,1.1.1.85
12626,Q6GIP8.txt,3.4.11.4
12627,P59460.txt,2.8.1.13
12628,Q8LX23.txt,7.1.1.2
12629,A2RF05.txt,4.1.1.23
12630,B1X9Z4.txt,3.6.4.13
12631,A2X6X1.txt,2.7.11.22
12632,Q15ZU3.txt,2.8.1.1
12633,Q02HS5.txt,2.6.99.2
12634,P21558.txt,5.6.2.2
12635,Q82YV0.txt,3.1.26.5
12636,Q9UX08.txt,2.1.3.2
12637,P9WF11.txt,4.2.1.136
12638,Q1WUE6.txt,3.6.5.n1
12639,Q0SMR4.txt,6.1.1.19
12640,Q7V0W1.txt,6.1.1.16
12641,P43864.txt,3.4.21.53
12642,B7LVH6.txt,1.1.1.103
12643,B0KA32.txt,1.3.1.14
12644,P14626.txt,4.6.1.18
12645,C5JJW0.txt,4.2.1.104
12646,A0Q842.txt,2.1.1.177
12647,Q7TTP2.txt,1.14.12.17
12648,Q7W5Q8.txt,1.1.1.37
12649,Q01VL4.txt,3.4.23.36
12650,Q9Y3D2.txt,1.8.4.12
12651,B8JFW8.txt,4.2.1.59
12652,Q1CFN6.txt,5.4.2.11
12653,C1CAF1.txt,2.7.7.6
12654,P46562.txt,1.2.1.3
12655,Q9ZNH4.txt,4.1.1.49
12656,Q1XDT9.txt,2.1.3.15
12657,Q3L6W7.txt,7.1.1.9
12658,Q9L9D7.txt,3.1.1.84
12659,B2TU97.txt,4.2.99.18
