name,smile
"3,3',5-triiodo-L-thyronine",C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O
trichloroethene,C(=C(Cl)Cl)Cl
tetrachloroethene,C(=C(Cl)Cl)(Cl)Cl
(+)-lariciresinol,COC1=C(C=CC(=C1)C[C@H]2CO[C@@H]([C@H]2CO)C3=CC(=C(C=C3)O)OC)O
(+)-pinoresinol,COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)O)OC)O
(-)-lariciresinol,COC1=C(C=CC(=C1)C[C@@H]2CO[C@H]([C@@H]2CO)C3=CC(=C(C=C3)O)OC)O
(-)-pinoresinol,COC1=C(C=CC(=C1)[C@H]2[C@@H]3CO[C@H]([C@@H]3CO2)C4=CC(=C(C=C4)O)OC)O
(+)-secoisolariciresinol,COC1=C(C=CC(=C1)C[C@H](CO)[C@H](CC2=CC(=C(C=C2)O)OC)CO)O
violaxanthin,C/C(=C\C=C\C=C(\C=C\C=C(\C=C\[C@@]12O[C@@]1(C[C@H](CC2(C)C)O)C)/C)/C)/C=C/C=C(/C=C/[C@@]34O[C@@]3(C[C@H](CC4(C)C)O)C)\C
dihydrochanoclavine-I aldehyde,CC(C[C@H]1[C@@H](CC2=CNC3=CC=CC1=C23)NC)C=O
(S)-2-chloropropanoate,C[C@@H](C(=O)[O-])Cl
2-chloroacrylate,C=C(C(=O)[O-])Cl
"4-hydroxy-2,5-dimethylfuran-3(2H)-one",CC1C(=O)C(=C(O1)C)O
 4-hydroxy-5-methyl-2-methylenefuran-3(2H)-one,CC1=C(C(=O)C(=C)O1)O
dihydrochelirubine,CN1CC2=C3C(=CC(=C2C4=C1C5=CC6=C(C=C5C=C4)OCO6)OC)OCO3
chelirubine,C[N+]1=CC2=C3C(=CC(=C2C4=C1C5=CC6=C(C=C5C=C4)OCO6)OC)OCO3
"3-(3,4-dihydroxyphenyl)propanoyl-CoA",CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCC4=CC(=C(C=C4)O)O)O
"(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl-CoA",CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C=C4)O)O)O
butanoyl-CoA,CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
 (E)-but-2-enoyl-CoA,C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
lactate,CC(C(=O)[O-])O
 pyruvate,CC(=O)C(=O)[O-]
bacteriochlorophyll a,CC[C@@H]1[C@H](C2=CC3=C(C(=C([N-]3)C=C4[C@H]([C@@H](C(=N4)C5=C6C(=C(C(=CC1=N2)[N-]6)C)C(=O)[C@@H]5C(=O)OC)CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)C)C(=O)C)C.[Mg+2]
12alpha-hydroxy-3-oxochol-4-en-24-oyl-CoA,C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)[C@H]4CC[C@@H]5[C@@]4([C@H](C[C@H]6[C@H]5CCC7=CC(=O)CC[C@]67C)O)C
" 12alpha-hydroxy-3-oxochol-4,6-dien-24-oyl-CoA",C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)[C@H]4CC[C@@H]5[C@@]4([C@H](C[C@H]6[C@H]5C=CC7=CC(=O)CC[C@]67C)O)C
"(1R,2R)-3-chlorocyclohexa-3,5-diene-1,2-diol",C1=C[C@H]([C@H](C(=C1)Cl)O)O
3-chlorocatechol ,C1=CC(=C(C(=C1)Cl)O)O
prephenate,C1=CC(C=CC1O)(CC(=O)C(=O)O)C(=O)O
cyclohexane-1-carbonyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4CCCCC4)O
cyclohex-1-ene-1-carbonyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CCCCC4)O
(S)-8-oxocitronellyl enol,C[C@@H](CC/C=C(\C)/C=O)/C=C/O
(S)-dihydroorotate,C1[C@H](NC(=O)NC1=O)C(=O)O
orotate,C1=C(NC(=O)NC1=O)C(=O)[O-]
"5,6-dihydrouracil",C1CNC(=O)NC1=O
uracil,C1=CNC(=O)NC1=O
"trans-1,2-dihydrobenzene-1,2-diol",C1=C[C@H]([C@@H](C=C1)O)O
bilirubin,CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/C=C\4/C(=C(C(=O)N4)C=C)C
biliverdin,CC\1=C(/C(=C/C2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/N/C1=C\C4=NC(=O)C(=C4C)C=C)CCC(=O)O
"(1R,2S)-1,2-dihydronaphthalene-1,2-diol",C1=CC=C2[C@H]([C@H](C=CC2=C1)O)O
"naphthalene-1,2-diol",C1=CC=C2C(=C1)C=CC(=C2O)O
"17,21-dihydroxy-5beta-pregnane-3,11,20-trione",C[C@]12CCC(=O)C[C@H]1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C
cortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C
butanoate,CCCC(=O)[O-]
but-2-enoate,CC=CC(=O)[O-]
3-oxoadipate,C(CC(=O)[O-])C(=O)CC(=O)[O-]
2-maleylacetate,C(C(=O)/C=C\C(=O)O)C(=O)O
chlorophyllide a,[H+].CCC1=C(C2=NC1=CC3=C(C4=C(C(C(=C4[N-]3)C5=NC(=CC6=NC(=C2)C(=C6C)C=C)C(C5CCC(=O)[O-])C)C(=O)OC)[O-])C)C.[Mg+2]
protochlorophyllide,CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5C(=C(C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)O)[C@H](C4=O)C(=O)OC)C)C.[Mg+2]
"8-[(1R,2R)-3-oxo-2-{(Z)-pent-2-enyl}cyclopentyl]octanoate",CC/C=C\C[C@H]1[C@H](CCC1=O)CCCCCCCC(=O)O
" (15Z)-12-oxophyto-10,15-dienoate",CC/C=C\C[C@H]1[C@H](C=CC1=O)CCCCCCCC(=O)[O-]
vestitone,COC1=CC(=C(C=C1)[C@@H]2COC3=C(C2=O)C=CC(=C3)O)O
2'-hydroxyformononetin,COC1=CC(=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O
" (13E)-11alpha-hydroxy-9,15-dioxoprost-13-enoate",CCCCCC(=O)/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)O)O
"cis-3-phenylcyclohexa-3,5-diene-1,2-diol",C1=CC=C(C=C1)C2=CC=C[C@@H]([C@@H]2O)O
dihydrophloroglucinol,C1C(CC(=O)C=C1O)O
phloroglucinol,C1=C(C=C(C=C1O)O)O
fumarate,C(=C/C(=O)[O-])\C(=O)[O-]
"4,4-dimethyl-5alpha-cholesta-8,24-dien-3beta-ol",C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C
" 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol",C[C@H](CCC=C(C)C)[C@H]1CC=C2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C
ergosterol,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C
"ergosta-5,7,22,24(241)-tetraen-3beta-ol",C[C@H](/C=C/C(=C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C
5alpha-cholest-7-en-3beta-ol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C
" 5alpha-cholesta-7,24-dien-3beta-ol",C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C
protochlorophyllide a,CCC1=C(C2=NC1=CC3=C(C4=C(C(C(=C5C(=C(C(=CC6=NC(=C2)C(=C6C)C=C)[N-]5)C)CCC(=O)O)C4=N3)C(=O)OC)[O-])C)C.[Mg+2]
L-arogenate,C1=CC(C=CC1O)(C[C@@H](C(=O)[O-])[NH3+])C(=O)[O-]
(+)-isomenthone,C[C@@H]1CC[C@@H](C(=O)C1)C(C)C
(+)-cis-isopulegone,C[C@@H]1CC[C@@H](C(=O)C1)C(=C)C
phytyl diphosphate,C[C@@H](CCC[C@@H](C)CCC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)CCCC(C)C
geranylgeranyl diphosphate,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)/C)C
acryloyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C=C)O
(2S)-ethylmalonyl-CoA,CC[C@@H](C(=O)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
(E)-but-2-enoyl-CoA,C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
(11R)-dihydroartemisinic aldehyde,C[C@@H]1CC[C@H]([C@@H]2[C@H]1CCC(=C2)C)[C@@H](C)C=O
artemisinic aldehyde,C[C@@H]1CC[C@H]([C@@H]2[C@H]1CCC(=C2)C)C(=C)C=O
"ditrans,polycis-dolichol",CC(CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)CCO
"ditrans,polycis-polyprenol",CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CO)/C)/C)/C)/C)C
presqualene diphosphate,CC(=CCC/C(=C/CC/C(=C/[C@H]1[C@@H]([C@@]1(C)CC/C=C(\C)/CCC=C(C)C)COP(=O)(O)OP(=O)(O)O)/C)/C)C
C30 botryococcene,C[C@H](CC/C=C(\C)/CCC=C(C)C)/C=C/[C@@](C)(CC/C=C(\C)/CCC=C(C)C)C=C
UDP-N-acetyl-alpha-D-muramate,C[C@H](C(=O)[O-])O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O)CO)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
 UDP-N-acetyl-3-O-(1-carboxyvinyl)-alpha-D-glucosamine,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)OC(=C)C(=O)O
" 4,5-dioxo-4,5-dihydro-1H-pyrrolo[2,3-f]quinoline-2,7,9-tricarboxylate",C1=C(C2=C(C(=O)C(=O)C3=C2NC(=C3)C(=O)[O-])N=C1C(=O)[O-])C(=O)[O-]
"cyclo[(Z)-alpha,beta-didehydrophenylalanyl-L-leucyl]",CC(C)C[C@H]1C(=O)N/C(=C\C2=CC=CC=C2)/C(=O)N1
albonoursin ,CC(C)/C=C\1/C(=O)N/C(=C\C2=CC=CC=C2)/C(=O)N1
aclacinomycin A,CC[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@@H]([C@@H](O6)C)O[C@H]7CCC(=O)[C@@H](O7)C)O)N(C)C)O
aclacinomycin Y,CCC1(CC(C2=C(C3=C(C=C2C1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7C=CC(=O)C(O7)C)O)N(C)C)O
coproporphyrinogen III,CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)C)CCC(=O)O)C)CCC(=O)O)CCC(=O)O)C
protoporphyrinogen-IX,CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)CCC(=O)O)C)C=C)C)C=C)C
protoporphyrinogen IX,CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)CCC(=O)O)C)C=C)C)C=C)C
protoporphyrin IX,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C=C
(S)-tetrahydroberberine,COC1=C(C2=C(C[C@H]3C4=CC5=C(C=C4CCN3C2)OCO5)C=C1)OC
berberine,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC
"15,9'-dicis-phytofluene",CC(=CCC/C(=C/CC/C(=C/CC/C(=C/C=C\C=C(/C)\C=C\C=C(\C)/CC/C=C(\C)/CCC=C(C)C)/C)/C)/C)C
"9,15,9'-tricis-zeta-carotene ",CC(=CCC/C(=C/CC/C(=C\C=C\C(=C\C=C/C=C(/C=C/C=C(\CC/C=C(/CCC=C(C)C)\C)/C)\C)\C)/C)/C)C
plastoquinol,CC1=C(C=C(C(=C1C)O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O
"7,9,9'-tricis-neurosporene",CC(=CCC/C(=C/CC/C(=C\C=C\C(=C\C=C\C=C(/C)\C=C\C=C(\C)/C=C\C=C(/C)\CCC=C(C)C)\C)/C)/C)C
"7,9,7',9'-tetracis-lycopene",CC(=CCC/C(=C/C=C\C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(\C=C/C=C(/CCC=C(C)C)\C)/C)\C)/C)\C)/C)C
primary fluorescent chlorophyll catabolite,CCC1=C(NC(=C1C)C=O)CC2=C(C3=C(N2)/C(=C\4/[C@H]([C@@H](C(=N4)CC5C(=C(C(=O)N5)C=C)C)C)CCC(=O)O)/[C@H](C3=O)C(=O)OC)C
red chlorophyll catabolite,CCC1=C(NC(=C1C)C=O)CC2=C(C3=C(N2)/C(=C\4/[C@H]([C@@H](C(=N4)/C=C\5/C(=C(C(=O)N5)C=C)C)C)CCC(=O)O)/[C@H](C3=O)C(=O)OC)C
"15,16-dihydrobiliverdin",CC1=C(C(=O)N[C@@H]1CC2=C(C(=C(N2)C=C3C(=C(C(=CC4=NC(=O)C(=C4C=C)C)N3)C)CCC(=O)O)CCC(=O)O)C)C=C
biliverdin IXalpha,CC\1=C(/C(=C\C2=C(C(=C(N2)/C=C/3\C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/N/C1=C/C4=NC(=O)C(=C4C)C=C)CCC(=O)O
(3Z)-phycoerythrobilin,C/C=C\1/[C@H](C(=O)N=C1/C=C\2/C(=C(/C(=C/C3=C(C(=C(N3)C[C@@H]4C(=C(C(=O)N4)C=C)C)C)CCC(=O)O)/N2)CCC(=O)O)C)C
"15,16-dihydrobiliverdin ",CC1=C(C(=O)N[C@@H]1CC2=C(C(=C(N2)C=C3C(=C(C(=CC4=NC(=O)C(=C4C=C)C)N3)C)CCC(=O)O)CCC(=O)O)C)C=C
(3Z)-phytochromobilin,C/C=C\1/[C@H](C(=O)N/C1=C\C2=C(C(=C(N2)/C=C\3/C(=C(/C(=C/C4=NC(=O)C(=C4C)C=C)/N3)C)CCC(=O)O)CCC(=O)O)C)C
(3Z)-phycocyanobilin,CCC1=C(C(=NC1=O)/C=C\2/C(=C(/C(=C/C3=C(C(=C(N3)/C=C\4/C(=C\C)/[C@H](C(=O)N4)C)C)CCC(=O)O)/N2)CCC(=O)O)C)C
 protochlorophyllide a,CCC1=C(C2=NC1=CC3=C(C4=C(C(C(=C5C(=C(C(=CC6=NC(=C2)C(=C6C)C=C)[N-]5)C)CCC(=O)O)C4=N3)C(=O)OC)[O-])C)C.[Mg+2]
"cyclohexa-1,5-diene-1-carbonyl-CoA",CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CCCC=C4)O
" cyclohex-1,5-diene-1-carbonyl-CoA",CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CCCC=C4)O
 cyclohex-1-ene-1-carbonyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CCCCC4)O
(2S)-methylsuccinyl-CoA,C[C@@H](CC(=O)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
 2-methylfumaryl-CoA,C/C(=C\C(=O)[O-])/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
gamma-butyrobetainyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCC[N+](C)(C)C)O
 crotonobetainyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C[N+](C)(C)C)O
3-(1H-indol-3-yl)propanoate,C1=CC=C2C(=C1)C(=CN2)CCC(=O)[O-]
 3-(indol-3-yl)acrylate,C1=CC=C2C(=C1)C(=CN2)/C=C/C(=O)O
"all-trans-4,4'-diaponeurosporene",CC(=CCC/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(C)C)/C)/C)C
"all-trans-4,4'-diapolycopene",CC(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=C(C)C)\C)\C)/C)/C)C
(R)-2-benzylsuccinyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)[C@H](CC4=CC=CC=C4)CC(=O)O)O
 (E)-2-benzylidenesuccinyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C(=C/C4=CC=CC=C4)/CC(=O)O)O
isovaleryl-CoA,CC(C)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
3-methylcrotonyl-CoA ,CC(=CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C
2-methylbutanoyl-CoA,CCC(C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
 (E)-2-methylbut-2-enoyl-CoA,C/C=C(\C)/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
(E)-glutaconyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/CC(=O)O)O
crotonyl-CoA,C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
L-methionine,CSCC[C@@H](C(=O)O)N
harderoheme III,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)CCC(=O)[O-])C)C=C)C)C(=C3CCC(=O)[O-])C)CCC(=O)[O-].[Fe]
Fe-coproporphyrin III,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C)CCC(=O)O)C)CCC(=O)O)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2]
"all-trans-13,14-dihydroretinol",CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(C)CCO)/C
all-trans-phytofluene,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)/C)/C)/C)C
all-trans-zeta-carotene,CC(=CCC/C(=C/CC/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C)/C)/C)/C)C
15-cis-phytoene,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/C=C\C=C(\CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)/C)/C)C
all-trans-lycopene,CC(=CCC/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=C(/CCC=C(C)C)\C)\C)\C)/C)/C)/C)C
"all-trans-3,4-didehydrolycopene",CC(=CCC/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(C)C)/C)/C)/C)C
glutaryl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)O)O
dihydrourocanate,C1=C(NC=N1)CCC(=O)[O-]
urocanate,C1=C(NC=N1)/C=C/C(=O)O
dihydrobisanhydrobacterioruberin,CC(=CC[C@@H](CC/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)/C=C/[C@H](CC=C(C)C)C(C)(C)O)/C)/C)/C)C(C)(C)O)C
bisanhydrobacterioruberin ,CC(=CC[C@H](C(O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=C(/C=C/[C@@H](C(O)(C)C)CC=C(C)C)\C)\C)\C)/C)/C)/C)C
L-alanine,C[C@@H](C(=O)O)N
L-glutamine,C(CC(=O)N)[C@@H](C(=O)O)N
"meso-2,6-diaminoheptanedioate",C(C[C@H](C(=O)O)N)C[C@@H](C(=O)O)N
 L-2-amino-6-oxoheptanedioate,C(C[C@@H](C(=O)O)N)CC(=O)C(=O)O
NH3 ,N
phenylpyruvate,C1=CC=C(C=C1)CC(=O)C(=O)O
L-aspartate,C([C@@H](C(=O)O)N)C(=O)O
 3-dehydroquinate,C1[C@H]([C@@H](C(=O)C[C@]1(C(=O)[O-])O)O)O
5-guanidino-2-oxopentanoate,C(CC(=O)C(=O)[O-])CN=C(N)N
tetrahydrofolate,C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
"5,10-methylenetetrahydrofolate",C1C2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)O)C(=O)O
L-leucine,CC(C)C[C@@H](C(=O)O)N
4-methyl-2-oxopentanoate,CC(C)CC(=O)C(=O)O
D-aspartate,C([C@H](C(=O)O)N)C(=O)O
putrescine,C(CCN)CN
cyclohexylamine,C1CCC(CC1)N
iminosuccinate,C(C(=N)C(=O)O)C(=O)O
2-iminoacetate,C(=N)C(=O)[O-]
histamine,C1=C(NC=N1)CCN
2-imino-3-(7-chloroindol-3-yl)propanoate,C1=CC2=C(C(=C1)Cl)NC=C2CC(=N)C(=O)O
4-(methylamino)-1-(pyridin-3-yl)butan-1-one,CNCCCC(=O)C1=CN=CC=C1
 4-oxo-4-(pyridin-3-yl)butanal,C1=CC(=CN=C1)C(=O)CCC=O
methylamine,CN
"5-[(4-hydroxyphenyl)methyl]-3-imino-4,4-dimethylpyrrolidin-2-one",CC1(C(NC(=O)C1=N)CC2=CC=C(C=C2)O)C
"5-[(4-hydroxyphenyl)methyl]-4,4-dimethylpyrrolidine-2,3-dione",CC1(C(NC(=O)C1=O)CC2=CC=C(C=C2)O)C
