index,EC,reaction,smiles,fully_covered
813,1.14.20.7,5-hydroxy-L-arginine = guanidine + (S)-1-pyrroline-5-carboxylate + H2O ,C(CC(N=C(N)N)O)[C@@H](C(=O)O)N = C(=N)(N)N + C1C[C@H](N=C1)C(=O)O + O,1
814,1.14.20.8,(-)-yatein + 2-oxoglutarate + O2 = (-)-deoxypodophyllotoxin + succinate  + CO2 + H2O ,COC1=CC(=CC(=C1OC)OC)C[C@@H]2[C@H](COC2=O)CC3=CC4=C(C=C3)OCO4 + C(CC(=O)O)C(=O)C(=O)O + O=O = COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@@H](CC4=CC5=C(C=C24)OCO5)COC3=O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O + O,1
815,1.14.20.9,(2S)-3-(4-hydroxyphenyl)-2-isocyanopropanoate + 2-oxoglutarate + O2 =  (2E)-3-(4-hydroxyphenyl)-2-isocyanoprop-2-enoate + succinate + CO2 + H2O ,[C-]#[N+][C@@H](CC1=CC=C(C=C1)O)C(=O)[O-] + C(CC(=O)O)C(=O)C(=O)O + O=O = [C-]#[N+]/C(=C/C1=CC=C(C=C1)[O-])/C(=O)O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O + O,1
816,1.14.99.1,arachidonate + reduced acceptor + 2 O2 = prostaglandin H2 + acceptor +  H2O,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O + 2 O=O = CCCCC[C@@H](/C=C/[C@H]1[C@H]2C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)OO=O)O + O,0
817,1.14.99.14,progesterone + reduced acceptor + O2 = 11alpha-hydroxyprogesterone +  acceptor + H2O ,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C + O=O = CC(=O)[C@H]1CC[C@@H]2[C@@]1(C[C@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C + O,0
818,1.14.99.15,4-methoxybenzoate + reduced acceptor + O2 = 4-hydroxybenzoate +  formaldehyde + acceptor + H2O,COC1=CC=C(C=C1)C(=O)[O-] + O=O = C1=CC(=CC=C1C(=O)O)[O-] + C=O + O,0
819,1.14.99.22,ecdysone + reduced acceptor + O2 = 20-hydroxyecdysone + acceptor + H2O ,C[C@@H]([C@H]1CC[C@@]2([C@@]1(CC[C@H]3C2=CC(=O)[C@H]4[C@@]3(C[C@@H]([C@@H](C4)O)O)C)C)O)[C@@H](CCC(C)(C)O)O + O=O = C[C@]12CC[C@H]3C(=CC(=O)[C@H]4[C@@]3(C[C@@H]([C@@H](C4)O)O)C)[C@@]1(CC[C@@H]2[C@](C)([C@@H](CCC(C)(C)O)O)O)O + O,0
820,1.14.99.24,"pregna-4,9(11)-diene-3,20-dione + reduced acceptor + O2 =  9,11alpha-epoxypregn-4-ene-3,20-dione + acceptor + H2O ",CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC=C3[C@H]2CCC4=CC(=O)CC[C@@]43C)C + O=O = CC(=O)[C@H]1CC[C@@H]2[C@@]1(C[C@@H]3[C@]4([C@H]2CCC5=CC(=O)CC[C@@]54C)O3)C + O,0
821,1.14.99.29,[eIF5A]-deoxyhypusine + reduced acceptor + O2 = [eIF5A]-hypusine +  acceptor + H2O, + O=O =  + O,0
822,1.14.99.38,cholesterol + reduced acceptor + O2 = 25-hydroxycholesterol + acceptor  + H2O ,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C + O=O = C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C + O,0
823,1.14.99.39,NH3 + a reduced acceptor + O2 = NH2OH + an acceptor + H2O,N + O=O = NO + O,0
824,1.14.99.44,"4,4'-diapolycopene + 4 reduced acceptor + 4 O2 = 4,4'-diapolycopenedial  + 4 acceptor + 6 H2O ",CC(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=C(C)C)\C)\C)/C)/C)C + 4 4 O=O = C/C(=C\C=C\C=C(\C=C\C=C(\C=C\C=C(\C=O)/C)/C)/C)/C=C/C=C(/C=C/C=C(/C=O)\C)\C + 4 6 O,0
825,1.14.99.46,thymine + FMNH2 + O2 = (Z)-2-methylureidoacrylate + FMN-N5-oxide ,CC1=CNC(=O)NC1=O + CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + O=O = C/C(=C/NC(=O)N)/C(=O)[O-] + CC1=CC2=C(C=C1C)[N+](=C3C(=NC(=NC3=O)[O-])N2C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O)[O-],1
826,1.14.99.47,(+)-larreatricin + reduced acceptor + O2 = (+)-3'-hydroxylarreatricin +  acceptor + H2O ,C[C@@H]1[C@@H]([C@@H](O[C@H]1C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C + O=O = C[C@H]1[C@H]([C@@H](O[C@H]1C2=CC=C(C=C2)O)C3=CC(=C(C=C3)O)O)C + O,0
827,1.14.99.48,protoheme + 5 reduced acceptor + 4 O2 = beta-staphylobilin + Fe2+ +  formaldehyde + 5 acceptor + 4 H2O ,CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1[N-]2)C)C=C)C)C=C)C)CCC(=O)O)CCC(=O)O.[Fe+2] + 5 4 O=O = CC1=C(/C(=C/C2=C(C(=C(N2)C(=O)C3=C(C(=C(N3)/C=C\4/C(=C(C(=O)N4)C=C)C)C=C)C)C)CCC(=O)O)/NC1=O)CCC(=O)O + [Fe+2] + C=O + 5 4 O,0
828,1.14.99.51,hercynine + L-cysteine + O2 = S-(hercyn-2-yl)-L-cysteine S-oxide + H2O ,C[N+](C)(C)[C@@H](CC1=CN=CN1)C(=O)[O-] + C([C@@H](C(=O)O)N)S + O=O = C[N+](C)(C)[C@@H](CC1=CN=C(N1)S(=O)C[C@@H](C(=O)O)N)C(=O)O + O,1
829,1.14.99.52,L-histidine + L-cysteine + O2 = S-(L-histidin-5-yl)-L-cysteine S-oxide  + H2O,C1=C(NC=N1)C[C@@H](C(=O)O)N + C([C@@H](C(=O)O)N)S + O=O = C1=NC(=C(N1)C[C@@H](C(=O)O)N)S(=O)C[C@@H](C(=O)O)N + O,1
830,1.14.99.53,"[(1->4)-N-acetyl-beta-D-glucosaminyl](m+n) + reduced acceptor + O2 =  [(1->4)-N-acetyl-beta-D-glucosaminyl](m-1)-(1->4)-2-(acetylamino)-2  deoxy-D-glucono-1,5-lactone + [(1->4)-N-acetyl-beta-D-glucosaminyl]n +  acceptor + H2O", + O=O =  + O,0
831,1.14.99.54,"[(1->4)-beta-D-glucosyl]n+m + reduced acceptor + O2 =  [(1->4)-beta-D-glucosyl]m-1-(1->4)-D-glucono-1,5-lactone +  [(1->4)-beta-D-glucosyl]n + acceptor + H2O", + O=O =  + O,0
832,1.14.99.55,"starch + reduced acceptor + O2 = D-glucono-1,5-lactone-terminated  malto-oligosaccharides + short-chain malto-oligosaccharides + acceptor  + H2O ", + O=O =  + O,0
833,1.14.99.56,[(1->4)-beta-D-glucosyl]n+m + reduced acceptor + O2 =  4-dehydro-beta-D-glucosyl-[(1->4)-beta-D-glucosyl]n-1 +  [(1->4)-beta-D-glucosyl]m + acceptor + H2O , + O=O =  + O,0
834,1.14.99.57,protoheme + 3 reduced acceptor + 3 O2 = mycobilin b + Fe2+ + 3 acceptor  + 3 H2O ,CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1[N-]2)C)C=C)C)C=C)C)CCC(=O)O)CCC(=O)O.[Fe+2] + 3 3 O=O = CC\1=C(/C(=C/C2=C(C(=C(N2)C(=O)C3=C(C(=C(N3)C=O)C=C)C)C)CCC(=O)[O-])/N/C1=C\C4=NC(=O)C(=C4C=C)C)CCC(=O)[O-] + [Fe+2] + 3 3 O,0
835,1.14.99.58,protoheme + 3 reduced acceptor + 3 O2 = biliverdin-IX-beta + CO + Fe2+  + 3 acceptor + 3 H2O ,CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1[N-]2)C)C=C)C)C=C)C)CCC(=O)O)CCC(=O)O.[Fe+2] + 3 3 O=O = CC1=C(/C(=C/C2=C(C(=C(N2)/C=C\3/C(=C(/C(=C/C4=NC(=O)C(=C4C)C=C)/N3)C=C)C)C)CCC(=O)O)/NC1=O)CCC(=O)O + [Co] + [Fe+2] + 3 3 O,0
836,1.14.99.59,tryptamine + reduced acceptor + O2 = 4-hydroxytryptamine + acceptor +  H2O ,C1=CC=C2C(=C1)C(=CN2)CCN + O=O = C1=CC2=C(C(=C1)O)C(=CN2)CCN + O,0
837,1.14.99.60,"6-methoxy-3-methyl-2-(all-trans-polyprenyl)-1,4-benzoquinol + a reduced  acceptor + O2 = 3-demethylubiquinol + acceptor + H2O ", + O=O =  + O,0
838,1.14.99.61,"cyclooctat-9-en-7-ol + reduced acceptor + O2 =  cyclooctat-9-ene-5,7-diol + acceptor + H2O ",C[C@@H]1CC[C@@H]2[C@@H]1C[C@]\3(CC[C@@H](/C3=C/C[C@]2(C)O)C(C)C)C + O=O = C[C@H]1C[C@@H]([C@H]2[C@H]1C[C@@]\3(CC[C@H](/C3=C/C[C@@]2(C)O)C(C)C)C)O + O,0
839,1.14.99.62,"cyclooctat-9-ene-5,7-diol + reduced acceptor + O2 = cyclooctatin +  acceptor + H2O ",C[C@H]1C[C@@H]([C@H]2[C@H]1C[C@@]\3(CC[C@H](/C3=C/C[C@@]2(C)O)C(C)C)C)O + O=O = CC(C)C\1CCC2(/C1=C\CC(C3C(CC(C3C2)CO)O)(C)O)C + O,0
840,1.14.99.63,echinenone + 2 reduced acceptor + 2 O2 = canthaxanthin + 2 acceptor + 3  H2O ,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C2=C(C(=O)CCC2(C)C)C)/C)/C + 2 2 O=O = CC1=C(C(CCC1=O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C(=O)CCC2(C)C)C)\C)\C)/C)/C + 2 3 O,0
841,1.14.99.64,"adonixanthin + 2 reduced acceptor + 2 O2 = (3S,3'S)-astaxanthin + 2  acceptor + 3 H2O ",CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C2=C(C(=O)[C@H](CC2(C)C)O)C)/C)/C + 2 2 O=O = CC1=C(C(C[C@@H](C1=O)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C(=O)[C@H](CC2(C)C)O)C)\C)\C)/C)/C + 2 3 O,0
842,1.14.99.65,4-amino-L-phenylalanyl-[CmlP-peptidyl-carrier-protein] + reduced  acceptor + O2 =  2-(4-aminophenyl)-L-seryl-[CmlP-peptidyl-carrier-protein] + acceptor +  H2O , + O=O =  + O,0
843,1.14.99.66,a [histone H3]-N6-methyl-L-lysine4 + acceptor + H2O = a [histone  H3]-L-lysine4 + formaldehyde + reduced acceptor , + O = C=O,0
844,1.14.99.67,alpha-N-dichloroacetyl-p-aminophenylserinol + reduced acceptor + 2 O2 =  chloramphenicol + acceptor + 2 H2O ,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)N + 2 O=O = C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-] + 2 O,0
845,1.14.99.68,4-aminobenzoate + reduced acceptor + 2 O2 = 4-nitrobenzoate + acceptor  + 2 H2O ,C1=CC(=CC=C1C(=O)[O-])N + 2 O=O = C1=CC(=CC=C1C(=O)[O-])[N+](=O)[O-] + 2 O,0
846,1.14.99.69,N6-(3-methylbut-2-en-1-yl)-2-(methylsulfanyl)adenosine37 in tRNA +  reduced acceptor + O2 =  N6-[(2E)-4-hydroxy-3-methylbut-2-en-1-yl]-2-(methylsulfanyl)adenosine37  in tRNA + acceptor + H2O , + O=O =  + O,0
847,1.15.1.1,2 superoxide + 2 H+ = O2 + H2O2 ,2 [O-][O] + 2 [H+] = O=O + OO,1
848,1.15.1.2,superoxide + reduced rubredoxin + 2 H+ = H2O2 + oxidized rubredoxin ,[O-][O] + 2 [H+] = OO,0
849,1.16.1.1,Hg + NADP+ + H+ = Hg2+ + NADPH,[Hg] + C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N + [H+] = [[Hg]+2] + C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,1
850,1.16.1.10,2 Fe(II)-siderophore + NAD(P)+ + H+ = 2 Fe(III)-siderophore + NAD(P)H ,2 C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O)C(=O)N + [H+] = 2 ,0
851,1.16.1.7,2 Fe(II)-siderophore + NAD+ + H+ = 2 Fe(III)-siderophore + NADH ,2 C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N + [H+] = 2 C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,0
852,1.16.1.8,2 [methionine synthase]-methylcob(III)alamin + 2  S-adenosyl-L-homocysteine + NADP+ = 2 [methionine  synthase]-cob(II)alamin + NADPH + H+ + 2 S-adenosyl-L-methionine,2 2 C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N + C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N = 2 C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O + [H+] + 2 C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,0
853,1.16.1.9,2 Fe(II)-siderophore + NADP+ + H+ = 2 Fe(III)-siderophore + NADPH ,2 C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N + [H+] = 2 C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,0
854,1.16.3.1,4 Fe(II) + 4 H+ + O2 = 4 Fe(III) + 2 H2O,4 [Fe+2] + 4 [H+] + O=O = 4 [Fe+3] + 2 O,1
856,1.16.3.3,4 Mn3+ + O2 + 6 H2O = 4 MnIVO2 + 12 H+ ,4 [Mn+3] + O=O + 6 O = 4 O=[Mn]=O + 12 [H+],1
857,1.16.3.4,4 Cu+ + 4 H+ + O2 = 4 Cu2+ + 2 H2O ,4 4 [H+] + O=O = 4 [2] + 2 O,0
858,1.16.9.1,Fe(II) + rusticyanin = Fe(III) + reduced rusticyanin ,[Fe+2] = [Fe+3],0
859,1.16.99.1,ATP + a [Co(II) trimethylamine-specific corrinoid protein] + reduced  acceptor + H2O = ADP + phosphate + a [Co(I) trimethylamine-specific  corrinoid protein] + acceptor ,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N + [O-]P(=O)([O-])[O-],0
860,1.17.1.10,formate + NADP+ = CO2 + NADPH ,C(=O)[O-] + C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N = C(=O)=O + C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,1
861,1.17.1.3,"(2R,3S)-catechin + NADP+ + H2O = 2,3-trans-3,4-cis-leucocyanidin +  NADPH + H+",C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O + C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N + O = C1=CC(=C(C=C1[C@@H]2[C@H]([C@H](C3=C(C=C(C=C3O2)O)O)O)O)O)O + C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O + [H+],1
862,1.17.1.4,xanthine + NAD+ + H2O = urate + NADH + H+,C1=NC2=C(N1)C(=O)NC(=O)N2 + C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N + O = C12=C(NC(=O)N1)NC(=O)NC2=O + C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O + [H+],1
863,1.17.1.5,nicotinate + H2O + NADP+ = 6-hydroxynicotinate + NADPH + H+ ,C1=CC(=CN=C1)C(=O)[O-] + O + C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N = C1=CC(=O)NC=C1C(=O)O + C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O + [H+],1
864,1.17.1.8,"(S)-2,3,4,5-tetrahydropyridine-2,6-dicarboxylate + NAD(P)+ + H2O =  (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate + NAD(P)H + H+",C1C[C@H](N=C(C1)C(=O)O)C(=O)O + C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O)C(=O)N + O = C1[C@@H](CC(=N[C@@H]1C(=O)[O-])C(=O)[O-])O + C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O + [H+],1
865,1.17.1.9,formate + NAD+ = CO2 + NADH,C(=O)[O-] + C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N = C(=O)=O + C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,1
866,1.17.2.1,nicotinate + a ferricytochrome + H2O = 6-hydroxynicotinate + a  ferrocytochrome + 2 H+ ,C1=CC(=CN=C1)C(=O)[O-] + O = C1=CC(=O)NC=C1C(=O)O + 2 [H+],0
867,1.17.2.2,lupanine + 2 ferricytochrome c + H2O = 17-hydroxylupanine + 2  ferrocytochrome c + 2 H+ ,C1CCN2C[C@@H]3C[C@H]([C@@H]2C1)CN4[C@@H]3CCCC4=O + 2 O = C1CCN2[C@@H](C1)[C@H]3C[C@@H](C2O)[C@H]4CCCC(=O)N4C3 + 2 2 [H+],0
868,1.17.3.2,xanthine + H2O + O2 = urate + H2O2,C1=NC2=C(N1)C(=O)NC(=O)N2 + O + O=O = C12=C(NC(=O)N1)NC(=O)NC2=O + OO,1
869,1.17.4.1,2'-deoxyribonucleoside 5'-diphosphate + thioredoxin disulfide + H2O =  ribonucleoside 5'-diphosphate + thioredoxin, + O = ,0
870,1.17.4.2,2'-deoxyribonucleoside 5'-triphosphate + thioredoxin disulfide + H2O =  ribonucleoside 5'-triphosphate + thioredoxin , + O = ,0
871,1.17.4.4,phylloquinol + a protein with a disulfide bond = phylloquinone + a  protein with reduced L-cysteine residues ,CC1=C(C2=CC=CC=C2C(=C1C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O)O = CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C,0
872,1.17.4.5,"3-hydroxy-2-methyl-3-phytyl-2,3-dihydro-1,4-naphthoquinone + oxidized  dithiothreitol =  2,3-epoxy-2-methyl-3-phytyl-2,3-dihydro-1,4-naphthoquinone +  1,4-dithiothreitol ",CC1C(=O)C2=CC=CC=C2C(=O)C1(C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O = C(C(C(CS)O)O)S,0
873,1.17.7.2,chlorophyll a + H2O + 2 oxidized ferredoxin = 71-hydroxychlorophyll a +  2 reduced ferredoxin + 2 H+ ,CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5[C@H]([C@@H](C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@H](C4=O)C(=O)OC)C)C.[Mg+2] + O + 2  = CCC1=C(C2=CC3=C(C(=C([N-]3)C=C4[C@H]([C@@H](C(=N4)C5=C6C(=C(C(=CC1=N2)[N-]6)C)C(=C5C(=O)OC)[O-])CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)C)C=C)CO.[Mg+2] + 2 [H+],0
874,1.17.7.3,"(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate + H2O + oxidized  flavodoxin = 2-C-methyl-D-erythritol 2,4-cyclodiphosphate + reduced  flavodoxin ",C/C(=C\COP(=O)(O)OP(=O)(O)O)/CO + O = C[C@@]1([C@@H](COP(=O)(OP(=O)(O1)O)O)O)CO,0
875,1.17.7.4,dimethylallyl diphosphate + 2 oxidized ferredoxin [iron-sulfur] cluster  + H2O = (E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate + 2 reduced  ferredoxin [iron-sulfur] cluster + 2 H+,CC(=CCOP(=O)(O)OP(=O)(O)O)C + 2 O = C/C(=C\COP(=O)(O)OP(=O)(O)O)/CO + 2 2 [H+],0
876,1.17.8.1,squalene + FAD + H2O = hydroxysqualene + FADH2 ,CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C + CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O + O = CC(=CCC/C(=C/CC/C(=C/C[C@H](/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O)/C)/C)C + CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,1
877,1.17.9.1,4-hydroxybenzyl alcohol + 2 oxidized azurin = 4-hydroxybenzaldehyde + 2  reduced azurin + 2 H+ ,C1=CC(=CC=C1CO)O + 2  = C1=CC(=CC=C1C=O)O + 2 2 [H+],0
878,1.17.98.2,a 7-(dihydroxymethyl)bacteriochlorophyllide c = a  bacteriochlorophyllide e + H2O , = O,0
879,1.17.98.3,formate + oxidized coenzyme F420 = CO2 + reduced coenzyme F420,C(=O)[O-] + C[C@@H](C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)OP(=O)(O)OC[C@H]([C@H]([C@H](CN1C2=CC(=O)C=CC2=CC3=C1NC(=O)NC3=O)O)O)O = C(=O)=O + C[C@@H](C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)OP(=O)(O)OC[C@H]([C@H]([C@H](CN1C2=C(CC3=C1NC(=O)NC3=O)C=CC(=C2)O)O)O)O,1
880,1.17.99.10,cholest-4-en-3-one + acceptor + H2O = 25-hydroxycholest-4-en-3-one +  reduced acceptor ,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C + O = C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,0
882,1.17.99.6,queuosine34 in tRNA + acceptor + H2O = epoxyqueuosine34 in tRNA +  reduced acceptor , + O = ,0
883,1.17.99.8,(R)-limonene + H2O + acceptor = (+)-perillyl alcohol + reduced acceptor ,CC1=CC[C@@H](CC1)C(=C)C + O = CC(=C)[C@@H]1CCC(=CC1)CO,0
