index,EC,reaction,smiles,fully_covered
1034,1.13.12.18,Dinoflagellate luciferin + O(2) = oxidized dinoflagellate luciferin + H(2)O + light,CCC1=C(NC(=C1C)CC2C(=C(C(=O)N2)C)C=C)CC3=C(C4=C(N3)/C(=C\5/[C@H]([C@@H]([C@H](N5)C(=O)O)C)CCC(=O)O)/CC4=O)C + O=O = CCC1=C(NC(=C1C)CC2C(=C(C(=O)N2)C)C=C)CC3=C(C4=C(N3)/C(=C\5/[C@H]([C@@H]([C@H](N5)C(=O)O)C)CCC(=O)O)/C(=O)C4=O)C + O,0
1035,1.13.12.19,2-oxoglutarate + O(2) = ethylene + 3 CO(2) + H(2)O,C(CC(=O)O)C(=O)C(=O)O + O=O = C=C + 3 C(=O)=O + O,1
1036,1.13.12.20,Norsolorinic acid anthrone + O(2) = norsolorinic acid + H(2)O,CCCCCC(=O)C1=C(C=C2CC3=C(C(=CC(=C3)O)O)C(=O)C2=C1O)O + O=O = CCCCCC(=O)C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O + O,1
1037,1.13.12.21,Tetracenomycin F1 + O(2) = tetracenomycin D3 + H(2)O,CC1=C(C(=CC2=CC3=C(C(=C12)O)C(=O)C4=C(C3)C=C(C=C4O)O)O)C(=O)O + O=O = CC1=C(C(=CC2=CC3=C(C(=C12)O)C(=O)C4=C(C3=O)C=C(C=C4O)O)O)C(=O)O + O,1
1038,1.13.12.22,Deoxynogalonate + O(2) = nogalonate + H(2)O,CC(=O)CC(=O)C1=C(C=C2CC3=C(C(=CC=C3)O)C(=O)C2=C1O)CC(=O)[O-] + O=O = CC(=O)CC(=O)C1=C(C2=C(C=C1CC(=O)O)C(=O)C3=C(C2=O)C(=CC=C3)O)O + O,1
1039,1.13.12.23,4-hydroxy-3-prenylmandelate + O(2) = 4-hydroxy-3-prenylbenzoate + CO(2) + H(2)O,CC(=CCC1=C(C=CC(=C1)C(C(=O)[O-])O)O)C + O=O = CC(=CCC1=C(C=CC(=C1)C(=O)O)[O-])C + C(=O)=O + O,1
1040,1.13.99.1,Myo-inositol + O(2) = D-glucuronate + H(2)O,C1(C(C(C(C(C1O)O)O)O)O)O + O=O = [C@@H]1([C@@H]([C@H](OC([C@@H]1O)O)C(=O)O)O)O + O,1
1041,1.14.11.1,4-trimethylammoniobutanoate + 2-oxoglutarate + O(2) = 3-hydroxy-4-trimethylammoniobutanoate + succinate + CO(2),C[N+](C)(C)CCCC(=O)[O-] + C(CC(=O)O)C(=O)C(=O)O + O=O = C[N+](C)(C)CC(CC(=O)O)O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1042,1.14.11.2,L-proline-[procollagen] + 2-oxoglutarate + O(2) = trans-4-hydroxy-L-proline-[procollagen] + succinate + CO(2),C(CC(=O)O)C(=O)C(=O)O + O=O = C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,0
1043,1.14.11.4,"L-lysine-[procollagen] + 2-oxoglutarate + O(2) = (2S,5R)-5-hydroxy-L-lysine-[procollagen] + succinate + CO(2)",C(CC(=O)O)C(=O)C(=O)O + O=O = C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,0
1044,1.14.11.6,Thymine + 2-oxoglutarate + O(2) = 5-hydroxymethyluracil + succinate + CO(2),CC1=CNC(=O)NC1=O + C(CC(=O)O)C(=O)C(=O)O + O=O = C1=C(C(=O)NC(=O)N1)CO + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1045,1.14.11.7,L-proline-[procollagen] + 2-oxoglutarate + O(2) = trans-3-hydroxy-L-proline-[procollagen] + succinate + CO(2),C(CC(=O)O)C(=O)C(=O)O + O=O = C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,0
1046,1.14.11.8,"N(6),N(6),N(6)-trimethyl-L-lysine + 2-oxoglutarate + O(2) = (3S)-3-hydroxy-N(6),N(6),N(6)-trimethyl-L-lysine + succinate + CO(2)",C[N+](C)(C)CCCC[C@@H](C(=O)O)N + C(CC(=O)O)C(=O)C(=O)O + O=O = C[N+](C)(C)CCC[C@@H]([C@@H](C(=O)[O-])[NH3+])O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1047,1.14.11.9,"A (2S)-flavan-4-one + 2-oxoglutarate + O(2) = a (2R,3R)-dihydroflavonol + succinate + CO(2)",C(CC(=O)O)C(=O)C(=O)O + O=O = C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,0
1048,1.14.11.11,L-hyoscyamine + 2-oxoglutarate + O(2) = (6S)-hydroxyhyoscyamine + succinate + CO(2),CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3 + C(CC(=O)O)C(=O)C(=O)O + O=O = CN1C2C[C@@H](CC1C(C2)O)OC(=O)C(CO)C3=CC=CC=C3 + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1050,1.14.11.15,Gibberellin 20 + 2-oxoglutarate + O(2) = gibberellin 1 + succinate + CO(2),CC12CCC[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O + C(CC(=O)O)C(=O)C(=O)O + O=O = CC12[C@H](CC[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1051,1.14.11.16,Peptide L-aspartate + 2-oxoglutarate + O(2) = peptide 3-hydroxy-L-aspartate + succinate + CO(2),C(CC(=O)O)C(=O)C(=O)O + O=O = C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,0
1052,1.14.11.17,Taurine + 2-oxoglutarate + O(2) = sulfite + aminoacetaldehyde + succinate + CO(2),C(CS(=O)(=O)O)N + C(CC(=O)O)C(=O)C(=O)O + O=O = [O-]S(=O)[O-] + C(C=O)N + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1053,1.14.11.18,Phytanoyl-CoA + 2-oxoglutarate + O(2) = 2-hydroxyphytanoyl-CoA + succinate + CO(2),C[C@H](CCC[C@H](C)CCCC(C)C)CCC[C@H](C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O + C(CC(=O)O)C(=O)C(=O)O + O=O = C[C@H](CCC[C@H](C)CCCC(C)C)CCC[C@H](C)C(C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1054,1.14.11.20,Deacetoxyvindoline + 2-oxoglutarate + O(2) = deacetylvindoline + succinate + CO(2),CC[C@]12C[C@@]([C@H]3[C@@]4([C@H]1N(CC4)CC=C2)C5=C(N3C)C=C(C=C5)OC)(C(=O)OC)O + C(CC(=O)O)C(=O)C(=O)O + O=O = CC[C@@]12C=CCN3[C@@H]1[C@]4(CC3)[C@H]([C@]([C@@H]2O)(C(=O)OC)O)N(C5=C4C=CC(=C5)OC)C + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1055,1.14.11.21,Deoxyamidinoproclavaminate + 2-oxoglutarate + O(2) = amidinoproclavaminate + succinate + CO(2),C1CN(C1=O)[C@@H](CCCN=C(N)N)C(=O)O + C(CC(=O)O)C(=O)C(=O)O + O=O = C1CN(C1=O)[C@@H]([C@@H](CCN=C(N)N)O)C(=O)O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1056,1.14.11.21,Proclavaminate + 2-oxoglutarate + O(2) = dihydroclavaminate + succinate + CO(2) + H(2)O,C1CN(C1=O)[C@@H]([C@@H](CCN)O)C(=O)O + C(CC(=O)O)C(=O)C(=O)O + O=O = C1[C@H]2N(C1=O)[C@@H]([C@H](O2)CC[NH3+])C(=O)[O-] + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O + O,1
1057,1.14.11.21,Dihydroclavaminate + 2-oxoglutarate + O(2) = clavaminate + succinate + CO(2) + H(2)O,C1[C@H]2N(C1=O)[C@@H]([C@H](O2)CC[NH3+])C(=O)[O-] + C(CC(=O)O)C(=O)C(=O)O + O=O = C1[C@H]2N(C1=O)[C@@H](/C(=C/C[NH3+])/O2)C(=O)[O-] + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O + O,1
1058,1.14.11.24,2'-deoxymugineic acid + 2-oxoglutarate + O(2) = mugineic acid + succinate + CO(2),C1CN([C@@H]1C(=O)O)CC[C@@H](C(=O)O)NCC[C@@H](C(=O)O)O + C(CC(=O)O)C(=O)C(=O)O + O=O = C1CN([C@@H]1C(=O)O)C[C@@H]([C@@H](C(=O)O)NCC[C@@H](C(=O)O)O)O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1059,1.14.11.25,Mugineic acid + 2-oxoglutarate + O(2) = 3-epihydroxymugineic acid + succinate + CO(2),C1CN([C@@H]1C(=O)O)C[C@@H]([C@@H](C(=O)O)NCC[C@@H](C(=O)O)O)O + C(CC(=O)O)C(=O)C(=O)O + O=O = C1[C@@H]([C@H](N1C[C@@H]([C@@H](C(=O)O)NCC[C@@H](C(=O)O)O)O)C(=O)O)O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1060,1.14.11.25,2'-deoxymugineic acid + 2-oxoglutarate + O(2) = 3-epihydroxy-2'-deoxymugineic acid + succinate + CO(2),C1CN([C@@H]1C(=O)O)CC[C@@H](C(=O)O)NCC[C@@H](C(=O)O)O + C(CC(=O)O)C(=O)C(=O)O + O=O = C1[C@@H]([C@H](N1CC[C@@H](C(=O)O)NCC[C@@H](C(=O)O)O)C(=O)O)O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1061,1.14.11.26,Deacetoxycephalosporin C + 2-oxoglutarate + O(2) = deacetylcephalosporin C + succinate + CO(2),CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)SC1)C(=O)O + C(CC(=O)O)C(=O)C(=O)O + O=O = C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)C(=O)O)CO + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1062,1.14.11.27,"A [histone H3]-N(6),N(6)-dimethyl-L-lysine(36) + 2 2-oxoglutarate + 2 O(2) = a [histone H3]-L-lysine(36) + 2 succinate + 2 formaldehyde + 2 CO(2)",2 C(CC(=O)O)C(=O)C(=O)O + 2 O=O = 2 C(CC(=O)[O-])C(=O)[O-] + 2 C=O + 2 C(=O)=O,0
1063,1.14.11.28,L-proline + 2-oxoglutarate + O(2) = cis-3-hydroxy-L-proline + succinate + CO(2),C1C[C@H](NC1)C(=O)O + C(CC(=O)O)C(=O)C(=O)O + O=O = C1CN[C@@H]([C@@H]1O)C(=O)O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1064,1.14.11.29,Hypoxia-inducible factor-L-proline + 2-oxoglutarate + O(2) = hypoxia-inducible factor-trans-4-hydroxy-L-proline + succinate + CO(2),C(CC(=O)O)C(=O)C(=O)O + O=O = C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,0
1065,1.14.11.30,Hypoxia-inducible factor-L-asparagine + 2-oxoglutarate + O(2) = hypoxia-inducible factor-(3S)-3-hydroxy-L-asparagine + succinate + CO(2),C(CC(=O)O)C(=O)C(=O)O + O=O = C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,0
1066,1.14.11.31,Thebaine + 2-oxoglutarate + O(2) = neopinone + formaldehyde + succinate + CO(2),CN1CC[C@]23[C@@H]4C(=CC=C2[C@H]1CC5=C3C(=C(C=C5)OC)O4)OC + C(CC(=O)O)C(=O)C(=O)O + O=O = CN1CC[C@]23[C@@H]4C(=O)CC=C2[C@H]1CC5=C3C(=C(C=C5)OC)O4 + C=O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1067,1.14.11.32,Codeine + 2-oxoglutarate + O(2) = morphine + formaldehyde + succinate + CO(2),CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O + C(CC(=O)O)C(=O)C(=O)O + O=O = CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O + C=O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1068,1.14.11.33,DNA-base-CH(3) + 2-oxoglutarate + O(2) = DNA-base + formaldehyde + succinate + CO(2),C(CC(=O)O)C(=O)C(=O)O + O=O = C=O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,0
1070,1.14.11.36,Pentalenolactone D + 2 2-oxoglutarate + 2 O(2) = pentalenolactone F + 2 succinate + 2 CO(2) + H(2)O,C[C@@H]1C(=O)OC[C@@H]2[C@]13CC(C[C@H]3C=C2C(=O)O)(C)C + 2 C(CC(=O)O)C(=O)C(=O)O + 2 O=O = CC1(C[C@H]2C=C([C@H]3[C@]2(C1)[C@@]4(CO4)C(=O)OC3)C(=O)O)C + 2 C(CC(=O)[O-])C(=O)[O-] + 2 C(=O)=O + O,1
1071,1.14.11.37,Kanamycin B + 2-oxoglutarate + O(2) = 2'-dehydrokanamycin A + succinate + NH(3) + CO(2),C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)N)N + C(CC(=O)O)C(=O)C(=O)O + O=O = C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2C(=O)[C@H]([C@@H]([C@H](O2)CN)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N + C(CC(=O)[O-])C(=O)[O-] + N + C(=O)=O,1
1072,1.14.11.38,Fumitremorgin B + 2-oxoglutarate + 2 O(2) + AH(2) = verruculogen + succinate + CO(2) + H(2)O + A,CC(=CCN1C2=C(C=CC(=C2)OC)C3=C1[C@@H](N4C(=O)[C@@H]5CCCN5C(=O)[C@@]4([C@H]3O)O)C=C(C)C)C + C(CC(=O)O)C(=O)C(=O)O + 2 O=O = CC(=C[C@@H]1N2C3=C(C=CC(=C3)OC)C4=C2[C@H](CC(OO1)(C)C)N5C(=O)[C@@H]6CCCN6C(=O)[C@@]5([C@H]4O)O)C + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O + O,0
1073,1.14.11.39,"L-asparagine + 2-oxoglutarate + O(2) = (2S,3S)-3-hydroxyasparagine + succinate + CO(2)",C([C@@H](C(=O)O)N)C(=O)N + C(CC(=O)O)C(=O)C(=O)O + O=O = [C@H]([C@@H](C(=O)N)O)(C(=O)O)N + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1074,1.14.11.40,L-enduracididine + 2-oxoglutarate + O(2) = (3S)-3-hydroxy-L-enduracididine + succinate + CO(2),C1[C@H](NC(=N1)N)C[C@@H](C(=O)O)N + C(CC(=O)O)C(=O)C(=O)O + O=O = C1[C@H](N=C(N1)N)[C@@H]([C@@H](C(=O)O)N)O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1075,1.14.11.41,L-arginine + 2-oxoglutarate + O(2) = (3S)-3-hydroxy-L-arginine + succinate + CO(2),C(C[C@@H](C(=O)O)N)CN=C(N)N + C(CC(=O)O)C(=O)C(=O)O + O=O = C(CN=C(N)N)[C@@H]([C@@H](C(=O)O)N)O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1076,1.14.11.42,7-(3-amino-3-carboxypropyl)wyosine(37) in tRNA(Phe) + 2-oxoglutarate + O(2) = 7-(2-hydroxy-3-amino-3-carboxypropyl)wyosine(37) in tRNA(Phe) + succinate + CO(2),C(CC(=O)O)C(=O)C(=O)O + O=O = C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,0
1077,1.14.11.43,(S)-2-(4-chloro-2-methylphenoxy)propanoate + 2-oxoglutarate + O(2) = 4-chloro-2-methylphenol + pyruvate + succinate + CO(2),CC1=C(C=CC(=C1)Cl)O[C@@H](C)C(=O)[O-] + C(CC(=O)O)C(=O)C(=O)O + O=O = CC1=C(C=CC(=C1)Cl)O + CC(=O)C(=O)[O-] + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1078,1.14.11.43,"(S)-(2,4-dichlorophenoxy)propanoate + 2-oxoglutarate + O(2) = 2,4-dichlorophenol + pyruvate + succinate + CO(2)",C[C@@H](C(=O)O)OC1=C(C=C(C=C1)Cl)Cl + C(CC(=O)O)C(=O)C(=O)O + O=O = C1=CC(=C(C=C1Cl)Cl)O + CC(=O)C(=O)[O-] + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1079,1.14.11.44,(R)-2-(4-chloro-2-methylphenoxy)propanoate + 2-oxoglutarate + O(2) = 4-chloro-2-methylphenol + pyruvate + succinate + CO(2),CC1=C(C=CC(=C1)Cl)O[C@H](C)C(=O)[O-] + C(CC(=O)O)C(=O)C(=O)O + O=O = CC1=C(C=CC(=C1)Cl)O + CC(=O)C(=O)[O-] + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1080,1.14.11.44,"(R)-(2,4-dichlorophenoxy)propanoate + 2-oxoglutarate + O(2) = 2,4-dichlorophenol + pyruvate + succinate + CO(2)",C[C@H](C(=O)O)OC1=C(C=C(C=C1)Cl)Cl + C(CC(=O)O)C(=O)C(=O)O + O=O = C1=CC(=C(C=C1Cl)Cl)O + CC(=O)C(=O)[O-] + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1081,1.14.11.45,L-isoleucine + 2-oxoglutarate + O(2) = (4S)-4-hydroxy-L-isoleucine + succinate + CO(2),CC[C@H](C)[C@@H](C(=O)O)N + C(CC(=O)O)C(=O)C(=O)O + O=O = C[C@@H]([C@H](C)O)[C@@H](C(=O)O)N + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1082,1.14.11.46,(2-aminoethyl)phosphonate + 2-oxoglutarate + O(2) = (2-amino-1-hydroxyethyl)phosphonate + succinate + CO(2),C(CP(=O)(O)O)N + C(CC(=O)O)C(=O)C(=O)O + O=O = C(C(O)P(=O)(O)O)N + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1083,1.14.11.47,[50S ribosomal protein L16]-L-Arg(81) + 2-oxoglutarate + O(2) = [50S ribosomal protein L16]-(3R)-3-hydroxy-L-Arg(81) + succinate + CO(2),C(CC(=O)O)C(=O)C(=O)O + O=O = C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,0
1084,1.14.11.48,Xanthine + 2-oxoglutarate + O(2) = urate + succinate + CO(2),C1=NC2=C(N1)C(=O)NC(=O)N2 + C(CC(=O)O)C(=O)C(=O)O + O=O = C12=C(NC(=O)N1)NC(=O)NC2=O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1085,1.14.11.49,UMP + 2-oxoglutarate + O(2) = 5'-dehydrouridine + succinate + CO(2) + phosphate,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O + C(CC(=O)O)C(=O)C(=O)O + O=O = C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)C=O)O)O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O + [O-]P(=O)([O-])[O-],1
1086,1.14.11.51,N(6)-methyladenine in DNA + 2-oxoglutarate + O(2) = adenine in DNA + formaldehyde + succinate + CO(2),C(CC(=O)O)C(=O)C(=O)O + O=O = C=O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,0
1087,1.14.11.52,Validamycin A + 2-oxoglutarate + O(2) = validamycin B + succinate + CO(2),C1[C@@H]([C@H]([C@@H]([C@H]([C@H]1N[C@H]2C=C([C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO + C(CC(=O)O)C(=O)C(=O)O + O=O = C1=C([C@H]([C@@H]([C@H]([C@H]1N[C@H]2[C@@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO)O)O)O)O)CO + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1088,1.14.11.53,N(6)-methyladenosine in mRNA + 2-oxoglutarate + O(2) = adenosine in mRNA + formaldehyde + succinate + CO(2),C(CC(=O)O)C(=O)C(=O)O + O=O = C=O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,0
1089,1.14.11.54,N(1)-methyladenine in mRNA + 2-oxoglutarate + O(2) = adenine in mRNA + formaldehyde + succinate + CO(2),C(CC(=O)O)C(=O)C(=O)O + O=O = C=O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,0
1090,1.14.11.55,Ectoine + 2-oxoglutarate + O(2) = 5-hydroxyectoine + succinate + CO(2),CC1=NCC[C@H](N1)C(=O)O + C(CC(=O)O)C(=O)C(=O)O + O=O = CC1=NC[C@@H]([C@H](N1)C(=O)O)O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1091,1.14.11.56,L-proline + 2-oxoglutarate + O(2) = cis-4-hydroxy-L-proline + succinate + CO(2),C1C[C@H](NC1)C(=O)O + C(CC(=O)O)C(=O)C(=O)O + O=O = C1[C@@H](CN[C@@H]1C(=O)O)O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1092,1.14.11.57,L-proline + 2-oxoglutarate + O(2) = trans-4-hydroxy-L-proline + succinate + CO(2),C1C[C@H](NC1)C(=O)O + C(CC(=O)O)C(=O)C(=O)O + O=O = C1[C@H](CN[C@@H]1C(=O)O)O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1093,1.14.11.59,"(2R)-4-hydroxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl beta-D-glucopyranoside + 2-oxoglutarate + O(2) = (2R)-4,7-dihydroxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl beta-D-glucopyranoside + succinate + CO(2) + H(2)O",C1=CC=C2C(=C1)N(C(=O)[C@H](O2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O + C(CC(=O)O)C(=O)C(=O)O + O=O = C1=CC2=C(C=C1O)O[C@@H](C(=O)N2O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O + O,1
1094,1.14.11.60,Scopoletin + 2-oxoglutarate + O(2) = fraxetin + succinate + CO(2),COC1=C(C=C2C(=C1)C=CC(=O)O2)O + C(CC(=O)O)C(=O)C(=O)O + O=O = COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1095,1.14.11.61,Trans-feruloyl-CoA + 2-oxoglutarate + O(2) = trans-6-hydroxy-feruloyl-CoA + succinate + CO(2),CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C=C4)O)OC)O + C(CC(=O)O)C(=O)C(=O)O + O=O = C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,0
1096,1.14.11.62,"Trans-4-coumaroyl-CoA + 2-oxoglutarate + O(2) = 2,4-dihydroxy-trans-cinnamoyl-CoA + succinate + CO(2)",CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC=C(C=C4)O)O + C(CC(=O)O)C(=O)C(=O)O + O=O = C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,0
1097,1.14.11.63,A [protein]-L-lysine + 2-oxoglutarate + O(2) = a [protein]-(3S)-hydroxy-L-lysine + succinate + CO(2),C(CC(=O)O)C(=O)C(=O)O + O=O = C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,0
1098,1.14.11.64,Glutarate + 2-oxoglutarate + O(2) = (S)-2-hydroxyglutarate + succinate + CO(2),C(CC(=O)O)CC(=O)O + C(CC(=O)O)C(=O)C(=O)O + O=O = C(CC(=O)O)[C@@H](C(=O)O)O + C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,1
1099,1.14.11.65,"A [histone H3]-N(6),N(6)-dimethyl-L-lysine(9) + 2 2-oxoglutarate + 2 O(2) = a [histone H3]-L-lysine(9) + 2 succinate + 2 formaldehyde + 2 CO(2)",2 C(CC(=O)O)C(=O)C(=O)O + 2 O=O = 2 C(CC(=O)[O-])C(=O)[O-] + 2 C=O + 2 C(=O)=O,0
1100,1.14.11.66,"A [histone H3]-N(6),N(6),N(6)-trimethyl-L-lysine(9) + 2 2-oxoglutarate + 2 O(2) = a [histone H3]-N(6)-methyl-L-lysine(9) + 2 succinate + 2 formaldehyde + 2 CO(2)",2 C(CC(=O)O)C(=O)C(=O)O + 2 O=O = 2 C(CC(=O)[O-])C(=O)[O-] + 2 C=O + 2 C(=O)=O,0
1101,1.14.11.67,"A [histone H3]-N(6),N(6),N(6)-trimethyl-L-lysine(4) + 3 2-oxoglutarate + 3 O(2) = a [histone H3]-L-lysine(4) + 3 succinate + 3 formaldehyde + 3 CO(2)",3 C(CC(=O)O)C(=O)C(=O)O + 3 O=O = 3 C(CC(=O)[O-])C(=O)[O-] + 3 C=O + 3 C(=O)=O,0
1102,1.14.11.68,"A [histone H3]-N(6),N(6),N(6)-trimethyl-L-lysine(27) + 2 2-oxoglutarate + 2 O(2) = a [histone H3]-N(6)-methyl-L-lysine(27) + 2 succinate + 2 formaldehyde + 2 CO(2)",2 C(CC(=O)O)C(=O)C(=O)O + 2 O=O = 2 C(CC(=O)[O-])C(=O)[O-] + 2 C=O + 2 C(=O)=O,0
1103,1.14.11.69,"A [histone H3]-N(6),N(6),N(6)-trimethyl-L-lysine(36) + 2 2-oxoglutarate + 2 O(2) = a [histone H3]-N(6)-methyl-L-lysine(36) + 2 succinate + 2 formaldehyde + 2 CO(2)",2 C(CC(=O)O)C(=O)C(=O)O + 2 O=O = 2 C(CC(=O)[O-])C(=O)[O-] + 2 C=O + 2 C(=O)=O,0
1104,1.14.11.73,[Protein]-L-arginine + 2-oxoglutarate + O(2) = [protein]-(3R)-3-hydroxy-L-arginine + succinate + CO(2),C(CC(=O)O)C(=O)C(=O)O + O=O = C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,0
1105,1.14.11.n2,DNA 5-methylcytosine + 2-oxoglutarate + O(2) = DNA 5-hydroxymethylcytosine + succinate + CO(2),C(CC(=O)O)C(=O)C(=O)O + O=O = C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,0
1106,1.14.11.n4,[Ankyrin-repeat domain protein]-L-histidine + 2-oxoglutarate + O(2) = [ankyrin-repeat domain protein]-(3S)-3-hydroxy-L-histidine + succinate + CO(2),C(CC(=O)O)C(=O)C(=O)O + O=O = C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,0
1107,1.14.11.n4,[Ankyrin-repeat domain protein]-L-asparagine + 2-oxoglutarate + O(2) = [ankyrin-repeat domain protein]-(3S)-3-hydroxy-L-asparagine + succinate + CO(2),C(CC(=O)O)C(=O)C(=O)O + O=O = C(CC(=O)[O-])C(=O)[O-] + C(=O)=O,0
