protein,EC
A4H4P8,1.5.1.3
Q86XF0,1.5.1.3
G4VJD6,1.5.1.3
Q9UUP5,1.5.1.3
Q834R2,1.5.1.3
S5M3K7,1.5.1.3
Q27783,1.5.1.3
Q7BPB0,1.5.1.3
Q27552,1.5.1.3
A0A0S4TER9,1.5.1.3
P30043,1.5.1.30
A2GH85,1.5.1.30
Q01782,1.5.1.33
P42556,1.5.1.33
Q581W1,1.5.1.33
A2TEY0,1.5.1.33
A0A1E1IZ95,1.5.1.33
O09352,1.5.1.33
A4HCP1,1.5.1.33
A4I067,1.5.1.33
P09417,1.5.1.34
Q86A17,1.5.1.34
Q8MJ30,1.5.1.34
Q74HL8,1.5.1.36
Q6F936,1.5.1.36
A1B5I2,1.5.1.36
A0A059UEY0,1.5.1.36
Q74HL7,1.5.1.36
P32370,1.5.1.36
Q8GME2,1.5.1.37
Q81BW8,1.5.1.38
A0A0H2VDD2,1.5.1.39
A5UJ76,1.5.1.40
Q47RA9,1.5.1.40
P29237,1.5.1.42
A9CG66,1.5.1.43
I6U936,1.5.1.44
P0CT21,1.5.1.46
C5B2R8,1.5.1.47
M4ZRJ3,1.5.1.48
Q485S0,1.5.1.49
P11586,1.5.1.5
P13995,1.5.1.5
Q05213,1.5.1.5
Q4Q9F9,1.5.1.5
D3YZG8,1.5.1.5
D3ZUA0,1.5.1.5
P0AFS3,1.5.1.50
A0A0H3K9Y6,1.5.1.51
A0A0H3JT80,1.5.1.52
P42898,1.5.1.53
D4A7E8,1.5.1.53
Q9SE94,1.5.1.54
O80585,1.5.1.54
P0AEZ1,1.5.1.54
H6LBX9,1.5.1.54
A0R6M0,1.5.1.54
A0R6S0,1.5.1.54
Q9SE60,1.5.1.54
A0A0B8QP67,1.5.1.54
Q3SY69,1.5.1.6
O75891,1.5.1.6
E3NZ06,1.5.1.6
P38998,1.5.1.7
A0A089MUZ6,1.5.1.8
C0MP55,1.5.1.9
D8WKY4,1.5.1.9
A0A089MUZ6,1.5.1.9
P40859,1.5.3.1
Q6ITC6,1.5.3.1
Q9SU79,1.5.3.13
A0A0M3VGH5,1.5.3.13
A0A0N7IZL9,1.5.3.13
Q0J290,1.5.3.14
Q9SU79,1.5.3.16
A0A0M3VGH5,1.5.3.16
Q9SKX5,1.5.3.17
Q9SU79,1.5.3.17
P50264,1.5.3.17
A0A0M3VGH5,1.5.3.17
A0A0N7IZL9,1.5.3.17
B1A7S3,1.5.3.22
D2KI28,1.5.3.23
Q93NH4,1.5.3.5
A0A075BSX9,1.5.3.5
A0A075XFI8,1.5.3.5
G4MVI8,1.5.5.1
A9CJL8,1.5.5.1
B4E7H3,1.5.5.1
B4EP03,1.5.5.1
O43272,1.5.5.2
P09546,1.5.5.2
Q72IB8,1.5.5.2
O59089,1.5.5.2
Q8U1G2,1.5.5.2
Q5JFG7,1.5.5.2
Q5JFG2,1.5.5.2
O59445,1.5.5.2
Q8U022,1.5.5.2
Q9WU79,1.5.5.2
Q4CVA1,1.5.5.2
V9XZ65,1.5.5.2
P92983,1.5.5.2
I2D0K8,1.5.5.2
Q9UF12,1.5.5.3
Q8PZ67,1.5.7.2
Q9DBT9,1.5.8.4
Q5RKL4,1.5.8.4
P94951,1.5.98.1
D1JH91,1.5.98.1
A5UMI1,1.5.98.1
Q9UXN9,1.5.98.3
A2TLJ3,1.5.99.12
A0MQ40,1.5.99.12
Q9FUJ1,1.5.99.12
O22213,1.5.99.12
Q9LTS3,1.5.99.12
D3JAJ5,1.5.99.12
E3T1X0,1.5.99.12
E3T1X1,1.5.99.12
E3T1X2,1.5.99.12
I3VIX5,1.5.99.12
E3T1X3,1.5.99.12
Q93NH4,1.5.99.14
Q8PVV3,1.5.99.15
Q57661,1.5.99.15
Q13QT8,1.5.99.15
Q93NH4,1.5.99.4
M4T5L3,1.5.99.4
A0A0Y0MN26,1.5.99.4
P27306,1.6.1.1
Q13423,1.6.1.2
Q24858,1.6.1.2
P07001,1.6.1.2
Q2RSB4,1.6.1.2
A5N5D3,1.6.1.4
Q9X1X4,1.6.1.4
P20070,1.6.2.2
Q7L1T6,1.6.2.2
P83686,1.6.2.2
Q6BCY4,1.6.2.2
A0A178US77,1.6.2.2
P07514,1.6.2.2
F9X691,1.6.2.2
P16435,1.6.2.4
P00388,1.6.2.4
C0LLU5,1.6.2.4
C0LLU4,1.6.2.4
A4ZIT2,1.6.2.4
Q9HDG2,1.6.2.4
P36587,1.6.2.4
P16603,1.6.2.4
F1P2T2,1.6.2.4
R4UB73,1.6.2.4
A8PYK0,1.6.2.4
I1E3I6,1.6.2.4
D6P3J1,1.6.2.4
H2ER12,1.6.2.4
G9JVI0,1.6.2.4
F1DI27,1.6.2.4
B8Y644,1.6.2.4
E0A3A7,1.6.2.4
A0A0N6XHR4,1.6.2.4
B5LAU2,1.6.2.4
A0A0A8KYF2,1.6.2.4
A0A172R1D8,1.6.2.4
A0A0D5BVX3,1.6.2.4
A0A034WP73,1.6.2.4
A0A0K0PSZ5,1.6.2.4
Q9SB48,1.6.2.4
O61213,1.6.3.1
A7BI57,1.6.3.1
A7BI58,1.6.3.1
A7BI59,1.6.3.1
A7BI60,1.6.3.1
Q9FIJ0,1.6.3.1
Q924V1,1.6.3.1
F4ZCJ9,1.6.3.1
Q5JFZ8,1.6.3.1
K9WT99,1.6.3.1
A0A145P6Q3,1.6.3.1
B2G3S1,1.6.3.2
Q7M4I9,1.6.3.2
O29852,1.6.3.3
O66266,1.6.3.3
O58049,1.6.3.3
O29985,1.6.3.3
O29794,1.6.3.3
Q8E5N5,1.6.3.4
Q54453,1.6.3.4
Q2WFW5,1.6.3.4
Q8KRG4,1.6.3.4
A2RIB7,1.6.3.4
F6IXY6,1.6.3.4
Q5U2W9,1.6.3.5
A7RDN6,1.6.3.5
Q48MT7,1.6.3.5
P23457,1.6.5.10
Q8CHK7,1.6.5.2
Q64669,1.6.5.2
Q5EI63,1.6.5.2
P05982,1.6.5.2
Q07923,1.6.5.2
P39315,1.6.5.2
Q9LK88,1.6.5.2
A1B9E3,1.6.5.2
A8JI60,1.6.5.2
Q9Y763,1.6.5.2
Q729F0,1.6.5.2
Q9LK94,1.6.5.4
C3VPH7,1.6.5.4
E2RWY5,1.6.5.4
B3EYD3,1.6.5.4
Q66PF9,1.6.5.4
K4HRS2,1.6.5.4
Q49B52,1.6.5.4
Q652L6,1.6.5.4
A0A0A7R8U8,1.6.5.4
Q9ZSC6,1.6.5.4
B6VJL9,1.6.5.4
Q56D13,1.6.5.5
Q8L3C8,1.6.5.5
A0A0H3JVE7,1.6.5.5
C1I202,1.6.5.6
P32340,1.6.5.9
F2Z699,1.6.5.9
F5L3B8,1.6.5.9
Q2TJB8,1.6.99.1
B1B5E3,1.7.1.1
B1B5E4,1.7.1.1
P17571,1.7.1.1
Q7MVY0,1.7.1.10
Q9KTK0,1.7.1.13
Q46920,1.7.1.13
P0A9I8,1.7.1.15
Q6WRS9,1.7.1.15
Q5XW77,1.7.1.16
Q3I3W6,1.7.1.16
Q6DLR9,1.7.1.16
Q5FSN8,1.7.1.16
Q01234,1.7.1.16
Q831B2,1.7.1.17
P41407,1.7.1.17
Q9X4K2,1.7.1.17
A0A1B1KJ01,1.7.1.17
Q0WXX2,1.7.1.17
Q88IY3,1.7.1.17
Q9KJ87,1.7.1.2
P08619,1.7.1.3
C0STY1,1.7.1.6
Q8RR37,1.7.1.6
O07529,1.7.1.6
Q50H63,1.7.1.6
Q831B2,1.7.1.6
Q9FAW5,1.7.1.6
Q8X9S9,1.7.1.6
D0EFL2,1.7.1.6
P41407,1.7.1.6
B3VPZ9,1.7.1.6
C0STY0,1.7.1.6
Q9I5F3,1.7.1.6
D5HN83,1.7.1.6
Q8E990,1.7.1.6
Q8YV76,1.7.1.6
A0A4V6LLF0,1.7.1.6
Q9X4K2,1.7.1.6
Q8EBE0,1.7.1.6
G1JTZ7,1.7.1.6
A0A073KHN9,1.7.1.6
Q838N5,1.7.1.6
Q57ZS7,1.7.1.7
P36959,1.7.1.7
Q4QEB3,1.7.1.7
G0UMT0,1.7.1.7
A9XR52,1.7.2.1
P38501,1.7.2.1
Q9JYE1,1.7.2.1
P72181,1.7.2.1
P24040,1.7.2.1
P25006,1.7.2.1
P24474,1.7.2.1
A4TUE6,1.7.2.1
D0RAY2,1.7.2.1
A0A077M3S9,1.7.2.1
A0A077MDD6,1.7.2.1
A0A090F2L3,1.7.2.1
A4IL26,1.7.2.1
A0A2C9EU40,1.7.2.1
I3X948,1.7.2.1
Q5VT66,1.7.2.1
A0A021X0B0,1.7.2.1
Q969Z3,1.7.2.1
A0A085FMZ3,1.7.2.1
Q5L1X8,1.7.2.1
G7ZE78,1.7.2.1
M4Z2Q6,1.7.2.1
P0ABK9,1.7.2.2
Q9S1E5,1.7.2.2
Q8VNU2,1.7.2.2
Q8EAC7,1.7.2.2
Q8EHC7,1.7.2.2
L0DSL2,1.7.2.2
A7GXH2,1.7.2.2
Q8EHI9,1.7.2.3
Q51705,1.7.2.4
P94127,1.7.2.4
Q19Q69,1.7.2.4
P19573,1.7.2.4
Q89XJ6,1.7.2.4
M1QGM4,1.7.2.4
H9A6G9,1.7.2.4
Q12M27,1.7.2.4
Q59646,1.7.2.5
D5GU63,1.7.2.5
Q51662,1.7.2.5
O50651,1.7.2.5
Q50925,1.7.2.6
M5DCM0,1.7.2.6
Q1Q0T2,1.7.2.7
G9ITI7,1.7.2.7
A9ZRZ6,1.7.2.8
A0P951,1.7.2.8
Q1PX48,1.7.2.9
Q9FDD4,1.7.3.1
B2AM55,1.7.3.1
P16164,1.7.3.3
Q17J02,1.7.3.3
C5HDG5,1.7.3.3
Q3S563,1.7.3.3
Q3S562,1.7.3.3
Q3S561,1.7.3.3
Q3S560,1.7.3.3
D0VWQ1,1.7.3.3
Q5FZI9,1.7.3.3
P78609,1.7.3.3
A0A0B4N4Y1,1.7.3.3
Q82V11,1.7.3.6
P09152,1.7.5.1
P9WJQ3,1.7.5.1
P11349,1.7.5.1
P11350,1.7.5.1
Q76KB0,1.7.7.1
Q76KA9,1.7.7.1
Q72EF3,1.7.7.1
A8J4P1,1.7.7.1
M1URK1,1.7.7.1
M1V771,1.7.7.1
Q55366,1.7.7.1
M0HXK1,1.7.7.2
Q9R6U4,1.7.7.2
A7GXH2,1.7.99.1
A4HSF7,1.8.1.12
Q0GU43,1.8.1.12
E9AKE1,1.8.1.12
V5AJG2,1.8.1.12
Q389T8,1.8.1.12
Q9HSN0,1.8.1.13
O52582,1.8.1.14
O58308,1.8.1.14
Q2FIA5,1.8.1.14
P9WHH3,1.8.1.15
P38038,1.8.1.2
P17846,1.8.1.2
A0A0N9HPS7,1.8.1.20
A5N930,1.8.1.4
A4V929,1.8.1.4
P50970,1.8.1.4
Q8VPK7,1.8.1.4
P11959,1.8.1.4
Q8MUB0,1.8.1.4
P9WHH9,1.8.1.4
B6F1A8,1.8.1.4
P09622,1.8.1.4
Q8NTE1,1.8.1.4
Q9I3D1,1.8.1.4
Q0KBV8,1.8.1.4
P9WHH8,1.8.1.4
A0A0K9R8G5,1.8.1.4
A0A0H2Z9F5,1.8.1.4
A0A0H2ZHZ0,1.8.1.4
A0A0H2ZB32,1.8.1.4
Q9M5K2,1.8.1.4
P0A9P0,1.8.1.4
Q56839,1.8.1.5
Q9BRA2,1.8.1.6
P80461,1.8.1.7
P00390,1.8.1.7
P41921,1.8.1.7
Q7XEM9,1.8.1.7
P42770,1.8.1.7
A0A068EUE1,1.8.1.7
Q93379,1.8.1.7
Q43154,1.8.1.7
D5LPR3,1.8.1.7
Q59NQ5,1.8.1.7
F1LRE1,1.8.1.7
O58857,1.8.1.8
Q9DC23,1.8.1.8
Q8TQ93,1.8.1.8
Q72KI9,1.8.1.8
B6YTB7,1.8.1.8
A9LN30,1.8.1.9
B9A1H3,1.8.1.9
Q70G58,1.8.1.9
Q9Z0J5,1.8.1.9
B9ZYY5,1.8.1.9
D7PBZ6,1.8.1.9
Q8VX47,1.8.1.9
Q5KTZ6,1.8.1.9
Q86VQ6,1.8.1.9
P0A9P4,1.8.1.9
B0FXK2,1.8.1.9
G5DA76,1.8.1.9
Q72SB4,1.8.1.9
B0SKV7,1.8.1.9
Q8YYV6,1.8.1.9
O22229,1.8.1.9
W8VNN5,1.8.1.9
W8VZ54,1.8.1.9
W8VVL6,1.8.1.9
A0A0Q3NCX3,1.8.1.9
B6YUA8,1.8.1.9
A7AW73,1.8.1.9
P07850,1.8.2.1
Q9LA16,1.8.2.1
Q8KDN1,1.8.2.1
B7J3E3,1.8.2.2
D3RVD4,1.8.2.2
W0DW89,1.8.2.2
Q8GPG1,1.8.2.4
Q8GPG4,1.8.2.4
Q8GPG3,1.8.2.4
W0DW89,1.8.2.5
Q47BB8,1.8.2.6
A5V4U9,1.8.3.1
A5H1Q7,1.8.3.1
P51687,1.8.3.1
P07850,1.8.3.1
F7X8Y3,1.8.3.1
C5HG86,1.8.3.1
B9GJT3,1.8.3.1
I1I8W3,1.8.3.1
Q65163,1.8.3.2
Q8GXX0,1.8.3.2
Q12284,1.8.3.2
Q6ZRP7,1.8.3.2
P27882,1.8.3.2
P55789,1.8.3.2
Q2U4P3,1.8.3.2
Q585M6,1.8.3.2
Q2UA33,1.8.3.2
Q8W4J3,1.8.3.2
Q3TMX7,1.8.3.2
Q8JGM4,1.8.3.2
F1P458,1.8.3.2
Q501L2,1.8.3.2
B0UXN0,1.8.3.2
F1QJL3,1.8.3.2
C3ZHZ6,1.8.3.2
B3RPG3,1.8.3.2
B7PLS2,1.8.3.2
E9HEH3,1.8.3.2
A0A088A7I5,1.8.3.2
Q9VD61,1.8.3.2
C0PVB3,1.8.3.2
Q7JQR3,1.8.3.2
Q9VD62,1.8.3.2
Q25B82,1.8.3.2
C1MIM3,1.8.3.2
I0YJW9,1.8.3.2
D8TF00,1.8.3.2
Q9ZU40,1.8.3.2
P41480,1.8.3.2
Q2UA33,1.8.3.3
Q9UHG3,1.8.3.5
Q9CQF9,1.8.3.5
I6Y8I5,1.8.3.7
Q9F3C7,1.8.3.7
Q9RFS6,1.8.4.10
Q8L5D0,1.8.4.10
Q923M1,1.8.4.11
Q9JWM8,1.8.4.11
P0A744,1.8.4.11
Q9AL99,1.8.4.11
P9WJM5,1.8.4.11
G3JX11,1.8.4.11
P54153,1.8.4.11
A8MI53,1.8.4.11
S5PLQ5,1.8.4.11
Q4QIH2,1.8.4.11
Q73PT7,1.8.4.11
A0A0B6CP33,1.8.4.11
Q8NLL5,1.8.4.11
O26807,1.8.4.12
Q8P4Q6,1.8.4.12
Q9JWM8,1.8.4.12
B7S5L1,1.8.4.12
Q9JLC3,1.8.4.12
Q73PT7,1.8.4.12
J9USB3,1.8.4.12
C6TFD8,1.8.4.12
C6SVM8,1.8.4.12
A0A0F7Q005,1.8.4.12
K9ZU05,1.8.4.12
A0A1Q1NIG3,1.8.4.12
A0A1Q1NIA7,1.8.4.12
A0A1Q1NIA4,1.8.4.12
A0A0B3VNT0,1.8.4.12
P76270,1.8.4.14
A0A0Y6TLH6,1.8.4.14
Q9HJW5,1.8.4.14
P0AEG4,1.8.4.15
P36655,1.8.4.16
A0A088FMA5,1.8.4.2
O25017,1.8.4.2
A0A0M3KL32,1.8.4.2
Q6NFK7,1.8.4.2
A8JHA9,1.8.4.2
A8JH05,1.8.4.2
A8HN52,1.8.4.2
A8I7Q4,1.8.4.2
A8IYH1,1.8.4.2
P17854,1.8.4.8
P92981,1.8.4.9
P78417,1.8.5.1
Q84UH4,1.8.5.1
B2ZHM6,1.8.5.1
E2RWY6,1.8.5.1
D2CGD4,1.8.5.1
J9WQY6,1.8.5.1
J9WN12,1.8.5.1
J9WNR5,1.8.5.1
A8I0K9,1.8.5.1
U5XYA0,1.8.5.1
Q65XA0,1.8.5.1
Q9FWR4,1.8.5.1
R9QAK3,1.8.5.1
A8JHA9,1.8.5.1
A8IYH1,1.8.5.1
Q52675,1.8.5.3
P18775,1.8.5.3
Q9KI50,1.8.5.4
Q52722,1.8.5.4
B7JBP8,1.8.5.4
O94284,1.8.5.4
O67931,1.8.5.4
Q9Y6N5,1.8.5.4
B0BMT9,1.8.5.4
Q8KDG3,1.8.5.4
P0A1I1,1.8.5.5
Q8KE17,1.8.5.6
D3RNN6,1.8.5.6
P42620,1.8.5.7
P36156,1.8.5.7
Q9Y6N5,1.8.5.8
B0LD08,1.8.5.8
H2KXA2,1.8.5.8
P0A6M2,1.8.5.9
Q63RY4,1.8.5.9
P9WJ03,1.8.7.1
Q8VWI4,1.8.7.1
H6WYS2,1.8.7.1
M1URK1,1.8.7.1
M1V771,1.8.7.1
O23813,1.8.7.1
P41348,1.8.7.2
Q8TQ92,1.8.7.2
Q55389,1.8.7.2
Q50755,1.8.7.3
Q50755,1.8.98.1
Q6LWL2,1.8.98.1
Q9BYN0,1.8.98.2
D2KKL9,1.8.98.2
Q9D975,1.8.98.2
Q50756,1.8.98.5
Q50755,1.8.98.5
Q50754,1.8.98.5
Q72DT3,1.8.99.2
Q9L768,1.8.99.2
B5QSJ0,1.8.99.2
A0LH39,1.8.99.2
Q5VLA7,1.8.99.2
Q8KE28,1.8.99.2
Q5VLA6,1.8.99.2
A8JZC0,1.8.99.2
A8JZC5,1.8.99.2
A8JZC4,1.8.99.2
A8JZC7,1.8.99.2
A8JZC6,1.8.99.2
A8JZC9,1.8.99.2
A8JZC8,1.8.99.2
O33997,1.8.99.2
A8JZB0,1.8.99.2
A8JZB1,1.8.99.2
A8JZB7,1.8.99.2
A8JZB6,1.8.99.2
A8JZB9,1.8.99.2
A8JZB8,1.8.99.2
A8JZC1,1.8.99.2
B8DS74,1.8.99.2
F6KEW3,1.8.99.2
O28603,1.8.99.2
Q72DT2,1.8.99.2
Q313I5,1.8.99.2
O93651,1.8.99.5
Q9ZH17,1.8.99.5
O28055,1.8.99.5
P45575,1.8.99.5
Q59110,1.8.99.5
O33910,1.8.99.5
D3RSN2,1.8.99.5
Q8K5E9,1.8.99.5
Q8ZUX1,1.8.99.5
Q7MSJ8,1.8.99.5
Q56350,1.9.6.1
Q9RC05,1.9.6.1
P39185,1.9.6.1
Q53176,1.9.6.1
E2F391,1.9.6.1
A0A098B5Y5,1.9.6.1
Q2IPE7,1.9.6.1
Q9PPD9,1.9.6.1
C6WXA3,1.9.6.1
A1BB88,1.9.6.1
Q89EN5,1.9.6.1
P33937,1.9.6.1
P60068,1.97.1.1
P60000,1.97.1.1
P09144,1.97.1.12
P32422,1.97.1.12
V5JYE0,1.97.1.12
P10098,1.97.1.12
P0A415,1.97.1.12
Q00914,1.97.1.12
P17227,1.97.1.12
P0A9N4,1.97.1.4
A0A0H2ZPG2,1.97.1.4
Q9S1G7,1.97.1.9
E9RFD1,1.97.1.9
E9RFC9,1.97.1.9
E9RFD0,1.97.1.9
K0B418,1.97.1.9
O55239,2.1.1.1
F7ERX8,2.1.1.1
P34254,2.1.1.1
Q47690,2.1.1.10
Q8LAX0,2.1.1.10
M8C0H7,2.1.1.10
Q93W54,2.1.1.100
Q7PXA7,2.1.1.100
A0A024R4F6,2.1.1.100
O60725,2.1.1.100
Q9S4D5,2.1.1.101
Q5SDQ0,2.1.1.103
Q944H0,2.1.1.103
Q8IDQ9,2.1.1.103
B3L8G9,2.1.1.103
A5K867,2.1.1.103
Q9C6B9,2.1.1.103
A0N067,2.1.1.103
A0A1W7HP20,2.1.1.103
A0A125SQH6,2.1.1.103
A0A2Z1FIB9,2.1.1.103
U5HK48,2.1.1.103
Q0N3X1,2.1.1.104
Q0N3X0,2.1.1.104
Q4JHB1,2.1.1.104
Q9XGD6,2.1.1.104
A8IFQ7,2.1.1.104
Q9XGD5,2.1.1.104
Q43095,2.1.1.104
O24149,2.1.1.104
O65862,2.1.1.104
O65922,2.1.1.104
F2YP45,2.1.1.104
F2YP46,2.1.1.104
I6ZPR8,2.1.1.104
Q9C5D7,2.1.1.104
Q5GLK6,2.1.1.104
Q6YI95,2.1.1.104
Q43237,2.1.1.104
A0A4Y5R9F4,2.1.1.104
H9BEW0,2.1.1.104
A0A0U2YR01,2.1.1.104
C5Z4W3,2.1.1.104
A0A172Q4R0,2.1.1.104
P21632,2.1.1.107
Q6TA16,2.1.1.107
P95417,2.1.1.107
D2KI47,2.1.1.107
F2CPW6,2.1.1.107
A0A0H3KAA0,2.1.1.107
B5U883,2.1.1.11
Q55467,2.1.1.11
Q9SW18,2.1.1.11
B9MK94,2.1.1.113
P74637,2.1.1.113
O25921,2.1.1.113
Q9LEL5,2.1.1.116
B6RJT5,2.1.1.116
Q39522,2.1.1.117
E0W6R9,2.1.1.117
Q5C9L2,2.1.1.117
A0A224ALZ8,2.1.1.117
A0A2Z5FRS0,2.1.1.117
A0A5P9PAM0,2.1.1.117
Q43088,2.1.1.127
Q9LEL6,2.1.1.128
A0A2Z5FRS1,2.1.1.128
A0A2Z5FRS5,2.1.1.128
A0A2Z5FRT2,2.1.1.128
G7JTH4,2.1.1.129
P13009,2.1.1.13
Q9Z2Q4,2.1.1.13
Q9WYA5,2.1.1.13
Q99707,2.1.1.13
A0A088GF04,2.1.1.13
P21922,2.1.1.133
Q58DQ0,2.1.1.137
Q91WU5,2.1.1.137
Q9Y5N5,2.1.1.137
A0A0D3MJQ5,2.1.1.137
U2ZU49,2.1.1.137
C0JV69,2.1.1.137
A0A2P1M875,2.1.1.137
B2VQE0,2.1.1.14
Q8CWX6,2.1.1.14
P82610,2.1.1.14
Q8X1E4,2.1.1.14
A0A077D1A3,2.1.1.14
A0A1B2JIW1,2.1.1.14
Q948P7,2.1.1.140
A0A5P9PAN8,2.1.1.140
A0A5P9PAQ9,2.1.1.140
A0A5P9PAT6,2.1.1.140
Q9AR07,2.1.1.141
Q9SBK6,2.1.1.141
Q9FW31,2.1.1.141
B9H4E1,2.1.1.141
D2D5G4,2.1.1.142
Q9LM02,2.1.1.142
Q96WX4,2.1.1.142
A8IJ34,2.1.1.142
A0A2U7MCR4,2.1.1.142
A0A2R2UK37,2.1.1.142
D2D5G4,2.1.1.143
D2D5G3,2.1.1.143
A8IJ34,2.1.1.143
B0FDL7,2.1.1.143
Q9K3T2,2.1.1.144
Q74ZT8,2.1.1.145
Q93WU2,2.1.1.146
Q9ZJ93,2.1.1.148
Q9UZ51,2.1.1.148
P9WG57,2.1.1.148
Q5UVJ4,2.1.1.148
O41156,2.1.1.148
O26061,2.1.1.148
Q5SJB8,2.1.1.148
B2HHT4,2.1.1.15
Q7VUX9,2.1.1.15
Q06YR4,2.1.1.150
Q06YR3,2.1.1.150
O27402,2.1.1.151
Q8KFD9,2.1.1.151
P93324,2.1.1.154
Q7U4Z8,2.1.1.156
F6KV61,2.1.1.156
F6KV62,2.1.1.157
B6ZGN6,2.1.1.159
B6ZH67,2.1.1.159
B6ZH68,2.1.1.159
B6ZH69,2.1.1.159
B6ZH70,2.1.1.159
B6ZH71,2.1.1.159
B9VI89,2.1.1.160
K9MNV5,2.1.1.160
A0A061DEC0,2.1.1.160
Q7U4Z9,2.1.1.161
B8BQQ3,2.1.1.162
P0A887,2.1.1.163
O86169,2.1.1.163
A0QRH1,2.1.1.163
Q8KZ94,2.1.1.164
C6L2E7,2.1.1.165
A0A140N5X9,2.1.1.166
Q9UI43,2.1.1.166
P25582,2.1.1.167
Q84N28,2.1.1.169
Q9UBM1,2.1.1.17
Q61907,2.1.1.17
Q08388,2.1.1.17
M3W4J4,2.1.1.17
Q9LCY2,2.1.1.170
P0A6U5,2.1.1.170
P95128,2.1.1.171
P42596,2.1.1.174
P36929,2.1.1.176
O58581,2.1.1.176
Q5SJI2,2.1.1.178
Q7M0R2,2.1.1.179
Q70KC8,2.1.1.179
Q2J7L5,2.1.1.179
Q33DX5,2.1.1.179
Q5Y813,2.1.1.179
O52472,2.1.1.179
Q75PS4,2.1.1.179
I1YZZ5,2.1.1.179
Q76G15,2.1.1.179
Q8GRA1,2.1.1.179
A0MK31,2.1.1.179
E9N3S1,2.1.1.179
Q08325,2.1.1.179
P24619,2.1.1.179
Q2MEY3,2.1.1.180
A8C927,2.1.1.180
A8G927,2.1.1.180
B2L3G9,2.1.1.180
C7EP45,2.1.1.182
B0B7S3,2.1.1.182
C7GSG6,2.1.1.183
A4VMZ0,2.1.1.187
Q48F48,2.1.1.187
Q9S1M6,2.1.1.188
O31503,2.1.1.189
Q97R12,2.1.1.189
Q2SS13,2.1.1.190
Q97R12,2.1.1.190
Q9FBG4,2.1.1.192
Q5SGZ3,2.1.1.192
O34617,2.1.1.192
P36979,2.1.1.192
A0A1X0U0N1,2.1.1.192
Q9I694,2.1.1.193
Q05628,2.1.1.195
O26249,2.1.1.196
P12999,2.1.1.197
Q731I1,2.1.1.197
P60390,2.1.1.199
Q3S316,2.1.1.2
O35969,2.1.1.2
Q14749,2.1.1.20
D3GAN3,2.1.1.20
Q29555,2.1.1.20
P13255,2.1.1.20
Q9VG42,2.1.1.20
Q4JB16,2.1.1.200
A0A0H2ZF87,2.1.1.200
Q5HYK3,2.1.1.201
Q4G064,2.1.1.201
Q9CXI0,2.1.1.201
Q8TEA1,2.1.1.202
O57712,2.1.1.202
Q9HGQ2,2.1.1.202
O13935,2.1.1.202
P40999,2.1.1.203
Q9H649,2.1.1.203
Q54JH6,2.1.1.203
Q9W4M9,2.1.1.203
Q9U6H7,2.1.1.204
P40999,2.1.1.204
Q9VKB3,2.1.1.204
Q8IBI4,2.1.1.204
Q9HJN6,2.1.1.206
Q9F5K6,2.1.1.208
Q9F5K5,2.1.1.209
Q29U70,2.1.1.212
Q5JID5,2.1.1.214
P57706,2.1.1.216
Q9P804,2.1.1.216
A0A0H2UR54,2.1.1.217
A0A656DTJ7,2.1.1.217
A0A0H6U323,2.1.1.217
A0A0E1R6X8,2.1.1.217
A0A0D6HIR7,2.1.1.217
Q6PF06,2.1.1.218
Q7L0Y3,2.1.1.218
U3NEE3,2.1.1.22
Q5BJZ6,2.1.1.22
Q8N4J0,2.1.1.22
F1N9S8,2.1.1.22
P53934,2.1.1.22
Q96FX7,2.1.1.220
O66653,2.1.1.220
P46959,2.1.1.220
A0A510IH22,2.1.1.220
Q9BVS5,2.1.1.220
O14214,2.1.1.221
Q8TBZ6,2.1.1.221
Q7L0Y3,2.1.1.221
C3T302,2.1.1.222
C0ZJA6,2.1.1.224
Q5WJ42,2.1.1.224
E1VCY5,2.1.1.224
Q9FBG4,2.1.1.224
V5ZEZ1,2.1.1.224
A5HBL2,2.1.1.224
A0A4V7TJX0,2.1.1.224
A0A2Z6BLR4,2.1.1.224
D3EIG6,2.1.1.224
V5ZEQ2,2.1.1.224
A0QYR0,2.1.1.226
Q06803,2.1.1.226
P9WJ63,2.1.1.226
Q0PAS9,2.1.1.226
A0QYR0,2.1.1.227
P9WJ63,2.1.1.227
Q58293,2.1.1.228
Q57X10,2.1.1.228
Q02RL6,2.1.1.228
Q9V2G1,2.1.1.228
Q9V0Q0,2.1.1.228
A0A0D0GZF5,2.1.1.228
Q93YU6,2.1.1.228
Q74NE4,2.1.1.228
P77182,2.1.1.229
P76290,2.1.1.229
Q8ZD36,2.1.1.229
Q6VCW3,2.1.1.231
C6TAY1,2.1.1.231
Q331Q6,2.1.1.231
I2FFE9,2.1.1.232
Q79ZE8,2.1.1.232
Q0IP69,2.1.1.232
Q04081,2.1.1.233
A2RTH5,2.1.1.233
A0A0U1RNF2,2.1.1.233
Q8VY08,2.1.1.233
Q9UIC8,2.1.1.233
Q3T0H0,2.1.1.233
Q9ZGH6,2.1.1.234
P95748,2.1.1.235
P95748,2.1.1.236
Q49492,2.1.1.237
Q83WF2,2.1.1.238
O87833,2.1.1.239
A8QW53,2.1.1.240
K7XQ68,2.1.1.240
B6VJS4,2.1.1.240
B1P123,2.1.1.241
P68568,2.1.1.242
