name,smile
3-dehydro-6-deoxoteasterone,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CCC(=O)C4)C)C)[C@H]([C@@H]([C@@H](C)C(C)C)O)O
(+)-columbianetin,CC(C)([C@@H]1CC2=C(O1)C=CC3=C2OC(=O)C=C3)O
angelicin,C1=CC2=C(C=CO2)C3=C1C=CC(=O)O3
5-epiaristolochene,C[C@@H]1CCCC2=CC[C@H](C[C@]12C)C(=C)C
capsidiol,C[C@@H]1[C@@H](C[C@H](C2=CC[C@H](C[C@]12C)C(=C)C)O)O
"Germacra-1(10),4,11(13)-trien-12-oate",C/C/1=C\CC/C(=C/C[C@@H](CC1)C(=C)C(=O)[O-])/C
(+)-costunolide,C/C/1=C\CC/C(=C/[C@@H]2[C@@H](CC1)C(=C)C(=O)O2)/C
(-)-vetispiradiene,C[C@@H]1CCC=C([C@]12CC[C@H](C2)C(=C)C)C
solavetivone,C[C@@H]1CC(=O)C=C([C@]12CC[C@H](C2)C(=C)C)C
Indole,C1=CC=C2C(=C1)C=CN2
indolin-2-one,C1C2=CC=CC=C2NC1=O
"(-)-bornane-2,5-dione",CC1(C2CC(=O)C1(CC2=O)C)C
"(-)-5-oxo-1,2-campholide",C[C@@]12CC(=O)[C@@H](C1(C)C)CC(=O)O2
Indolin-2-one,C1C2=CC=CC=C2NC1=O
Alpha-carotene,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/[C@H]2C(=CCCC2(C)C)C)/C)/C
Zeinoxanthin,CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/[C@H]2C(=CCCC2(C)C)C)/C)/C
lutein,CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/[C@H]2C(=C[C@@H](CC2(C)C)O)C)/C)/C
Dolabradiene,C[C@@]1(CC[C@@]2([C@@H](C1)CC[C@]3([C@H]2CCCC3=C)C)C)C=C
"15,16-epoxydolabrene",C[C@@]1(CC[C@@]2([C@@H](C1)CC[C@]3([C@H]2CCCC3=C)C)C)C4CO4
(S)-beta-macrocarpene,CC1=CC[C@H](CC1)C2=CCCC(C2)(C)C
zealexin A1,CC1(CCC=C(C1)[C@H]2CCC(=CC2)C(=O)[O-])C
"(+)-cis,trans-nepetalactol",C[C@H]1CC[C@H]2[C@@H]1C(OC=C2C)O
7-deoxyloganetate,C[C@H]1CC[C@H]2[C@@H]1[C@@H](OC=C2C(=O)[O-])O
(S)-1-hydroxy-N-methylcanadine,C[N+]12CCC3=CC4=C(C(=C3[C@@H]1CC5=C(C2)C(=C(C=C5)OC)OC)O)OCO4
"(13S,14R)-1,13-dihydroxy-N-methylcanadine",C[N+]12CCC3=CC4=C(C(=C3[C@@H]1[C@H](C5=C(C2)C(=C(C=C5)OC)OC)O)O)OCO4
Fraxetin,COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)O
sideretin (reduced form),COC1=C(C(=C2C(=C1O)C=CC(=O)O2)O)O
Indole-3-carbonyl nitrile,C1=CC=C2C(=C1)C(=CN2)C(=O)C#N
4-hydroxy-indole-3-carbonyl nitrile,C1=CC2=C(C(=C1)O)C(=CN2)C(=O)C#N
"(13S,14R)-13-O-acetyl-1-hydroxy-N-methylcanadine",CC(=O)O[C@@H]1[C@H]2C3=C(C4=C(C=C3CC[N+]2(CC5=C1C=CC(=C5OC)OC)C)OCO4)O
"(13S,14R)-13-O-acetyl-1,8-dihydroxy-N-methylcanadine",CC(=O)O[C@@H]1[C@H]2C3=C(C4=C(C=C3CC[N+]2(C(C5=C1C=CC(=C5OC)OC)O)C)OCO4)O
eupatolide,C/C/1=C\[C@@H]2[C@@H]([C@@H](C/C(=C/CC1)/C)O)C(=C)C(=O)O2
Geranylhydroquinone,CC(=CCC/C(=C/CC1=C(C=CC(=C1)O)O)/C)C
3''-hydroxygeranylhydroquinone,CC(=CCC/C(=C/CC1=C(C=CC(=C1)O)O)/CO)C
"Abieta-8,11,13-triene",CC(C)C1=CC2=C(C=C1)[C@]3(CCCC([C@@H]3CC2)(C)C)C
ferruginol,CC(C)C1=C(C=C2C(=C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C)O
"Taxa-4,11-diene",CC1=C2CC[C@@]3(CCC=C([C@H]3C[C@@H](C2(C)C)CC1)C)C
(+)-camphor,C[C@@]12CC[C@@H](C1(C)C)CC2=O
(+)-exo-5-hydroxycamphor,C[C@@]12C[C@H]([C@@H](C1(C)C)CC2=O)O
Octane,CCCCCCCC
Corticosterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O
18-hydroxycorticosterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)CO)O
pregnenolone,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
4-methylpentanal,CC(C)CCC=O
betaine aldehyde hydrate,C[N+](C)(C)CC(O)O
15-beta-hydroxyprogesterone,CC(=O)[C@H]1CC([C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O
Spheroidene,CC(=CCC/C(=C/CC/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)/C=C/CC(C)(C)OC)/C)/C)/C)C
spheroiden-2-one,CC(=CCC/C(=C/CC/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C(=O)C(C)(C)OC)/C)/C)/C)C
Spirilloxanthin,C/C(=C\C=C\C(=C\C=C\C(=C\C=C\C=C(\C=C\C=C(\C=C\C=C(\C=C\CC(OC)(C)C)/C)/C)/C)\C)\C)/C=C/CC(OC)(C)C
2-oxospirilloxanthin,C/C(=C\C=C\C(=C\C=C\C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C(=O)C(C)(C)OC)\C)\C)/C=C/CC(C)(C)OC
"2,2'-dioxospirilloxanthin",C/C(=C\C=C\C=C(\C=C\C=C(\C=C\C=C(\C=C\C(=O)C(OC)(C)C)/C)/C)/C)/C=C/C=C(/C=C/C=C(/C=C/C(=O)C(OC)(C)C)\C)\C
pentalenate,C[C@@H]1CC[C@@H]2[C@]13CC([C@@H]([C@H]3C=C2C(=O)[O-])O)(C)C
Cyclo(L-leucyl-L-leucyl),CC(C)C[C@H]1C(=O)N[C@H](C(=O)N1)CC(C)C
pulcherriminic acid,CC(C)CC1=C([N+](=C(C(=O)N1O)CC(C)C)[O-])O
Calcitriol,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
calcitetrol,C[C@H](CCC(C(C)(C)O)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
Calcidiol,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C
secalciferol,C[C@H](CC[C@H](C(C)(C)O)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C
Pheophorbide a,CCC1=C(C2=NC1=CC3=C(C4=C([C@@H](C(=C5[C@H]([C@@H](C(=CC6=NC(=C2)C(=C6C)C=C)N5)C)CCC(=O)O)C4=N3)C(=O)OC)O)C)C
calcitriol,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
Secalciferol,C[C@H](CC[C@H](C(C)(C)O)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C
violaxanthin,C/C(=C\C=C\C=C(\C=C\C=C(\C=C\[C@@]12O[C@@]1(C[C@H](CC2(C)C)O)C)/C)/C)/C=C/C=C(/C=C/[C@@]34O[C@@]3(C[C@H](CC4(C)C)O)C)\C
Butachlor,CCCCOCN(C1=C(C=CC=C1CC)CC)C(=O)CCl
"2-chloro-N-(2,6-diethylphenyl)acetamide",CCC1=C(C(=CC=C1)CC)NC(=O)CCl
butyl formate,CCCCOC=O
zeaxanthin,CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C[C@H](CC2(C)C)O)C)\C)\C)/C)/C
Cholest-4-en-3-one,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
(25R)-3-oxocholest-4-en-26-oate,C[C@H](CCC[C@@H](C)C(=O)[O-])[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
(25S)-3-oxocholest-4-en-26-oate,C[C@H](CCC[C@H](C)C(=O)[O-])[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
"Androsta-1,4-diene-3,17-dione",C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=O)C=C[C@]34C
2-hydroxy-5-methyl-1-naphthoate,CC1=C2C=CC(=C(C2=CC=C1)C(=O)O)[O-]
"2,7-dihydroxy-5-methyl-1-naphthoate",CC1=CC(=CC2=C1C=CC(=C2C(=O)O)[O-])O
Pentalenene,C[C@@H]1CC[C@@H]2[C@]13CC(C[C@H]3C=C2C)(C)C
pentalen-13-al,C[C@@H]1CC[C@@H]2[C@]13CC(C[C@H]3C=C2C=O)(C)C
Narbomycin,CC[C@@H]1[C@@H](/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O[C@H]2[C@@H]([C@H](C[C@H](O2)C)N(C)C)O)C)C)C
pikromycin,CC[C@@H]1[C@@](/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O[C@H]2[C@@H]([C@H](C[C@H](O2)C)N(C)C)O)C)C)(C)O
neopikromycin,C[C@H]1C[C@H](C(=O)/C=C/[C@H]([C@H](OC(=O)[C@@H](C(=O)[C@@H]([C@H]1O[C@H]2[C@@H]([C@H](C[C@H](O2)C)N(C)C)O)C)C)[C@@H](C)O)C)C
10-deoxymethymycin,CC[C@@H]1[C@@H](/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2[C@@H]([C@H](C[C@H](O2)C)N(C)C)O)C)C)C
methymycin,CC[C@@H]1[C@@](/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2[C@@H]([C@H](C[C@H](O2)C)N(C)C)O)C)C)(C)O
neomethymycin,C[C@H]1C[C@H](C(=O)/C=C/[C@H]([C@H](OC(=O)[C@@H]([C@H]1O[C@H]2[C@@H]([C@H](C[C@H](O2)C)N(C)C)O)C)[C@@H](C)O)C)C
novamethymycin,C[C@H]1C[C@H](C(=O)/C=C/[C@]([C@H](OC(=O)[C@@H]([C@H]1O[C@H]2[C@@H]([C@H](C[C@H](O2)C)N(C)C)O)C)[C@@H](C)O)(C)O)C
20-oxo-5-O-beta-mycaminosyltylactone,CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O)N(C)C)O)CC=O)C)\C)C
5-O-beta-mycaminosyltylonolide,CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O)[NH+](C)C)O)CC=O)C)\C)CO
6-deoxyerythronolide B,CC[C@@H]1[C@@H]([C@@H]([C@H](C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O)C)O)C)C)C)O)C
erythronolide B,CC[C@@H]1[C@@H]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O)C)O)(C)O)C)C)O)C
(+)-epi-isozizaene,C[C@H]1CCC2=C(C([C@H]3CC[C@@]12C3)(C)C)C
albaflavenone,C[C@H]1CC(=O)C2=C(C([C@H]3CC[C@@]12C3)(C)C)C
tetrahydrobiopterin,CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O
4a-hydroxytetrahydrobiopterin,CC(C(C1CN=C2C(N1)(C(=O)NC(=N2)N)O)O)O
5-hydroxy-L-tryptophan,C1=CC2=C(C=C1O)C(=CN2)C[C@@H](C(=O)O)N
dihydrobiopterin,C[C@@H]([C@@H](C1=NC2=C(NC1)N=C(NC2=O)N)O)O
3-hydroxy-L-phenylalanine,C1=CC(=CC(=C1)O)C[C@@H](C(=O)O)N
"3,4-dihydroxyphenethylamine",C1=CC(=C(C=C1CCN)O)O
noradrenaline,C1=CC(=C(C=C1[C@H](CN)O)O)O
1-aminocyclopropane-1-carboxylate,C1CC1(C(=O)[O-])N
cyanide,[C-]#N
dopaquinone,C1=CC(=O)C(=O)C=C1C[C@@H](C(=O)O)N
CMP-N-acetylneuraminate,CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)O)O
CMP-N-glycoloylneuraminate,C1[C@@H](C([C@@H](O[C@@]1(C(=O)O)O)[C@H]([C@H](COP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)O)O)O)NC(=O)CO)O
"4,4-dimethyl-5-alpha-cholest-7-en-3-beta-ol",C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CCC4[C@@]3(CCC(C4(C)C)O)C)C
3-beta-hydroxy-4-beta-methyl-5-alpha-cholest-7-ene-4-alpha-carboxylate,C[C@H](CCCC(C)C)C1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H]([C@@]4(C)C(=O)O)O)C)C
24-methylenecycloartanol,C[C@H](CCC(=C)C(C)C)[C@H]1CC[C@@]2([C@@]1(CC[C@]34[C@H]2CC[C@@H]5[C@]3(C4)CC[C@@H](C5(C)C)O)C)C
24-methylidenelophenol,C[C@@H]1[C@H](CC[C@]2([C@H]1CC=C3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4[C@H](C)CCC(=C)C(C)C)C)C)O
Stearoyl-CoA,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
oleoyl-CoA,CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
gamma-linolenoyl-CoA,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Alpha-linolenoyl-CoA,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
stearidonoyl-CoA,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
linoleoyl-CoA,CCCCC/C=C\C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Palmitoleoyl-CoA,CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
"(9Z,12Z)-hexadeca-9,12-dienoyl-CoA",CCC/C=C\C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Pentalenolactone F,CC1(C[C@H]2C=C([C@H]3[C@]2(C1)[C@@]4(CO4)C(=O)OC3)C(=O)O)C
pentalenolactone,C[C@H]1[C@H]2C=C([C@H]3[C@]2(C=C1C)[C@@]4(CO4)C(=O)OC3)C(=O)O
Tryptophan,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N
Icosanoyl-CoA,CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
(Z)-icos-5-enoyl-CoA,CCCCCCCCCCCCCC/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
"(9Z,12Z,15Z)-hexadeca-9,12,15-trienoyl-CoA",CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)CCCCCCC/C=C\C/C=C\CC=C)O
(11Z)-hexadec-11-enoyl-CoA,CCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
"(10E,12Z)-hexadeca-10,12-dienoyl-CoA",CCC/C=C\C=C\CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
"(11Z,14Z)-icosa-11,14-dienoyl-CoA",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
"(5Z,11Z,14Z)-icosa-5,11,14-trienoyl-CoA",CCCCC/C=C\C/C=C\CCCC/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
"(11Z,14Z,17Z)-icosa-11,14,17-trienoyl-CoA",CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
"(5Z,11Z,14Z,17Z)-icosa-5,11,14,17-tetraenoyl-CoA",CC/C=C\C/C=C\C/C=C\CCCC/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
"(8Z,11Z,14Z)-icosa-8,11,14-trienoyl-CoA",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
arachidonoyl-CoA,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
"(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl-CoA",CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
"(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl-CoA",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Tert-amyl alcohol,CCC(C)(C)O
isoprenyl alcohol,CC(C)(C=C)O
7-chlorotetracycline,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O
4'-O-methylnorbelladine,COC1=C(C=C(C=C1)CNCCC2=CC=C(C=C2)O)O
"(10bS,4aR)-noroxomaritidine",COC1=C(C=C2C[NH+]3CC[C@@]4([C@H]3CC(=O)C=C4)C2=C1)O
"(10bR,4aS)-noroxomaritidine",COC1=C(C=C2C[NH+]3CC[C@]4([C@@H]3CC(=O)C=C4)C2=C1)O
(S)-reticuline,CN1CCC2=CC(=C(C=C2[C@@H]1CC3=CC(=C(C=C3)OC)O)O)OC
(S)-corytuberine,CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=C3C(=C(C=C4)OC)O)O)OC
2-(L-cystein-S-yl)-2-(1H-indol-3-yl)acetonitrile,C1=CC=C2C(=C1)C(=CN2)C(C#N)SC[C@@H](C(=O)O)N
camalexin,C1=CC=C2C(=C1)C(=CN2)C3=NC=CS3
"all-trans-3,4-didehydroretinol",CC1=C(C(CC=C1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C
"1,2-dehydroreticuline",C[N+]1=C(C2=CC(=C(C=C2CC1)OC)O)CC3=CC(=C(C=C3)OC)O
Dihydrorhizobitoxine,C(COC[C@@H](CO)N)[C@@H](C(=O)O)N
rhizobitoxine,C([C@H](CO/C=C/[C@@H](C(=O)O)N)N)O
Loganin,C[C@H]1[C@H](C[C@H]2[C@@H]1[C@@H](OC=C2C(=O)OC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O
secologanin,COC(=O)C1=CO[C@H]([C@@H]([C@@H]1CC=O)C=C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O
(S)-cheilanthifoline,COC1=C(C=C2[C@@H]3CC4=C(CN3CCC2=C1)C5=C(C=C4)OCO5)O
(S)-stylopine,C1CN2CC3=C(C[C@H]2C4=CC5=C(C=C41)OCO5)C=CC6=C3OCO6
(S)-scoulerine,COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)O)C=C1)O
(R)-N-methylcoclaurine,CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)O)O)OC
berbamunine,CN1CCC2=CC(=C(C=C2[C@@H]1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)C[C@@H]5C6=CC(=C(C=C6CCN5C)OC)O)O)O)OC
(S)-tetrahydrocolumbamine,COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)O)C=C1)OC
(S)-canadine,COC1=C(C2=C(C[C@H]3C4=CC5=C(C=C4CCN3C2)OCO5)C=C1)OC
flaviolin,C1=C(C=C(C2=C1C(=O)C(=O)C=C2O)O)O
"3,3'-biflaviolin",C1=C(C=C(C2=C1C(=O)C(=O)C(=C2O)C3=C(C4=C(C=C(C=C4O)O)C(=O)C3=O)O)O)O
"3,8'-biflaviolin",C1=C(C=C(C2=C1C(=O)C(=O)C(=C2O)C3=C(C=C(C4=C3C(=O)C(=O)C=C4O)O)O)O)O
Cyclo(L-tyrosyl-L-tyrosyl),C1=CC(=CC=C1C[C@H]2C(=O)N[C@H](C(=O)N2)CC3=CC=C(C=C3)O)O
mycocyclosin,C1[C@H]2C(=O)N[C@@H](CC3=CC(=C(C=C3)O)C4=C(C=CC1=C4)O)C(=O)N2
Tryprostatin A,CC(=CCC1=C(C2=C(N1)C=C(C=C2)OC)C[C@H]3C(=O)N4CCC[C@H]4C(=O)N3)C
fumitremorgin C,CC(=C[C@H]1C2=C(C[C@@H]3N1C(=O)[C@@H]4CCCN4C3=O)C5=C(N2)C=C(C=C5)OC)C
(-)-pluviatolide,COC1=C(C=CC(=C1)C[C@@H]2[C@H](COC2=O)CC3=CC4=C(C=C3)OCO4)O
(S)-nandinine,COC1=C(C2=C(C[C@H]3C4=CC5=C(C=C4CCN3C2)OCO5)C=C1)O
(+)-pinoresinol,COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)O)OC)O
(+)-piperitol,COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC5=C(C=C4)OCO5)O
(+)-sesamin,C1[C@H]2[C@H](CO[C@@H]2C3=CC4=C(C=C3)OCO4)[C@H](O1)C5=CC6=C(C=C5)OCO6
Versicolorin B,C1CO[C@H]2[C@@H]1C3=C(O2)C=C4C(=C3O)C(=O)C5=C(C4=O)C=C(C=C5O)O
versicolorin A,C1=CO[C@H]2[C@@H]1C3=C(O2)C=C4C(=C3O)C(=O)C5=C(C4=O)C=C(C=C5O)O
Penicillin N,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)C(=O)O)C
deacetoxycephalosporin C,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)SC1)C(=O)O
"(3S,5S)-carbapenam-3-carboxylate",C1C[C@H](N2[C@@H]1CC2=O)C(=O)O
(5R)-carbapen-2-em-3-carboxylate,C1C=C(N2[C@H]1CC2=O)C(=O)O
guanidine,C(=N)(N)N
