protein,EC
Q0TAB7,1.11.1.21
Q0TAB7,1.11.1.21
P13029,1.11.1.21
P13029,1.11.1.21
P13029,1.11.1.21
Q1R3X0,1.11.1.21
Q1R3X0,1.11.1.21
Q1R3X0,1.11.1.21
A4WG57,1.11.1.21
A4WG57,1.11.1.21
A4WG57,1.11.1.21
A5FD11,1.11.1.21
A5FD11,1.11.1.21
A5FD11,1.11.1.21
B0TYQ6,1.11.1.21
B0TYQ6,1.11.1.21
B0TYQ6,1.11.1.21
A7NDL0,1.11.1.21
A7NDL0,1.11.1.21
A7NDL0,1.11.1.21
A0Q5L1,1.11.1.21
A0Q5L1,1.11.1.21
A0Q5L1,1.11.1.21
A4IZ86,1.11.1.21
A4IZ86,1.11.1.21
A4IZ86,1.11.1.21
Q74BE1,1.11.1.21
Q74BE1,1.11.1.21
Q74BE1,1.11.1.21
Q7NGW6,1.11.1.21
Q7NGW6,1.11.1.21
Q7NGW6,1.11.1.21
Q2SHA6,1.11.1.21
Q2SHA6,1.11.1.21
Q2SHA6,1.11.1.21
O73955,1.11.1.21
O73955,1.11.1.21
O73955,1.11.1.21
Q0C0D1,1.11.1.21
Q0C0D1,1.11.1.21
Q0C0D1,1.11.1.21
A6T9H9,1.11.1.21
A6T9H9,1.11.1.21
A6T9H9,1.11.1.21
B0SLJ6,1.11.1.21
B0SLJ6,1.11.1.21
B0SLJ6,1.11.1.21
A6VVN4,1.11.1.21
A6VVN4,1.11.1.21
A6VVN4,1.11.1.21
Q8TS34,1.11.1.21
Q8TS34,1.11.1.21
Q8TS34,1.11.1.21
B3E099,1.11.1.21
B3E099,1.11.1.21
B3E099,1.11.1.21
A0QGA4,1.11.1.21
A0QGA4,1.11.1.21
A0QGA4,1.11.1.21
A1KJX3,1.11.1.21
A1KJX3,1.11.1.21
A1KJX3,1.11.1.21
Q04657,1.11.1.21
Q04657,1.11.1.21
Q04657,1.11.1.21
A3Q016,1.11.1.21
A3Q016,1.11.1.21
A3Q016,1.11.1.21
Q1B8J4,1.11.1.21
Q1B8J4,1.11.1.21
Q1B8J4,1.11.1.21
P9WIE4,1.11.1.21
P9WIE4,1.11.1.21
P9WIE4,1.11.1.21
Q9R2E9,1.11.1.21
Q9R2E9,1.11.1.21
Q9R2E9,1.11.1.21
Q8X182,1.11.1.21
Q8X182,1.11.1.21
Q8X182,1.11.1.21
Q5YVJ4,1.11.1.21
Q5YVJ4,1.11.1.21
Q5YVJ4,1.11.1.21
A1B4Z0,1.11.1.21
A1B4Z0,1.11.1.21
A1B4Z0,1.11.1.21
Q13US7,1.11.1.21
Q13US7,1.11.1.21
Q13US7,1.11.1.21
B4SAT7,1.11.1.21
B4SAT7,1.11.1.21
B4SAT7,1.11.1.21
Q0U324,1.11.1.21
Q0U324,1.11.1.21
Q0U324,1.11.1.21
A4T0J1,1.11.1.21
A4T0J1,1.11.1.21
A4T0J1,1.11.1.21
Q48E42,1.11.1.21
Q48E42,1.11.1.21
Q48E42,1.11.1.21
Q4KD86,1.11.1.21
Q4KD86,1.11.1.21
Q4KD86,1.11.1.21
A5W241,1.11.1.21
A5W241,1.11.1.21
A5W241,1.11.1.21
Q88GQ0,1.11.1.21
Q88GQ0,1.11.1.21
Q88GQ0,1.11.1.21
Q4ZNN4,1.11.1.21
Q4ZNN4,1.11.1.21
Q4ZNN4,1.11.1.21
B2WH84,1.11.1.21
B2WH84,1.11.1.21
B2WH84,1.11.1.21
B3Q4F9,1.11.1.21
B3Q4F9,1.11.1.21
B3Q4F9,1.11.1.21
Q987S0,1.11.1.21
Q987S0,1.11.1.21
Q987S0,1.11.1.21
Q9R708,1.11.1.21
Q9R708,1.11.1.21
Q9R708,1.11.1.21
C0ZSW0,1.11.1.21
C0ZSW0,1.11.1.21
C0ZSW0,1.11.1.21
Q2J2I9,1.11.1.21
Q2J2I9,1.11.1.21
Q2J2I9,1.11.1.21
Q21CF0,1.11.1.21
Q21CF0,1.11.1.21
Q21CF0,1.11.1.21
Q167Q3,1.11.1.21
Q167Q3,1.11.1.21
Q167Q3,1.11.1.21
Q21DT6,1.11.1.21
Q21DT6,1.11.1.21
Q21DT6,1.11.1.21
A9MI19,1.11.1.21
A9MI19,1.11.1.21
A9MI19,1.11.1.21
B4T0V5,1.11.1.21
B4T0V5,1.11.1.21
B4T0V5,1.11.1.21
B5BJM5,1.11.1.21
B5BJM5,1.11.1.21
B5BJM5,1.11.1.21
Q8Z303,1.11.1.21
Q8Z303,1.11.1.21
Q8Z303,1.11.1.21
A8GGQ0,1.11.1.21
A8GGQ0,1.11.1.21
A8GGQ0,1.11.1.21
A9L1H8,1.11.1.21
A9L1H8,1.11.1.21
A9L1H8,1.11.1.21
A3QAT3,1.11.1.21
A3QAT3,1.11.1.21
A3QAT3,1.11.1.21
B1KFI8,1.11.1.21
B1KFI8,1.11.1.21
B1KFI8,1.11.1.21
Q0SY48,1.11.1.21
Q0SY48,1.11.1.21
Q0SY48,1.11.1.21
Q6W102,1.11.1.21
Q6W102,1.11.1.21
Q6W102,1.11.1.21
Q1GR67,1.11.1.21
Q1GR67,1.11.1.21
Q1GR67,1.11.1.21
B1W5Q9,1.11.1.21
B1W5Q9,1.11.1.21
B1W5Q9,1.11.1.21
Q3A5D3,1.11.1.21
Q3A5D3,1.11.1.21
Q3A5D3,1.11.1.21
Q5MZ99,1.11.1.21
Q5MZ99,1.11.1.21
Q5MZ99,1.11.1.21
Q3AN75,1.11.1.21
Q3AN75,1.11.1.21
Q3AN75,1.11.1.21
B8GPM6,1.11.1.21
B8GPM6,1.11.1.21
B8GPM6,1.11.1.21
A5F7X7,1.11.1.21
A5F7X7,1.11.1.21
A5F7X7,1.11.1.21
C3LMN9,1.11.1.21
C3LMN9,1.11.1.21
C3LMN9,1.11.1.21
Q8PMX4,1.11.1.21
Q8PMX4,1.11.1.21
Q8PMX4,1.11.1.21
B0RXD3,1.11.1.21
B0RXD3,1.11.1.21
B0RXD3,1.11.1.21
Q9PBB2,1.11.1.21
Q9PBB2,1.11.1.21
Q9PBB2,1.11.1.21
A7FLT3,1.11.1.21
A7FLT3,1.11.1.21
A7FLT3,1.11.1.21
Q9X6B0,1.11.1.21
Q9X6B0,1.11.1.21
Q9X6B0,1.11.1.21
A4TQ37,1.11.1.21
A4TQ37,1.11.1.21
A4TQ37,1.11.1.21
P74250,1.11.1.22
P74250,1.11.1.22
Q9JN69,1.11.1.23
Q9JN69,1.11.1.23
P38013,1.11.1.24
P38013,1.11.1.24
P38013,1.11.1.24
Q96468,1.11.1.24
Q96468,1.11.1.24
Q96468,1.11.1.24
O24364,1.11.1.24
O24364,1.11.1.24
O24364,1.11.1.24
P9WID9,1.11.1.24
P9WID9,1.11.1.24
P9WID9,1.11.1.24
Q83CY8,1.11.1.24
Q83CY8,1.11.1.24
Q83CY8,1.11.1.24
P0AE52,1.11.1.24
P0AE52,1.11.1.24
P0AE52,1.11.1.24
P55979,1.11.1.24
P55979,1.11.1.24
P55979,1.11.1.24
P0AE55,1.11.1.24
P0AE55,1.11.1.24
P0AE55,1.11.1.24
P19476,1.11.1.24
P19476,1.11.1.24
P19476,1.11.1.24
P36014,1.11.1.24
P36014,1.11.1.24
P36014,1.11.1.24
P40581,1.11.1.24
P40581,1.11.1.24
P40581,1.11.1.24
Q9MB35,1.11.1.24
Q9MB35,1.11.1.24
Q9MB35,1.11.1.24
P14293,1.11.1.24
P14293,1.11.1.24
P14293,1.11.1.24
Q9JKY1,1.11.1.24
Q9JKY1,1.11.1.24
Q9JKY1,1.11.1.24
Q06830,1.11.1.24
Q06830,1.11.1.24
Q06830,1.11.1.24
Q63716,1.11.1.24
Q63716,1.11.1.24
Q63716,1.11.1.24
P32119,1.11.1.24
P32119,1.11.1.24
P32119,1.11.1.24
P52552,1.11.1.24
P52552,1.11.1.24
P52552,1.11.1.24
P35705,1.11.1.24
P35705,1.11.1.24
P35705,1.11.1.24
Q5REY3,1.11.1.24
Q5REY3,1.11.1.24
Q5REY3,1.11.1.24
P0CV91,1.11.1.24
P0CV91,1.11.1.24
P0CV91,1.11.1.24
O08807,1.11.1.24
O08807,1.11.1.24
O08807,1.11.1.24
Q9GLW7,1.11.1.24
Q9GLW7,1.11.1.24
Q9GLW7,1.11.1.24
P99029,1.11.1.24
P99029,1.11.1.24
P99029,1.11.1.24
P83200,1.11.1.24
P83200,1.11.1.24
P83200,1.11.1.24
A0A0K3,1.11.1.24
A0A0K3,1.11.1.24
A0A0K3,1.11.1.24
Q5ASN8,1.11.1.24
Q5ASN8,1.11.1.24
Q5ASN8,1.11.1.24
Q75SY5,1.11.1.24
Q75SY5,1.11.1.24
Q75SY5,1.11.1.24
Q6QPJ6,1.11.1.24
Q6QPJ6,1.11.1.24
Q6QPJ6,1.11.1.24
O94561,1.11.1.24
O94561,1.11.1.24
O94561,1.11.1.24
P0C5D0,1.11.1.24
P0C5D0,1.11.1.24
P0C5D0,1.11.1.24
P52571,1.11.1.24
P52571,1.11.1.24
P52571,1.11.1.24
Q6E2Z6,1.11.1.24
Q6E2Z6,1.11.1.24
Q6E2Z6,1.11.1.24
P48822,1.11.1.24
P48822,1.11.1.24
P48822,1.11.1.24
Q8RCY5,1.11.1.24
Q8RCY5,1.11.1.24
Q8RCY5,1.11.1.24
Q974S8,1.11.1.24
Q974S8,1.11.1.24
Q974S8,1.11.1.24
Q6L140,1.11.1.24
Q6L140,1.11.1.24
Q6L140,1.11.1.24
Q9HJL3,1.11.1.24
Q9HJL3,1.11.1.24
Q9HJL3,1.11.1.24
O29969,1.11.1.24
O29969,1.11.1.24
O29969,1.11.1.24
A8A9P0,1.11.1.24
A8A9P0,1.11.1.24
A8A9P0,1.11.1.24
Q8PYP6,1.11.1.24
Q8PYP6,1.11.1.24
Q8PYP6,1.11.1.24
Q57109,1.11.1.24
Q57109,1.11.1.24
Q57109,1.11.1.24
Q9UZV4,1.11.1.24
Q9UZV4,1.11.1.24
Q9UZV4,1.11.1.24
P95895,1.11.1.24
P95895,1.11.1.24
P95895,1.11.1.24
Q9WZR4,1.11.1.24
Q9WZR4,1.11.1.24
Q9WZR4,1.11.1.24
Q73RS4,1.11.1.24
Q73RS4,1.11.1.24
Q73RS4,1.11.1.24
Q8SS85,1.11.1.24
Q8SS85,1.11.1.24
Q8SS85,1.11.1.24
Q26695,1.11.1.24
Q26695,1.11.1.24
Q26695,1.11.1.24
O66780,1.11.1.24
O66780,1.11.1.24
O66780,1.11.1.24
Q8KED5,1.11.1.24
Q8KED5,1.11.1.24
Q8KED5,1.11.1.24
Q8FQH8,1.11.1.24
Q8FQH8,1.11.1.24
Q8FQH8,1.11.1.24
P0A863,1.11.1.24
P0A863,1.11.1.24
P0A863,1.11.1.24
Q9ZKE7,1.11.1.24
Q9ZKE7,1.11.1.24
Q9ZKE7,1.11.1.24
Q8F7T2,1.11.1.24
Q8F7T2,1.11.1.24
Q8F7T2,1.11.1.24
Q8Y6U8,1.11.1.24
Q8Y6U8,1.11.1.24
Q8Y6U8,1.11.1.24
P9WG35,1.11.1.24
P9WG35,1.11.1.24
P9WG35,1.11.1.24
P57668,1.11.1.24
P57668,1.11.1.24
P57668,1.11.1.24
Q8ZP65,1.11.1.24
Q8ZP65,1.11.1.24
Q8ZP65,1.11.1.24
Q5HF61,1.11.1.24
Q5HF61,1.11.1.24
Q5HF61,1.11.1.24
Q6GFZ4,1.11.1.24
Q6GFZ4,1.11.1.24
Q6GFZ4,1.11.1.24
Q5HNJ2,1.11.1.24
Q5HNJ2,1.11.1.24
Q5HNJ2,1.11.1.24
Q49YE4,1.11.1.24
Q49YE4,1.11.1.24
Q49YE4,1.11.1.24
P42365,1.11.1.24
P42365,1.11.1.24
P42365,1.11.1.24
Q04JB8,1.11.1.24
Q04JB8,1.11.1.24
Q04JB8,1.11.1.24
P0A4M6,1.11.1.24
P0A4M6,1.11.1.24
P0A4M6,1.11.1.24
P0C6P9,1.11.1.24
P0C6P9,1.11.1.24
P0C6P9,1.11.1.24
Q9Y7F0,1.11.1.24
Q9Y7F0,1.11.1.24
Q9Y7F0,1.11.1.24
Q55624,1.11.1.24
Q55624,1.11.1.24
Q55624,1.11.1.24
Q69TY4,1.11.1.25
Q69TY4,1.11.1.25
Q69TY4,1.11.1.25
Q7G959,1.11.1.25
Q7G959,1.11.1.25
Q7G959,1.11.1.25
Q9FR35,1.11.1.25
Q9FR35,1.11.1.25
Q9FR35,1.11.1.25
Q9M7T0,1.11.1.25
Q9M7T0,1.11.1.25
Q9M7T0,1.11.1.25
P82954,1.11.1.26
P82954,1.11.1.26
P82954,1.11.1.26
P57279,1.11.1.26
P57279,1.11.1.26
P57279,1.11.1.26
P83117,1.11.1.26
P83117,1.11.1.26
P83117,1.11.1.26
P0AE08,1.11.1.26
P0AE08,1.11.1.26
P0AE08,1.11.1.26
P21762,1.11.1.26
P21762,1.11.1.26
P21762,1.11.1.26
P0A252,1.11.1.26
P0A252,1.11.1.26
P0A252,1.11.1.26
Q2FJN4,1.11.1.26
Q2FJN4,1.11.1.26
Q2FJN4,1.11.1.26
Q5HIR5,1.11.1.26
Q5HIR5,1.11.1.26
Q5HIR5,1.11.1.26
Q6GJR7,1.11.1.26
Q6GJR7,1.11.1.26
Q6GJR7,1.11.1.26
Q5HRY1,1.11.1.26
Q5HRY1,1.11.1.26
Q5HRY1,1.11.1.26
Q49UT8,1.11.1.26
O77834,1.11.1.27
O77834,1.11.1.27
O77834,1.11.1.27
Q2PFL9,1.11.1.27
Q2PFL9,1.11.1.27
Q2PFL9,1.11.1.27
Q9TSX9,1.11.1.27
Q9TSX9,1.11.1.27
Q9TSX9,1.11.1.27
P34227,1.11.1.27
P34227,1.11.1.27
P34227,1.11.1.27
Q53212,1.11.1.27
Q53212,1.11.1.27
A0R1V9,1.11.1.28
A0R1V9,1.11.1.28
A0R1V9,1.11.1.28
C1F4K1,1.11.1.28
C1F4K1,1.11.1.28
C1F4K1,1.11.1.28
A7HCA3,1.11.1.28
A7HCA3,1.11.1.28
A7HCA3,1.11.1.28
B2IHZ4,1.11.1.28
B2IHZ4,1.11.1.28
B2IHZ4,1.11.1.28
A4YYT0,1.11.1.28
A4YYT0,1.11.1.28
A4YYT0,1.11.1.28
A6X5N3,1.11.1.28
A6X5N3,1.11.1.28
A6X5N3,1.11.1.28
Q8YCF2,1.11.1.28
Q8YCF2,1.11.1.28
Q8YCF2,1.11.1.28
Q9A268,1.11.1.28
Q9A268,1.11.1.28
Q9A268,1.11.1.28
Q6NGT4,1.11.1.28
Q6NGT4,1.11.1.28
Q6NGT4,1.11.1.28
A9KBI4,1.11.1.28
A9KBI4,1.11.1.28
A9KBI4,1.11.1.28
Q0RH96,1.11.1.28
Q0RH96,1.11.1.28
Q0RH96,1.11.1.28
Q0BUC5,1.11.1.28
Q0BUC5,1.11.1.28
Q0BUC5,1.11.1.28
Q0AKM4,1.11.1.28
Q0AKM4,1.11.1.28
Q0AKM4,1.11.1.28
A0QGI9,1.11.1.28
A0QGI9,1.11.1.28
A0QGI9,1.11.1.28
A1KLC4,1.11.1.28
A1KLC4,1.11.1.28
A1KLC4,1.11.1.28
Q73ZL4,1.11.1.28
Q73ZL4,1.11.1.28
Q73ZL4,1.11.1.28
P9WQB4,1.11.1.28
P9WQB4,1.11.1.28
P9WQB4,1.11.1.28
Q5YT53,1.11.1.28
Q5YT53,1.11.1.28
Q5YT53,1.11.1.28
C0ZYQ9,1.11.1.28
C0ZYQ9,1.11.1.28
C0ZYQ9,1.11.1.28
Q02BZ5,1.11.1.28
Q02BZ5,1.11.1.28
Q02BZ5,1.11.1.28
B1W2G7,1.11.1.28
B1W2G7,1.11.1.28
P65689,1.11.1.29
P65689,1.11.1.29
P65689,1.11.1.29
B9W4V6,1.11.2.1
P05164,1.11.2.2
P05164,1.11.2.2
O81270,1.11.2.3
O81270,1.11.2.3
O81270,1.11.2.3
O22788,1.11.2.3
O22788,1.11.2.3
O22788,1.11.2.3
B3H7A9,1.11.2.3
B3H7A9,1.11.2.3
B3H7A9,1.11.2.3
Q7FAX1,1.11.2.3
Q7FAX1,1.11.2.3
Q7FAX1,1.11.2.3
Q9SQ57,1.11.2.3
I3DZK9,1.11.2.4
I3DZK9,1.11.2.4
B0CN28,1.11.2.5
P22317,1.12.1.2
P22317,1.12.1.2
P22317,1.12.1.2
P22661,1.12.1.2
P22661,1.12.1.2
P22661,1.12.1.2
P22319,1.12.1.2
P22319,1.12.1.2
Q46505,1.12.1.3
Q46505,1.12.1.3
Q46505,1.12.1.3
Q46508,1.12.1.3
Q46508,1.12.1.3
Q46508,1.12.1.3
E7FHC4,1.12.1.5
E7FHC4,1.12.1.5
P80509,1.12.2.1
P80509,1.12.2.1
P80509,1.12.2.1
P12944,1.12.2.1
P12944,1.12.2.1
P12944,1.12.2.1
P61429,1.12.2.1
P61429,1.12.2.1
P61429,1.12.2.1
P21853,1.12.2.1
P21853,1.12.2.1
P21853,1.12.2.1
P31883,1.12.5.1
P31883,1.12.5.1
Q8U0Z8,1.12.7.2
Q8U0Z8,1.12.7.2
Q8U0Z8,1.12.7.2
P29166,1.12.7.2
P29166,1.12.7.2
P29166,1.12.7.2
P13628,1.12.7.2
P13628,1.12.7.2
P80489,1.12.98.1
P80489,1.12.98.1
P80489,1.12.98.1
Q00390,1.12.98.1
Q00390,1.12.98.1
Q00390,1.12.98.1
P19499,1.12.98.1
P19499,1.12.98.1
P19499,1.12.98.1
Q60340,1.12.98.1
Q60340,1.12.98.1
Q60340,1.12.98.1
Q58194,1.12.98.2
Q58194,1.12.98.2
Q58194,1.12.98.2
A6VIB6,1.12.98.2
A6VIB6,1.12.98.2
A6VIB6,1.12.98.2
O27211,1.12.98.2
O27211,1.12.98.2
O27211,1.12.98.2
P81221,1.12.98.2
P81221,1.12.98.2
P81221,1.12.98.2
P32441,1.12.98.2
Q8PU58,1.12.98.3
Q8PU58,1.12.98.3
Q8PU58,1.12.98.3
F1SVE4,1.12.98.3
F1SVE4,1.12.98.3
F1SVE4,1.12.98.3
Q466B1,1.12.98.3
Q466B1,1.12.98.3
Q466B1,1.12.98.3
Q8PU61,1.12.98.3
Q8PU61,1.12.98.3
Q8PU61,1.12.98.3
F1SVH9,1.12.98.3
F1SVH9,1.12.98.3
F1SVH9,1.12.98.3
Q8U2E5,1.12.98.4
Q8U2E5,1.12.98.4
Q8U2E5,1.12.98.4
E7FHW8,1.12.98.4
O33406,1.12.99.6
O33406,1.12.99.6
O33406,1.12.99.6
P21949,1.12.99.6
P21949,1.12.99.6
P21949,1.12.99.6
P31891,1.12.99.6
P31891,1.12.99.6
P31891,1.12.99.6
P15284,1.12.99.6
P15284,1.12.99.6
P15284,1.12.99.6
P0ACE1,1.12.99.6
P0ACE1,1.12.99.6
P0ACE1,1.12.99.6
O33405,1.12.99.6
O33405,1.12.99.6
O33405,1.12.99.6
P21950,1.12.99.6
P21950,1.12.99.6
P21950,1.12.99.6
P31892,1.12.99.6
P31892,1.12.99.6
P31892,1.12.99.6
P18637,1.12.99.6
P18637,1.12.99.6
P18637,1.12.99.6
Q83RW9,1.12.99.6
Q83RW9,1.12.99.6
Q83RW9,1.12.99.6
P69741,1.12.99.6
P69741,1.12.99.6
P69741,1.12.99.6
P13063,1.12.99.6
P13063,1.12.99.6
O33948,1.13.11.1
O33948,1.13.11.1
O33948,1.13.11.1
P83715,1.13.11.1
P83715,1.13.11.1
P83715,1.13.11.1
P95607,1.13.11.1
P95607,1.13.11.1
P95607,1.13.11.1
P31019,1.13.11.1
P54721,1.13.11.2
P54721,1.13.11.2
P54721,1.13.11.2
P17296,1.13.11.2
P17296,1.13.11.2
P17296,1.13.11.2
P06622,1.13.11.2
P06622,1.13.11.2
P06622,1.13.11.2
P20371,1.13.11.3
P20371,1.13.11.3
P20371,1.13.11.3
P20372,1.13.11.3
P20372,1.13.11.3
P20372,1.13.11.3
A2R1P9,1.13.11.3
A2R1P9,1.13.11.3
Q9S3U6,1.13.11.4
Q9S3U6,1.13.11.4
Q9S3U6,1.13.11.4
O86041,1.13.11.4
O86041,1.13.11.4
B9JHZ9,1.13.11.5
B9JHZ9,1.13.11.5
B9JHZ9,1.13.11.5
Q7WNZ3,1.13.11.5
Q7WNZ3,1.13.11.5
Q7WNZ3,1.13.11.5
Q7VUG2,1.13.11.5
Q7VUG2,1.13.11.5
Q7VUG2,1.13.11.5
Q1BYQ6,1.13.11.5
Q1BYQ6,1.13.11.5
Q1BYQ6,1.13.11.5
B4ECX5,1.13.11.5
B4ECX5,1.13.11.5
B4ECX5,1.13.11.5
A9AFM6,1.13.11.5
A9AFM6,1.13.11.5
A9AFM6,1.13.11.5
Q62I34,1.13.11.5
Q62I34,1.13.11.5
Q62I34,1.13.11.5
Q3JPA3,1.13.11.5
Q3JPA3,1.13.11.5
Q3JPA3,1.13.11.5
A4JBW6,1.13.11.5
A4JBW6,1.13.11.5
A4JBW6,1.13.11.5
Q9A5B8,1.13.11.5
Q9A5B8,1.13.11.5
Q9A5B8,1.13.11.5
Q46UA4,1.13.11.5
Q46UA4,1.13.11.5
Q46UA4,1.13.11.5
Q00667,1.13.11.5
Q00667,1.13.11.5
Q00667,1.13.11.5
A5IBD8,1.13.11.5
A5IBD8,1.13.11.5
A5IBD8,1.13.11.5
O09173,1.13.11.5
O09173,1.13.11.5
O09173,1.13.11.5
Q5VRH4,1.13.11.5
Q5VRH4,1.13.11.5
Q5VRH4,1.13.11.5
A6V6F5,1.13.11.5
A6V6F5,1.13.11.5
A6V6F5,1.13.11.5
Q9X4G0,1.13.11.5
Q9X4G0,1.13.11.5
Q9X4G0,1.13.11.5
A5W8Z1,1.13.11.5
A5W8Z1,1.13.11.5
A5W8Z1,1.13.11.5
Q88E47,1.13.11.5
Q88E47,1.13.11.5
Q88E47,1.13.11.5
Q87Z79,1.13.11.5
Q87Z79,1.13.11.5
Q87Z79,1.13.11.5
Q8XRZ0,1.13.11.5
Q8XRZ0,1.13.11.5
Q8XRZ0,1.13.11.5
Q1MI52,1.13.11.5
Q1MI52,1.13.11.5
Q1MI52,1.13.11.5
Q9X4F5,1.13.11.5
Q9X4F5,1.13.11.5
Q9X4F5,1.13.11.5
Q6N0T9,1.13.11.5
Q6N0T9,1.13.11.5
Q6N0T9,1.13.11.5
B3QB98,1.13.11.5
B3QB98,1.13.11.5
B3QB98,1.13.11.5
Q828S5,1.13.11.5
Q828S5,1.13.11.5
Q828S5,1.13.11.5
Q3BYE8,1.13.11.5
Q3BYE8,1.13.11.5
Q3BYE8,1.13.11.5
Q2NYM7,1.13.11.5
Q2NYM7,1.13.11.5
Q2NYM7,1.13.11.5
Q4WHT9,1.13.11.5
A1C408,1.13.11.6
A1C408,1.13.11.6
A1C408,1.13.11.6
Q2UHT9,1.13.11.6
Q2UHT9,1.13.11.6
Q2UHT9,1.13.11.6
Q4WZC3,1.13.11.6
Q4WZC3,1.13.11.6
Q4WZC3,1.13.11.6
A2R8S7,1.13.11.6
A2R8S7,1.13.11.6
A2R8S7,1.13.11.6
Q739J0,1.13.11.6
Q739J0,1.13.11.6
Q739J0,1.13.11.6
A6X798,1.13.11.6
A6X798,1.13.11.6
A6X798,1.13.11.6
Q60W34,1.13.11.6
Q60W34,1.13.11.6
Q60W34,1.13.11.6
Q2HD63,1.13.11.6
Q2HD63,1.13.11.6
Q2HD63,1.13.11.6
P0CL86,1.13.11.6
P0CL86,1.13.11.6
P0CL86,1.13.11.6
Q5U3F8,1.13.11.6
Q5U3F8,1.13.11.6
Q5U3F8,1.13.11.6
Q28SE8,1.13.11.6
Q28SE8,1.13.11.6
Q28SE8,1.13.11.6
Q78JT3,1.13.11.6
Q78JT3,1.13.11.6
Q78JT3,1.13.11.6
Q7SDX3,1.13.11.6
Q7SDX3,1.13.11.6
Q7SDX3,1.13.11.6
A3LP72,1.13.11.6
A3LP72,1.13.11.6
A3LP72,1.13.11.6
P46953,1.13.11.6
P46953,1.13.11.6
P46953,1.13.11.6
Q4P2Q7,1.13.11.6
Q4P2Q7,1.13.11.6
Q4P2Q7,1.13.11.6
Q4UT95,1.13.11.6
Q4UT95,1.13.11.6
Q4UT95,1.13.11.6
Q2P320,1.13.11.6
Q2P320,1.13.11.6
Q2P320,1.13.11.6
Q6DIZ0,1.13.11.6
Q6DIZ0,1.13.11.6
Q6DIZ0,1.13.11.6
P22635,1.13.11.8
P22635,1.13.11.8
Q88FY1,1.13.11.9
Q8Y1D2,1.13.11.11
Q8Y1D2,1.13.11.11
Q8Y1D2,1.13.11.11
Q7SY53,1.13.11.11
Q7SY53,1.13.11.11
Q7SY53,1.13.11.11
Q2IEC3,1.13.11.11
Q2IEC3,1.13.11.11
Q2IEC3,1.13.11.11
A0JUV5,1.13.11.11
A0JUV5,1.13.11.11
A0JUV5,1.13.11.11
Q736W5,1.13.11.11
Q736W5,1.13.11.11
Q736W5,1.13.11.11
A9VHP7,1.13.11.11
A9VHP7,1.13.11.11
A9VHP7,1.13.11.11
Q7W9B7,1.13.11.11
Q7W9B7,1.13.11.11
Q7W9B7,1.13.11.11
Q89MN4,1.13.11.11
Q89MN4,1.13.11.11
Q89MN4,1.13.11.11
B1YVH2,1.13.11.11
B1YVH2,1.13.11.11
B1YVH2,1.13.11.11
A0KA02,1.13.11.11
A0KA02,1.13.11.11
A0KA02,1.13.11.11
Q39DG2,1.13.11.11
Q39DG2,1.13.11.11
Q39DG2,1.13.11.11
A2S924,1.13.11.11
A2S924,1.13.11.11
A2S924,1.13.11.11
A3NS55,1.13.11.11
A3NS55,1.13.11.11
A3NS55,1.13.11.11
Q63WP5,1.13.11.11
Q63WP5,1.13.11.11
Q63WP5,1.13.11.11
Q9A4E8,1.13.11.11
Q9A4E8,1.13.11.11
Q9A4E8,1.13.11.11
Q55DB4,1.13.11.11
Q55DB4,1.13.11.11
Q55DB4,1.13.11.11
B4JKK1,1.13.11.11
B4JKK1,1.13.11.11
B4JKK1,1.13.11.11
B4H4U3,1.13.11.11
B4H4U3,1.13.11.11
B4H4U3,1.13.11.11
Q24630,1.13.11.11
Q24630,1.13.11.11
Q24630,1.13.11.11
B4PYW0,1.13.11.11
B4PYW0,1.13.11.11
B4PYW0,1.13.11.11
A4IT59,1.13.11.11
A4IT59,1.13.11.11
A4IT59,1.13.11.11
A6W961,1.13.11.11
A6W961,1.13.11.11
A6W961,1.13.11.11
Q1CVR6,1.13.11.11
Q1CVR6,1.13.11.11
Q1CVR6,1.13.11.11
A1VRP1,1.13.11.11
A1VRP1,1.13.11.11
A1VRP1,1.13.11.11
Q9I0Q7,1.13.11.11
Q9I0Q7,1.13.11.11
Q9I0Q7,1.13.11.11
B2U7J7,1.13.11.11
B2U7J7,1.13.11.11
B2U7J7,1.13.11.11
Q5LKH2,1.13.11.11
Q5LKH2,1.13.11.11
Q5LKH2,1.13.11.11
A8GG83,1.13.11.11
A8GG83,1.13.11.11
A8GG83,1.13.11.11
B2FKN7,1.13.11.11
B2FKN7,1.13.11.11
B2FKN7,1.13.11.11
Q3BYF4,1.13.11.11
Q3BYF4,1.13.11.11
Q3BYF4,1.13.11.11
Q8PDA8,1.13.11.11
Q8PDA8,1.13.11.11
Q8PDA8,1.13.11.11
Q5GVE4,1.13.11.11
Q5GVE4,1.13.11.11
Q5GVE4,1.13.11.11
P27479,1.13.11.12
P27479,1.13.11.12
P27479,1.13.11.12
P16469,1.13.11.12
P16469,1.13.11.12
P16469,1.13.11.12
Q02759,1.13.11.12
Q02759,1.13.11.12
Q02759,1.13.11.12
O24370,1.13.11.12
O24370,1.13.11.12
O24370,1.13.11.12
P38418,1.13.11.12
P38418,1.13.11.12
P38418,1.13.11.12
Q9FNX8,1.13.11.12
Q9FNX8,1.13.11.12
Q9FNX8,1.13.11.12
Q8H016,1.13.11.12
Q8H016,1.13.11.12
