EC,reaction
1.14.14.86,ent-kaur-16-en-19-ol + [reduced NADPH-hemoprotein reductase] + O2 =  ent-kaur-16-en-19-al + [oxidized NADPH-hemoprotein reductase] + 2 H2O
1.14.14.86,ent-kaur-16-en-19-al + [reduced NADPH-hemoprotein reductase] + O2 =  ent-kaur-16-en-19-oate + [oxidized NADPH-hemoprotein reductase] + H2O
1.14.14.86,ent-kaur-16-ene + 3 [reduced NADPH-hemoprotein reductase] + 3 O2 =  ent-kaur-16-en-19-oate + 3 [oxidized NADPH-hemoprotein reductase] + 4  H2O
1.14.14.87,"liquiritigenin + O2 + [reduced NADPH-hemoprotein reductase] =  2,4',7-trihydroxyisoflavanone + H2O + [oxidized NADPH-hemoprotein  reductase]"
1.14.14.87,"(2S)-naringenin + O2 + [reduced NADPH-hemoprotein reductase] =  2,4',5,7-tetrahydroxyisoflavanone + H2O + [oxidized NADPH-hemoprotein  reductase] "
1.14.14.88,formononetin + [reduced NADPH-hemoprotein reductase] + O2 = calycosin +  [oxidized NADPH-hemoprotein reductase] + H2O 
1.14.14.89,formononetin + [reduced NADPH-hemoprotein reductase] + O2 =  2'-hydroxyformononetin + [oxidized NADPH-hemoprotein reductase] + H2O 
1.14.14.9,"4-hydroxyphenylacetate + FADH2 + O2 = 3,4-dihydroxyphenylacetate + FAD  + H2O"
1.14.14.90,an isoflavone + [reduced NADPH-hemoprotein reductase] + O2 = a  2'-hydroxyisoflavone + [oxidized NADPH-hemoprotein reductase] + H2O 
1.14.14.91,trans-cinnamate + [reduced NADPH-hemoprotein reductase] + O2 =  4-hydroxycinnamate + [oxidized NADPH-hemoprotein reductase] + H2O 
1.14.14.92,benzoate + [reduced NADPH-hemoprotein reductase] + O2 =  4-hydroxybenzoate + [oxidized NADPH-hemoprotein reductase] + H2O 
1.14.14.93,"(6aR,11aR)-3,9-dihydroxypterocarpan + [reduced NADPH-hemoprotein  reductase] + O2 = (6aS,11aS)-3,6a,9-trihydroxypterocarpan + [oxidized  NADPH-hemoprotein reductase] + H2O "
1.14.14.94,"(6Z,8E,10E,14Z)-(5S,12R)-5,12-dihydroxyicosa-6,8,10,14-tetraenoate +  [reduced NADPH-hemoprotein reductase] + O2 =  (6Z,8E,10E,14Z)-(5S,12R)-5,12,20-trihydroxyicosa-6,8,10,14-tetraenoate  + [oxidized NADPH-hemoprotein reductase] + H2O "
1.14.14.95,"(+)-germacrene A + 3 [reduced NADPH-hemoprotein reductase] + 3 O2 =  germacra-1(10),4,11(13)-trien-12-oate + 3 [oxidized NADPH-hemoprotein  reductase] + 4 H2O"
1.14.14.95,"(+)-germacrene A + O2 + [reduced NADPH-hemoprotein reductase] =  germacra-1(10),4,11(13)-trien-12-ol + [oxidized NADPH-hemoprotein  reductase] + H2O"
1.14.14.95,"germacra-1(10),4,11(13)-trien-12-ol + O2 + [reduced NADPH-hemoprotein  reductase] = germacra-1(10),4,11(13)-trien-12-al + [oxidized  NADPH-hemoprotein reductase] + 2 H2O"
1.14.14.95,"germacra-1(10),4,11(13)-trien-12-al + O2 + [reduced NADPH-hemoprotein  reductase] = germacra-1(10),4,11(13)-trien-12-oate + [oxidized  NADPH-hemoprotein reductase] + H2O "
1.14.14.96,trans-5-O-(4-coumaroyl)-D-quinate + [reduced NADPH-hemoprotein  reductase] + O2 = trans-5-O-caffeoyl-D-quinate + [oxidized  NADPH-hemoprotein reductase] + H2O 
1.14.14.97,(S)-N-methylcanadine + [reduced NADPH-hemoprotein reductase] + O2 =  allocryptopine + [oxidized NADPH-hemoprotein reductase] + H2O
1.14.14.98,protopine + [reduced NADPH-hemoprotein reductase] + O2 =  6-hydroxyprotopine + [oxidized NADPH-hemoprotein reductase] + H2O 
1.14.14.99,(S)-limonene + [reduced NADPH-hemoprotein reductase] + O2 =  (-)-trans-isopiperitenol + [oxidized NADPH-hemoprotein reductase] + H2O 
1.14.15.1,(+)-camphor + reduced putidaredoxin + O2 = (+)-exo-5-hydroxycamphor +  oxidized putidaredoxin + H2O
1.14.15.10,(+)-camphor + reduced putidaredoxin + O2 = (+)-6-endo-hydroxycamphor +  oxidized putidaredoxin + H2O 
1.14.15.11,1-deoxypentalenate + reduced ferredoxin + O2 = pentalenate + oxidized  ferredoxin + H2O 
1.14.15.13,cyclo(L-leucyl-L-leucyl) + 6 reduced ferredoxin + 3 O2 = pulcherriminic  acid + 6 oxidized ferredoxin + 4 H2O 
1.14.15.14,a methyl-branched lipid + O2 + 2 reduced ferredoxin [iron-sulfur]  cluster + 2 H+ = an omega-hydroxy-methyl-branched lipid + H2O + 2  oxidized ferredoxin [iron-sulfur] cluster 
1.14.15.15,"5beta-cholestane-3alpha,7alpha,12alpha-triol + 6 reduced adrenodoxin +  6 H+ + 3 O2 =  (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oate + 6  oxidized adrenodoxin + 4 H2O"
1.14.15.15,"5beta-cholestane-3alpha,7alpha,12alpha-triol + 2 reduced adrenodoxin +  2 H+ + O2 = (25R)-5beta-cholestane-3alpha,7alpha,12alpha,26-tetraol + 2  oxidized adrenodoxin + H2O"
1.14.15.15,"(25R)-5beta-cholestane-3alpha,7alpha,12alpha,26-tetraol + 2 reduced  adrenodoxin + 2 H+ + O2 =  (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al + 2  oxidized adrenodoxin + 2 H2O"
1.14.15.15,"(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al + 2  reduced adrenodoxin + 2 H+ + O2 =  (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oate + 2  oxidized adrenodoxin + H2O "
1.14.15.16,calcitriol + 2 reduced adrenodoxin + 2 H+ + O2 = calcitetrol + 2  oxidized adrenodoxin + H2O
1.14.15.16,calcidiol + 2 reduced adrenodoxin + 2 H+ + O2 = secalciferol + 2  oxidized adrenodoxin + H2O 
1.14.15.17,pheophorbide a + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ + O2  = red chlorophyll catabolite + 2 oxidized ferredoxin [iron-sulfur]  cluster
1.14.15.17,pheophorbide a + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ + O2  = epoxypheophorbide a + 2 oxidized ferredoxin [iron-sulfur] cluster +  H2O
1.14.15.17,epoxypheophorbide a + H2O = red chlorophyll catabolite 
1.14.15.18,calcidiol + 2 reduced adrenodoxin + 2 H+ + O2 = calcitriol + 2 oxidized  adrenodoxin + H2O
1.14.15.19,testosterone + 2 reduced ferredoxin [iron-sulfur] cluster + O2 + 2 H+ =  1alpha-hydroxytestosterone + H2O + 2 oxidized ferredoxin [iron-sulfur]  cluster 
1.14.15.20,protoheme + 6 reduced ferredoxin [iron-sulfur] cluster + 3 O2 + 6 H+ =  biliverdin + Fe2+ + CO + 6 oxidized ferredoxin [iron-sulfur] cluster +  3 H2O 
1.14.15.21,zeaxanthin + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ + O2 =  antheraxanthin + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O 
1.14.15.21,antheraxanthin + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ + O2  = violaxanthin + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O 
1.14.15.21,zeaxanthin + 4 reduced ferredoxin [iron-sulfur] cluster + 4 H+ + 2 O2 =  violaxanthin + 4 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O 
1.14.15.22,calciol + O2 + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ =  calcidiol + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O
1.14.15.22,calcidiol + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ + O2 =  calcitriol + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O 
1.14.15.23,"butachlor + 2 reduced ferredoxin [iron-sulfur] cluster + O2 =  2-chloro-N-(2,6-diethylphenyl)acetamide + butyl formate + 2 oxidized  ferredoxin [iron-sulfur] cluster + H2O "
1.14.15.24,beta-carotene + 4 reduced ferredoxin [iron-sulfur] cluster + 2 H+ + 2  O2 = zeaxanthin + 4 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O
1.14.15.24,beta-carotene + 2 reduced ferredoxin [iron-sulfur] cluster + H+ + O2 =  beta-cryptoxanthin + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O
1.14.15.24,beta-cryptoxanthin + 2 reduced ferredoxin [iron-sulfur] cluster + H+ +  O2 = zeaxanthin + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O 
1.14.15.25,p-cymene + O2 + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ =  4-isopropylbenzyl alcohol + 2 oxidized ferredoxin [iron-sulfur] cluster  + H2O 
1.14.15.26,toluene + O2 + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ =  benzyl alcohol + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O
1.14.15.26,p-xylene + O2 + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ =  4-methylbenzyl alcohol + 2 oxidized ferredoxin [iron-sulfur] cluster +  H2O
1.14.15.26,m-xylene + O2 + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ =  3-methylbenzyl alcohol + 2 oxidized ferredoxin [iron-sulfur] cluster +  H2O 
1.14.15.27,beta-dihydromenaquinone-9 + 2 reduced ferredoxin [iron-sulfur] cluster  + O2 = omega-hydroxy-beta-dihydromenaquinone-9 + 2 oxidized ferredoxin  [iron-sulfur] cluster + H2O 
1.14.15.28,cholest-4-en-3-one + 6 reduced [2Fe-2S] ferredoxin + 3 O2 =  (25R)-3-oxocholest-4-en-26-oate + 6 oxidized [2Fe-2S] ferredoxin + 4  H2O
1.14.15.28,cholest-4-en-3-one + 2 reduced [2Fe-2S] ferredoxin + O2 =  (25R)-26-hydroxycholest-4-en-3-one + 2 oxidized [2Fe-2S] ferredoxin +  H2O
1.14.15.28,(25R)-26-hydroxycholest-4-en-3-one + 2 reduced [2Fe-2S] ferredoxin + O2  = (25R)-26-oxocholest-4-en-3-one + 2 oxidized [2Fe-2S] ferredoxin + 2  H2O
1.14.15.28,(25R)-26-oxocholest-4-en-3-one + 2 reduced [2Fe-2S] ferredoxin + O2 =  (25R)-3-oxocholest-4-en-26-oate + 2 oxidized [2Fe-2S] ferredoxin + H2O 
1.14.15.29,cholest-4-en-3-one + 3 NADH + 3 H+ + 3 O2 =  (25S)-3-oxocholest-4-en-26-oate + 3 NAD+ + 4 H2O
1.14.15.29,cholest-4-en-3-one + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+  + O2 = (25S)-26-hydroxycholest-4-en-3-one + 2 oxidized ferredoxin  [iron-sulfur] cluster + H2O
1.14.15.29,(25S)-26-hydroxycholest-4-en-3-one + 2 reduced ferredoxin [iron-sulfur]  cluster + 2 H+ + O2 = (25S)-26-oxocholest-4-en-3-one + 2 oxidized  ferredoxin [iron-sulfur] cluster + 2 H2O
1.14.15.29,cholest-4-en-3-one + 6 reduced ferredoxin [iron-sulfur] cluster + 6 H+  + 3 O2 = (25S)-3-oxocholest-4-en-26-oate + 6 oxidized ferredoxin  [iron-sulfur] cluster + 4 H2O 
1.14.15.3,octane + 2 reduced rubredoxin + O2 + 2 H+ = 1-octanol + 2 oxidized  rubredoxin + H2O 
1.14.15.30,"androsta-1,4-diene-3,17-dione + 2 reduced ferredoxin [iron-sulfur]  cluster + 2 H+ + O2 = 9alpha-hydroxyandrosta-1,4-diene-3,17-dione + 2  oxidized ferredoxin [iron-sulfur] cluster + H2O"
1.14.15.31,"2-hydroxy-5-methyl-1-naphthoate + 2 reduced ferredoxin [iron-sulfur]  cluster + 2 H+ + O2 = 2,7-dihydroxy-5-methyl-1-naphthoate + 2 oxidized  ferredoxin [iron-sulfur] cluster + H2O "
1.14.15.32,pentalenene + 4 reduced ferredoxin [iron-sulfur] cluster + 4 H+ + 2 O2  = pentalen-13-al + 4 oxidized ferredoxin [iron-sulfur] cluster + 3 H2O
1.14.15.32,pentalenene + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ + O2 =  pentalen-13-ol + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O
1.14.15.32,pentalen-13-ol + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ + O2  = pentalen-13-al + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O 
1.14.15.33,narbomycin + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ + O2 =  pikromycin + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O
1.14.15.33,narbomycin + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ + O2 =  neopikromycin + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O
1.14.15.33,narbomycin + 4 reduced ferredoxin [iron-sulfur] cluster + 4 H+ + 2 O2 =  novapikromyin + 4 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O 
1.14.15.33,10-deoxymethymycin + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+  + O2 = methymycin + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O 
1.14.15.33,10-deoxymethymycin + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+  + O2 = neomethymycin + 2 oxidized ferredoxin [iron-sulfur] cluster +  H2O
1.14.15.33,10-deoxymethymycin + 4 reduced ferredoxin [iron-sulfur] cluster + 4 H+  + 2 O2 = novamethymycin + 4 oxidized ferredoxin [iron-sulfur] cluster +  2 H2O
1.14.15.34,20-oxo-5-O-beta-mycaminosyltylactone + 2 reduced ferredoxin  [iron-sulfur] cluster + 2 H+ + O2 = 5-O-beta-mycaminosyltylonolide + 2  oxidized ferredoxin [iron-sulfur] cluster + H2O 
1.14.15.35,6-deoxyerythronolide B + 2 reduced ferredoxin [iron-sulfur] cluster + 2  H+ + O2 = erythronolide B + 2 oxidized ferredoxin [iron-sulfur] cluster  + H2O 
1.14.15.36,a 14alpha-methylsteroid + 6 reduced ferredoxin [iron-sulfur] cluster +  6 H+ + 3 O2 = a DELTA14-steroid + formate + 6 oxidized ferredoxin  [iron-sulfur] cluster + 4 H2O
1.14.15.36,a 14alpha-methylsteroid + 2 reduced ferredoxin [iron-sulfur] cluster +  2 H+ + O2 = a 14alpha-hydroxymethylsteroid + 2 oxidized ferredoxin  [iron-sulfur] cluster + H2O
1.14.15.36,a 14alpha-hydroxymethylsteroid + 2 reduced ferredoxin [iron-sulfur]  cluster + 2 H+ + O2 = a 14alpha-formylsteroid + 2 oxidized ferredoxin  [iron-sulfur] cluster + 2 H2O
1.14.15.36,a 14alpha-formylsteroid + 2 reduced ferredoxin [iron-sulfur] cluster +  2 H+ + O2 = a DELTA14-steroid + formate + 2 oxidized ferredoxin  [iron-sulfur] cluster + H2O 
1.14.15.37,luteothin + 2 O2 + 4 reduced ferredoxin [iron-sulfur] cluster + 4 H+ =  aureothin + 3 H2O + 4 oxidized ferredoxin [iron-sulfur] cluster
1.14.15.37,luteothin + O2 + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ =  (7R)-7-hydroxyluteothin + H2O + 2 oxidized ferredoxin [iron-sulfur]  cluster
1.14.15.37,(7R)-7-hydroxyluteothin + O2 + 2 reduced ferredoxin [iron-sulfur]  cluster + 2 H+ = aureothin + 2 H2O + 2 oxidized ferredoxin  [iron-sulfur] cluster 
1.14.15.38,"an N,N-dimethyl-N'-phenylurea compound + 2 reduced ferredoxin  [iron-sulfur] cluster + 2 H+ + O2 = an N-methyl-N'-phenylurea compound  + formaldehyde + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O "
1.14.15.39,(+)-epi-isozizaene + 2 reduced [2Fe-2S] ferredoxin + 2 H+ + O2 =  (5S)-albaflavenol + 2 oxidized [2Fe-2S] ferredoxin + H2O
1.14.15.39,(5S)-albaflavenol + 2 reduced [2Fe-2S] ferredoxin + 2 H+ + O2 =  albaflavenone + 2 oxidized [2Fe-2S] ferredoxin + 2 H2O
1.14.15.39,(+)-epi-isozizaene + 2 reduced [2Fe-2S] ferredoxin + 2 H+ + O2 =  (5R)-albaflavenol + 2 oxidized [2Fe-2S] ferredoxin + H2O
1.14.15.39,(5R)-albaflavenol + 2 reduced [2Fe-2S] ferredoxin + 2 H+ + O2 =  albaflavenone + 2 oxidized [2Fe-2S] ferredoxin + 2 H2O
1.14.15.39,(+)-epi-isozizaene + 4 reduced [2Fe-2S] ferredoxin + 4 H+ + 2 O2 =  albaflavenone + 4 oxidized [2Fe-2S] ferredoxin + 3 H2O 
1.14.15.4,a steroid + 2 reduced adrenodoxin + O2 + 2 H+ = an  11beta-hydroxysteroid + 2 oxidized adrenodoxin + H2O
1.14.15.5,corticosterone + 2 reduced adrenodoxin + O2 + 2 H+ =  18-hydroxycorticosterone + 2 oxidized adrenodoxin + H2O 
1.14.15.6,cholesterol + 6 reduced adrenodoxin + 3 O2 + 6 H+ = pregnenolone +  4-methylpentanal + 6 oxidized adrenodoxin + 4 H2O
1.14.15.6,cholesterol + 2 reduced adrenodoxin + O2 + 2 H+ =  (22R)-22-hydroxycholesterol + 2 oxidized adrenodoxin + H2O
1.14.15.6,"(22R)-22-hydroxycholesterol + 2 reduced adrenodoxin + O2 + 2 H+ =  (20R,22R)-20,22-dihydroxycholesterol + 2 oxidized adrenodoxin + H2O"
1.14.15.6,"(20R,22R)-20,22-dihydroxy-cholesterol + 2 reduced adrenodoxin + O2 + 2  H+ = pregnenolone + 4-methylpentanal + 2 oxidized adrenodoxin + 2 H2O "
1.14.15.7,choline + O2 + 2 reduced ferredoxin + 2 H+ = betaine aldehyde hydrate +  H2O + 2 oxidized ferredoxin 
1.14.15.8,progesterone + 2 reduced [2Fe-2S] ferredoxin + O2 =  15beta-hydroxyprogesterone + 2 oxidized [2Fe-2S] ferredoxin + H2O 
1.14.15.9,spheroidene + 4 reduced ferredoxin [iron-sulfur] cluster + 2 O2 =  spheroiden-2-one + 4 oxidized ferredoxin [iron-sulfur] cluster + 3 H2O 
1.14.15.9,spirilloxanthin + 4 reduced ferredoxin [iron-sulfur] cluster + 2 O2 =  2-oxospirilloxanthin + 4 oxidized ferredoxin [iron-sulfur] cluster + 3  H2O
1.14.15.9,"2-oxospirilloxanthin + 4 reduced ferredoxin [iron-sulfur] cluster + 2  O2 = 2,2'-dioxospirilloxanthin + 4 oxidized ferredoxin [iron-sulfur]  cluster + 3 H2O"
1.14.15.9,spheroidene + 2 reduced ferredoxin [iron-sulfur] cluster + O2 + 2 H+ =  2-hydroxyspheroidene + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O
1.14.15.9,"2-hydroxyspheroidene + 2 reduced ferredoxin [iron-sulfur] cluster + O2  + 2 H+ = 2,2-dihydroxyspheroidene + 2 oxidized ferredoxin [iron-sulfur]  cluster + H2O"
1.14.15.9,"2,2-dihydroxyspheroidene = spheroiden-2-one + H2O"
1.14.15.9,spirilloxanthin + 2 reduced ferredoxin [iron-sulfur] cluster + O2 + 2  H+ = 2-hydroxyspirilloxanthin + 2 oxidized ferredoxin [iron-sulfur]  cluster + H2O
1.14.15.9,"2-hydroxyspirilloxanthin + 2 reduced ferredoxin [iron-sulfur] cluster +  O2 + 2 H+ = 2,2-dihydroxyspirilloxanthin + 2 oxidized ferredoxin  [iron-sulfur] cluster + H2O"
1.14.15.9,"2,2-dihydroxyspirilloxanthin = 2-oxospirilloxanthin + H2O"
1.14.15.9,2-oxospirilloxanthin + 2 reduced ferredoxin [iron-sulfur] cluster + O2  + 2 H+ = 2'-hydroxy-2-oxospirilloxanthin + 2 oxidized ferredoxin  [iron-sulfur] cluster + H2O
1.14.15.9,"2',2'-dihydroxy-2-oxospirilloxanthin = 2,2'-dioxospirilloxanthin + H2O"
1.14.15.9,"2'-hydroxy-2-oxospirilloxanthin + reduced ferredoxin [iron-sulfur]  cluster + O2 + 2 H+ = 2',2'-dihydroxy-2-oxospirilloxanthin + oxidized  ferredoxin [iron-sulfur] cluster + H2O "
1.14.16.1,"L-phenylalanine + a 5,6,7,8-tetrahydropteridine + O2 = L-tyrosine + a  4a-hydroxy-5,6,7,8-tetrahydropteridine"
1.14.16.2,"L-tyrosine + a 5,6,7,8-tetrahydropteridine + O2 = L-dopa + a  4a-hydroxy-5,6,7,8-tetrahydropteridine"
1.14.16.4,"L-tryptophan + a 5,6,7,8-tetrahydropteridine + O2 =  5-hydroxy-L-tryptophan + a 4a-hydroxy-5,6,7,8-tetrahydropteridine"
1.14.16.5,"1-O-alkyl-sn-glycerol + a 5,6,7,8-tetrahydropteridine + O2 =  1-O-(1-hydroxyalkyl)-sn-glycerol + a  4a-hydroxy-5,6,7,8-tetrahydropteridine"
1.14.16.6,"(S)-2-hydroxy-2-phenylacetate + a 5,6,7,8-tetrahydropteridine + O2 =  (S)-4-hydroxymandelate + a 4a-hydroxy-5,6,7,8-tetrahydropteridine "
1.14.16.7,"L-phenylalanine + a 5,6,7,8-tetrahydropteridine + O2 =  3-hydroxy-L-phenylalanine + a 4a-hydroxy-5,6,7,8-tetrahydropteridine "
1.14.17.1,dopamine + 2 ascorbate + O2 = noradrenaline + 2 monodehydroascorbate +  H2O
1.14.17.3,[peptide]-glycine + 2 ascorbate + O2 = [peptide]-(2S)-2-hydroxyglycine  + 2 monodehydroascorbate + H2O
1.14.17.4,1-aminocyclopropane-1-carboxylate + ascorbate + O2 = ethene + cyanide +  dehydroascorbate + CO2 + 2 H2O
1.14.18.1,L-tyrosine + O2 = dopaquinone + H2O
1.14.18.1,L-tyrosine + 1/2 O2 = L-dopa
1.14.18.1,L-dopa + 1/2 O2 = dopaquinone + H2O
1.14.18.1,2 L-dopa + O2 = 2 dopaquinone + 2 H2O
1.14.18.10,"24-methylidenecycloartanol + 6 ferrocytochrome b5 + 3 O2 + 6 H+ =  3beta-hydroxy-4beta,14alpha-dimethyl-9beta  19-cyclo-5alpha-ergost-24(241)-en-4alpha-carboxylate + 6  ferricytochrome b5 + 4 H2O"
1.14.18.10,"24-methylidenecycloartanol + 2 ferrocytochrome b5 + O2 + 2 H+ =  4alpha-(hydroxymethyl)-4beta,14alpha-dimethyl-9beta  19-cyclo-5alpha-ergost-24(241)-en-3beta-ol + 2 ferricytochrome b5 + H2O"
1.14.18.10,"4alpha-(hydroxymethyl)-4beta,14alpha-dimethyl-9beta  19-cyclo-5alpha-ergost-24(241)-en-3beta-ol + 2 ferrocytochrome b5 + O2  + 2 H+ =  4alpha-formyl-4beta,14alpha-dimethyl-9beta  19-cyclo-5alpha-ergost-24(241)-en-3beta-ol + 2 ferricytochrome b5 + 2  H2O"
1.14.18.10,"4alpha-formyl-4beta,14alpha-dimethyl-9beta  19-cyclo-5alpha-ergost-24(241)-en-3beta-ol + 2 ferrocytochrome b5 + O2  + 2 H+ =  3beta-hydroxy-4beta,14alpha-dimethyl-9beta  19-cyclo-5alpha-ergost-24(241)-en-4alpha-carboxylate + 2  ferricytochrome b5 + H2O "
1.14.18.11,"24-methylidenelophenol + 6 ferrocytochrome b5 + 3 O2 + 6 H+ =  3beta-hydroxyergosta-7,24(241)-dien-4alpha-carboxylate + 6  ferricytochrome b5 + 4 H2O"
1.14.18.11,"24-methylidenelophenol + 2 ferrocytochrome b5 + O2 + 2 H+ =  4alpha-(hydroxymethyl)ergosta-7,24(241)-dien-3beta-ol + 2  ferricytochrome b5 + H2O"
1.14.18.11,"4alpha-(hydroxymethyl)ergosta-7,24(241)-dien-3beta-ol + 2  ferrocytochrome b5 + O2 + 2 H+ =  4alpha-formylergosta-7,24(241)-dien-3beta-ol + 2 ferricytochrome b5 + 2  H2O"
1.14.18.11,"4alpha-formylergosta-7,24(241)-dien-3beta-ol + 2 ferrocytochrome b5 +  O2 + 2 H+ = 3beta-hydroxyergosta-7,24(241)-dien-4alpha-carboxylate + 2  ferricytochrome b5 + H2O "
1.14.18.12,a (2R)-2-hydroxy Cn-fatty acid + O2 = a Cn-1-fatty acid + H2O + CO2 
1.14.18.2,CMP-N-acetylneuraminate + 2 ferrocytochrome b5 + O2 + 2 H+ =  CMP-N-glycoloylneuraminate + 2 ferricytochrome b5 + H2O 
1.14.18.3,methane + quinol + O2 = methanol + quinone + H2O
1.14.18.4,a 1-acyl-2-oleoyl-sn-glycero-3-phosphocholine + 2 ferrocytochrome b5 +  O2 + 2 H+ = a  1-acyl-2-[(12R)-12-hydroxyoleoyl]-sn-glycero-3-phosphocholine + 2  ferricytochrome b5 + H2O 
1.14.18.5,a dihydroceramide + 2 ferrocytochrome b5 + O2 + 2 H+ = a  (4R)-4-hydroxysphinganine ceramide + 2 ferricytochrome b5 + H2O 
1.14.18.6,a phytoceramide + 2 ferrocytochrome b5 + O2 + 2 H+ = a  (2'R)-2'-hydroxyphytoceramide + 2 ferricytochrome b5 + H2O 
1.14.18.7,a dihydroceramide + 2 ferrocytochrome b5 + O2 + 2 H+ = a  (2'R)-2'-hydroxydihydroceramide + 2 ferricytochrome b5 + H2O 
1.14.18.9,"4,4-dimethyl-5alpha-cholest-7-en-3beta-ol + 2 ferrocytochrome b5 + O2 +  2 H+ = 4beta-hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol +  2 ferricytochrome b5 + H2O"
1.14.18.9,4beta-hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol + 2  ferrocytochrome b5 + O2 + 2 H+ =  3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde + 2  ferricytochrome b5 + 2 H2O
1.14.18.9,"4,4-dimethyl-5alpha-cholest-7-en-3beta-ol + 6 ferrocytochrome b5 + 3 O2  + 6 H+ =  3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate + 6  ferricytochrome b5 + 4 H2O"
1.14.18.9,3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde + 2  ferrocytochrome b5 + O2 + 2 H+ =  3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate + 2  ferricytochrome b5 + H2O 
1.14.19.1,stearoyl-CoA + 2 ferrocytochrome b5 + O2 + 2 H+ = oleoyl-CoA + 2  ferricytochrome b5 + 2 H2O
1.14.19.10,icosanoyl-CoA + 2 ferrocytochrome b5 + O2 + 2 H+ = (Z)-icos-5-enoyl-CoA  + 2 ferricytochrome b5 + 2 H2O 
1.14.19.11,palmitoyl-[acyl-carrier protein] + 2 reduced ferredoxin [iron-sulfur]  cluster + O2 + 2 H+ = (4Z)-hexadec-4-enoyl-[acyl-carrier protein] + 2  oxidized ferredoxin [iron-sulfur] cluster + 2 H2O 
1.14.19.12,linoleoyl-[glycerolipid] + 2 ferrocytochrome b5 + O2 + 2 H+ =  pinolenoyl-[glycerolipid] + 2 ferricytochrome b5 + 2 H2O
1.14.19.12,alpha-linolenoyl-[glycerolipid] + 2 ferrocytochrome b5 + O2 + 2 H+ =  coniferonoyl-[glycerolipid] + 2 ferricytochrome b5 + 2 H2O 
1.14.19.13,"(9Z,12Z)-hexadeca-9,12-dienoyl-CoA + reduced acceptor + O2 =  (9Z,12Z,15Z)-hexadeca-9,12,15-trienoyl-CoA + acceptor + 2 H2O "
1.14.19.14,"a linoleoyl-[glycerolipid] + reduced acceptor + O2 = an  (8E,10E,12Z)-octadeca-8,10,12-trienoyl-[glycerolipid] + acceptor + 2 H2O "
1.14.19.15,"(11Z)-hexadec-11-enoyl-CoA + reduced acceptor + O2 =  (10E,12Z)-hexadeca-10,12-dienoyl-CoA + acceptor + 2 H2O "
1.14.19.16,"a linoleoyl-[glycerolipid] + 2 ferrocytochrome b5 + O2 + 2 H+ = a  (9Z,11E,13Z)-octadeca-9,11,13-trienoyl-[glycerolipid] + 2  ferricytochrome b5 + 2 H2O "
